,Dataset,Subject,Retest,Ix,Fullname,Sxfm,Dxfm,Clustering,Degree,Homophilic,Homotopic
9947,SWU4,0025856,2,1243,SWU4_0025856_2,raw,combat,(0.20739780002978978+0.0012285132078574373j),14.507071940342028,0.9055654658560044,0.8505031436815769
9948,SWU4,0025856,2,1243,SWU4_0025856_2,ptr,raw,(0.4266539508389623+0j),34.51071539496842,0.8940679266829075,0.7870020173556492
9949,SWU4,0025856,2,1243,SWU4_0025856_2,ptr,zscore,(0.2077269250364237+0.10338585937024157j),0.21434276287658824,0.5143591472019986,0.7944422763917054
9950,SWU4,0025856,2,1243,SWU4_0025856_2,ptr,ptr,(0.4290263942297667+0j),34.32488553415924,0.9809146135579586,0.6257157870437482
9951,SWU4,0025856,2,1243,SWU4_0025856_2,ptr,combat,(0.41597094410715896+0.0013221717983228952j),34.748931357632195,0.8878416281033664,0.8175344891439589
9952,SWU4,0025857,1,1244,SWU4_0025857_1,raw,raw,(0.18114565815801006+0j),13.595847110700001,0.44615202721682656,0.5501972905111547
9953,SWU4,0025857,1,1244,SWU4_0025857_1,raw,zscore,(0.13555986292966057+0.0686809557377999j),2.4025797811469523,0.042220103308455624,0.32815006451891604
9954,SWU4,0025857,1,1244,SWU4_0025857_1,raw,ptr,(0.4378177173778169+0j),35.30067588325653,0.5684426794841899,0.2191061520424551
9955,SWU4,0025857,1,1244,SWU4_0025857_1,raw,combat,(0.1939642219263937+0.001429714562550484j),14.02107840014373,0.3578322718006237,0.5455459593730809
9956,SWU4,0025857,1,1244,SWU4_0025857_1,ptr,raw,(0.42647282420700966+0j),34.510715394968415,0.44615202721682656,0.5501972905111547
9957,SWU4,0025857,1,1244,SWU4_0025857_1,ptr,zscore,(0.2162361816222701+0.10999975697675897j),-0.162949721910968,0.08719605739274788,0.3302436774877403
9958,SWU4,0025857,1,1244,SWU4_0025857_1,ptr,ptr,(0.4227848295533393+0j),34.46520045028814,0.5852523590357501,0.23490356955809388
9959,SWU4,0025857,1,1244,SWU4_0025857_1,ptr,combat,(0.4273449044085553+0.003283706784471307j),34.733512031524995,0.40588223225461295,0.5434541896659855
9960,SWU4,0025857,2,1245,SWU4_0025857_2,raw,raw,(0.19586241541550498+0j),14.966877203571428,0.922355902914611,0.5207169942883467
9961,SWU4,0025857,2,1245,SWU4_0025857_2,raw,zscore,(0.11389186914759239+0.052360081575724096j),13.113306266896172,0.6937208327298164,0.3989342804197865
9962,SWU4,0025857,2,1245,SWU4_0025857_2,raw,ptr,(0.4825278472394195+0j),38.12657450076804,0.98678145930397,0.34091471199948553
9963,SWU4,0025857,2,1245,SWU4_0025857_2,raw,combat,(0.20279146662263217+0.0008195225330029338j),15.446621584238226,0.9158977784095377,0.5500624925818858
9964,SWU4,0025857,2,1245,SWU4_0025857_2,ptr,raw,(0.42708215020222196+0j),34.51071539496843,0.922355902914611,0.5207169942883467
9965,SWU4,0025857,2,1245,SWU4_0025857_2,ptr,zscore,(0.21108137619563042+0.10085510803278466j),-0.14877989765489458,0.6440587525130466,0.43090492554501547
9966,SWU4,0025857,2,1245,SWU4_0025857_2,ptr,ptr,(0.4267947734593674+0j),34.44212571078198,0.9892377365614935,0.3776752786606238
9967,SWU4,0025857,2,1245,SWU4_0025857_2,ptr,combat,(0.4197133579093004+0.002262550579029864j),34.74077965125136,0.9242919227886103,0.5341286254712979
9968,SWU4,0025858,1,1246,SWU4_0025858_1,raw,raw,(0.20894837180031786+0j),16.5032697056,0.8961449899519798,0.5904176502066886
9969,SWU4,0025858,1,1246,SWU4_0025858_1,raw,zscore,(0.13888692679869685+0.059158698580998745j),27.343485051609672,0.567314888475302,0.5311511100324375
9970,SWU4,0025858,1,1246,SWU4_0025858_1,raw,ptr,(0.5103716111205691+0j),40.53422427035331,0.9624865935821808,0.43451840352236215
9971,SWU4,0025858,1,1246,SWU4_0025858_1,raw,combat,(0.20882756909913822+0.0016620361966418482j),17.070706746324504,0.8798365936857354,0.6473045382118692
9972,SWU4,0025858,1,1246,SWU4_0025858_1,ptr,raw,(0.4304223218644034+0j),34.51071539496842,0.8961449899519798,0.5904176502066886
9973,SWU4,0025858,1,1246,SWU4_0025858_1,ptr,zscore,(0.23360415558293068+0.11102454187988632j),-0.6230911035108696,0.5902207664167021,0.49057982360283564
9974,SWU4,0025858,1,1246,SWU4_0025858_1,ptr,ptr,(0.42528626864584856+0j),34.45171206117288,0.971854456940957,0.3325895074001511
9975,SWU4,0025858,1,1246,SWU4_0025858_1,ptr,combat,(0.41566524143327144+0.0042827497991308324j),34.673518729736024,0.9078156869831457,0.6337497178558116
9976,SWU4,0025858,2,1247,SWU4_0025858_2,raw,raw,(0.18982378375635794+0j),13.500244512028573,0.6598542852044704,0.9606284011588057
9977,SWU4,0025858,2,1247,SWU4_0025858_2,raw,zscore,(0.13212299665601407+0.06719790586174382j),1.1072490293876398,0.16524863355348085,0.9095476820308597
9978,SWU4,0025858,2,1247,SWU4_0025858_2,raw,ptr,(0.4384286495983329+0j),35.159907834101396,0.8741154852729471,0.8433049678953453
9979,SWU4,0025858,2,1247,SWU4_0025858_2,raw,combat,(0.1948817993095644+0.0018378012894313357j),13.912551332937516,0.6321445963109132,0.9553690687169286
9980,SWU4,0025858,2,1247,SWU4_0025858_2,ptr,raw,(0.42686438141396693+0j),34.51071539496842,0.6598542852044704,0.9606284011588057
9981,SWU4,0025858,2,1247,SWU4_0025858_2,ptr,zscore,(0.20058687335236075+0.10145935748921789j),-0.06261627176731602,0.1792629940426409,0.9285782076762953
9982,SWU4,0025858,2,1247,SWU4_0025858_2,ptr,ptr,(0.42777719155877886+0j),34.549421251868694,0.8509114555823296,0.8399313657750167
9983,SWU4,0025858,2,1247,SWU4_0025858_2,ptr,combat,(0.4073234971684559+0.003040070692144734j),34.688802051497184,0.659409863081155,0.9643290968454312
9984,SWU4,0025859,1,1248,SWU4_0025859_1,raw,raw,(0.19741310238095908+0j),15.054958932571425,0.9520511795916694,0.2572041907112782
9985,SWU4,0025859,1,1248,SWU4_0025859_1,raw,zscore,(0.13482541291866199+0.06528722235265746j),16.90289982526973,0.7936963620823139,0.034778353722409186
9986,SWU4,0025859,1,1248,SWU4_0025859_1,raw,ptr,(0.48410632388708064+0j),38.68967741935483,0.9924021248541787,0.02410772052477417
9987,SWU4,0025859,1,1248,SWU4_0025859_1,raw,combat,(0.20861038481884397+0.001957667864291745j),15.646595170128109,0.9564222235711703,0.21530545949681773
9988,SWU4,0025859,1,1248,SWU4_0025859_1,ptr,raw,(0.42692982002405494+0j),34.51071539496842,0.9520511795916694,0.2572041907112782
9989,SWU4,0025859,1,1248,SWU4_0025859_1,ptr,zscore,(0.23745263297967872+0.11968828485002117j),-0.7688750643677315,0.7814866465857013,0.08221723543073944
9990,SWU4,0025859,1,1248,SWU4_0025859_1,ptr,ptr,(0.4204601821669511+0j),34.54771246687312,0.9929814341035704,0.031282073428894365
9991,SWU4,0025859,1,1248,SWU4_0025859_1,ptr,combat,(0.415600138362145+0.005320522770221212j),34.66752576628458,0.9558106466442571,0.25830368029621786
9992,SWU4,0025859,2,1249,SWU4_0025859_2,raw,raw,(0.17344621250275596+0j),13.509462363399999,0.9994970282440514,0.6170416173027835
9993,SWU4,0025859,2,1249,SWU4_0025859_2,raw,zscore,(0.13046673747956172+0.0659393596239013j),3.620900878486093,0.9885573092367913,0.42409395427932883
9994,SWU4,0025859,2,1249,SWU4_0025859_2,raw,ptr,(0.42489735348617363+0j),34.82310291858679,0.9999771539426788,0.3083564832624963
9995,SWU4,0025859,2,1249,SWU4_0025859_2,raw,combat,(0.18270051014200947+0.002460058222895692j),14.022920535939836,0.9994737249208473,0.6503342133401824
9996,SWU4,0025859,2,1249,SWU4_0025859_2,ptr,raw,(0.42610588243842534+0j),34.510715394968415,0.9994970282440514,0.6170416173027835
9997,SWU4,0025859,2,1249,SWU4_0025859_2,ptr,zscore,(0.2066912103538745+0.10526284852867697j),-1.2783304025889195,0.991403339771545,0.3935559504244127
9998,SWU4,0025859,2,1249,SWU4_0025859_2,ptr,ptr,(0.4155417010951047+0j),34.28244440371451,0.9999645704035307,0.31594497101234537
9999,SWU4,0025859,2,1249,SWU4_0025859_2,ptr,combat,(0.40991120816730725+0.004949837364387769j),34.65859676340914,0.9995679935969108,0.6423614057010115
10000,SWU4,0025860,1,1250,SWU4_0025860_1,raw,raw,(0.17655686232531784+0j),13.420540216745714,0.9954482909445491,0.6996533169875052
10001,SWU4,0025860,1,1250,SWU4_0025860_1,raw,zscore,(0.1479399976928808+0.0713418336439285j),0.8029764266426457,0.8632683384097243,0.6513422019300261
10002,SWU4,0025860,1,1250,SWU4_0025860_1,raw,ptr,(0.42895287988919645+0j),34.798740399385565,0.9977081920003985,0.559008723109701
10003,SWU4,0025860,1,1250,SWU4_0025860_1,raw,combat,(0.1911256853615832+0.0006234820153076764j),13.836395191822739,0.9944701348294714,0.7456146673095032
10004,SWU4,0025860,1,1250,SWU4_0025860_1,ptr,raw,(0.4276791825495469+0j),34.510715394968415,0.9954482909445491,0.6996533169875052
10005,SWU4,0025860,1,1250,SWU4_0025860_1,ptr,zscore,(0.2166449643029972+0.10512184544345739j),-0.02372222796581005,0.906857496617166,0.6170416172564255
10006,SWU4,0025860,1,1250,SWU4_0025860_1,ptr,ptr,(0.42896714824779536+0j),34.70515193635489,0.9974309374658434,0.5308803997900059
10007,SWU4,0025860,1,1250,SWU4_0025860_1,ptr,combat,(0.43500926284407954+0.001678541850002161j),34.77317480842956,0.9941107289842599,0.7386333836076792
10008,SWU4,0025860,2,1251,SWU4_0025860_2,raw,raw,(0.1737372621383707+0j),12.317643028008574,0.9869462268016878,0.4372670576939647
10009,SWU4,0025860,2,1251,SWU4_0025860_2,raw,zscore,(0.16126927754258932+0.08619747780460728j),-8.413639640721799,0.6926426744712477,0.38637306566043994
10010,SWU4,0025860,2,1251,SWU4_0025860_2,raw,ptr,(0.40326474432180576+0j),32.39324116743472,0.9947537585603545,0.2757024498979386
10011,SWU4,0025860,2,1251,SWU4_0025860_2,raw,combat,(0.18441385782601852+0.0024282665250579772j),12.7336145577556,0.9804681612943894,0.4660405045255609
10012,SWU4,0025860,2,1251,SWU4_0025860_2,ptr,raw,(0.4268247476106953+0j),34.510715394968415,0.9869462268016878,0.4372670576939647
10013,SWU4,0025860,2,1251,SWU4_0025860_2,ptr,zscore,(0.21744458392713978+0.11102381079954535j),0.6320693808862635,0.842562147402214,0.37754619947141205
10014,SWU4,0025860,2,1251,SWU4_0025860_2,ptr,ptr,(0.43239671403488755+0j),34.81041945873465,0.9944447020505744,0.2521788354148454
10015,SWU4,0025860,2,1251,SWU4_0025860_2,ptr,combat,(0.4160396177583309+0.003964787279445055j),34.79228085984637,0.9840441307244627,0.4319753323497533
10016,SWU4,0025861,1,1252,SWU4_0025861_1,raw,raw,(0.1721156930980454+0j),13.16143726162857,0.9394285611571297,0.33320842384850247
10017,SWU4,0025861,1,1252,SWU4_0025861_1,raw,zscore,(0.13245314289726706+0.06649746753137148j),-1.0254625393734988,0.4127413895181514,0.2973045063126929
10018,SWU4,0025861,1,1252,SWU4_0025861_1,raw,ptr,(0.42020882956178907+0j),34.09711213517666,0.9626699858146851,0.17616039568986314
10019,SWU4,0025861,1,1252,SWU4_0025861_1,raw,combat,(0.1842996114053875+0.0014450509039285425j),13.59181601816094,0.9252376274939677,0.3831209480848212
10020,SWU4,0025861,1,1252,SWU4_0025861_1,ptr,raw,(0.4261163317632297+0j),34.51071539496842,0.9394285611571297,0.33320842384850247
10021,SWU4,0025861,1,1252,SWU4_0025861_1,ptr,zscore,(0.20774901851324307+0.1015155802259013j),0.41925354895466294,0.5676007968061465,0.29942959723440965
10022,SWU4,0025861,1,1252,SWU4_0025861_1,ptr,ptr,(0.4245223649834323+0j),34.406653585106376,0.9469355281420969,0.22107228443347265
10023,SWU4,0025861,1,1252,SWU4_0025861_1,ptr,combat,(0.4143637544325395+0.002344598913396679j),34.77280683652968,0.9364395074157309,0.3654499897545946
10024,SWU4,0025861,2,1253,SWU4_0025861_2,raw,raw,(0.17472609600853187+0j),12.584395194400003,0.7167985785590172,0.8771033448818482
10025,SWU4,0025861,2,1253,SWU4_0025861_2,raw,zscore,(0.12934376877760526+0.06734541470546464j),-6.942985606785446,0.15560209601381053,0.9005816385582155
10026,SWU4,0025861,2,1253,SWU4_0025861_2,raw,ptr,(0.40316125681526965+0j),32.88617511520738,0.8965024179239052,0.8674328320807616
10027,SWU4,0025861,2,1253,SWU4_0025861_2,raw,combat,(0.17989344415548442+0.001744625253667085j),12.953663605412704,0.7395061026313372,0.8753633256361874
10028,SWU4,0025861,2,1253,SWU4_0025861_2,ptr,raw,(0.4261524717797496+0j),34.51071539496843,0.7167985785590172,0.8771033448818482
10029,SWU4,0025861,2,1253,SWU4_0025861_2,ptr,zscore,(0.20649128488452173+0.10546456114405431j),-0.2909402975885677,0.26524358244368873,0.8638965816643759
10030,SWU4,0025861,2,1253,SWU4_0025861_2,ptr,ptr,(0.42519061889411863+0j),34.545017870054416,0.8659926060988138,0.8666645266631552
10031,SWU4,0025861,2,1253,SWU4_0025861_2,ptr,combat,(0.4178524930416847+0.0030329862765767477j),34.71405518875616,0.7309900480869272,0.8761308920524129
10032,SWU4,0025862,1,1254,SWU4_0025862_1,raw,raw,(0.18618306191013767+0j),14.489981751885717,0.9805753968360249,0.9757223392907134
10033,SWU4,0025862,1,1254,SWU4_0025862_1,raw,zscore,(0.1341014557773618+0.06041316476887395j),8.864867789586906,0.8924176811864997,0.9447551722914028
10034,SWU4,0025862,1,1254,SWU4_0025862_1,raw,ptr,(0.46580667291227695+0j),37.049185867895545,0.9992524900215389,0.9113111100017877
10035,SWU4,0025862,1,1254,SWU4_0025862_1,raw,combat,(0.197427336011834+0.001667213465945085j),14.922140573004565,0.9779778952128373,0.9748553748266074
10036,SWU4,0025862,1,1254,SWU4_0025862_1,ptr,raw,(0.42646305943164287+0j),34.51071539496842,0.9805753968360249,0.9757223392907134
10037,SWU4,0025862,1,1254,SWU4_0025862_1,ptr,zscore,(0.21575292625301248+0.10152163460710432j),0.39097706755538947,0.8796993827398989,0.9582253270388527
10038,SWU4,0025862,1,1254,SWU4_0025862_1,ptr,ptr,(0.42827057914540095+0j),34.39147424169043,0.9994348411848499,0.8948129820118216
10039,SWU4,0025862,1,1254,SWU4_0025862_1,ptr,combat,(0.43155409479707124+0.0030811674583005877j),34.74307704261488,0.9820711199762036,0.978543389667141
10040,SWU4,0025862,2,1255,SWU4_0025862_2,raw,raw,(0.14813099441622185+0j),11.629634646717143,0.9968268096171927,0.9912617722297297
10041,SWU4,0025862,2,1255,SWU4_0025862_2,raw,zscore,(0.13950770204111868+0.07506355163512254j),-16.329523396237864,0.9341639303947005,0.9926184623161642
10042,SWU4,0025862,2,1255,SWU4_0025862_2,raw,ptr,(0.3719164592848114+0j),30.09993855606759,0.999929337033304,0.982644294385042
10043,SWU4,0025862,2,1255,SWU4_0025862_2,raw,combat,(0.15965827808231242+0.0008335649329854971j),11.959186681731845,0.9959906605120773,0.9907829445731708
10044,SWU4,0025862,2,1255,SWU4_0025862_2,ptr,raw,(0.42597609774143425+0j),34.510715394968415,0.9968268096171927,0.9912617722297297
10045,SWU4,0025862,2,1255,SWU4_0025862_2,ptr,zscore,(0.19777882334893074+0.10167162318296098j),0.46136670738251045,0.9677848027353922,0.9897840208287565
10046,SWU4,0025862,2,1255,SWU4_0025862_2,ptr,ptr,(0.4332466150188672+0j),34.68827293249053,0.9999196861145478,0.9799133848581424
10047,SWU4,0025862,2,1255,SWU4_0025862_2,ptr,combat,(0.43493395914291655+0.0011722060850415832j),34.80736318998254,0.9966876573227883,0.9924214789618989
10048,SWU4,0025863,1,1256,SWU4_0025863_1,raw,raw,(0.1916925185009703+0j),14.032586996885712,0.9817136105220942,0.880055614766178
10049,SWU4,0025863,1,1256,SWU4_0025863_1,raw,zscore,(0.15276907842667942+0.07288476911160377j),4.939414542396758,0.8763977903035545,0.9247903082983607
10050,SWU4,0025863,1,1256,SWU4_0025863_1,raw,ptr,(0.4522075999120901+0j),36.196067588325654,0.9990409109508351,0.8925336896388283
10051,SWU4,0025863,1,1256,SWU4_0025863_1,raw,combat,(0.2020161154554099+0.0008333666124537705j),14.485632958738138,0.9706658898843161,0.8910776781772345
10052,SWU4,0025863,1,1256,SWU4_0025863_1,ptr,raw,(0.42702401299307097+0j),34.51071539496842,0.9817136105220942,0.880055614766178
10053,SWU4,0025863,1,1256,SWU4_0025863_1,ptr,zscore,(0.22373846674352757+0.10918981339900824j),0.1015358974368834,0.9314312908353046,0.9123445947503561
10054,SWU4,0025863,1,1256,SWU4_0025863_1,ptr,ptr,(0.4326713693701104+0j),34.836242963256836,0.9993595772609319,0.9078722486552819
10055,SWU4,0025863,1,1256,SWU4_0025863_1,ptr,combat,(0.4330623935308877+0.002136968407113817j),34.778208821915584,0.9783151928663821,0.898422951677661
10056,SWU4,0025863,2,1257,SWU4_0025863_2,raw,raw,(0.15661087255888353+0j),12.271390442302854,0.8966686845752774,0.010404653037210752
10057,SWU4,0025863,2,1257,SWU4_0025863_2,raw,zscore,(0.15334759198462172+0.08035931883576723j),-10.381589632503413,0.6830665849013371,0.00039768011777378267
10058,SWU4,0025863,2,1257,SWU4_0025863_2,raw,ptr,(0.38800556052317625+0j),31.63545314900153,0.9956629623585763,0.000385597908768273
10059,SWU4,0025863,2,1257,SWU4_0025863_2,raw,combat,(0.1686763305424755+0.0012615464458136942j),12.644007428592293,0.8839669929719617,0.006887650217573999
10060,SWU4,0025863,2,1257,SWU4_0025863_2,ptr,raw,(0.42721481944726736+0j),34.51071539496842,0.8966686845752774,0.010404653037210752
10061,SWU4,0025863,2,1257,SWU4_0025863_2,ptr,zscore,(0.20543419114663952+0.10269177034395037j),0.3726907420004671,0.7282638577778942,0.0003233279010962156
10062,SWU4,0025863,2,1257,SWU4_0025863_2,ptr,ptr,(0.42957425311079406+0j),34.42985487236157,0.995408464221806,0.00041923181484856086
10063,SWU4,0025863,2,1257,SWU4_0025863_2,ptr,combat,(0.4322918792821978+0.002126842271738143j),34.77697767566044,0.8963194375965713,0.0066811815724767045
10064,UWM,0027275,1,1258,UWM_0027275_1,raw,raw,(0.1924287489026383+0j),14.96190503450857,0.949563669879914,0.12346885559324033
10065,UWM,0027275,1,1258,UWM_0027275_1,raw,zscore,(0.14021519151124712+0.06540405406372235j),3.09092800653398,0.7815104733808234,0.11645810386565808
10066,UWM,0027275,1,1258,UWM_0027275_1,raw,ptr,(0.4370040527959849+0j),35.06472303206997,0.9921698823787941,0.07046485171845769
10067,UWM,0027275,1,1258,UWM_0027275_1,raw,combat,(0.19791293550771266+0.0037271075974013054j),14.16362941109779,0.9546438569393254,0.25011952127748094
10068,UWM,0027275,1,1258,UWM_0027275_1,ptr,raw,(0.42667644834452106+0j),34.51071539496842,0.949563669879914,0.12346885559324033
10069,UWM,0027275,1,1258,UWM_0027275_1,ptr,zscore,(0.21218339551615517+0.10175581650140898j),-0.26026505280970824,0.8333070227189172,0.10080843191593719
10070,UWM,0027275,1,1258,UWM_0027275_1,ptr,ptr,(0.4310849195651438+0j),34.43718157370888,0.9938843849347286,0.05524047842916999
10071,UWM,0027275,1,1258,UWM_0027275_1,ptr,combat,(0.36157912147121063+0.004892379848240354j),34.79279316374638,0.9611167688937545,0.24839154201568475
10072,UWM,0027259,1,1259,UWM_0027259_1,raw,raw,(0.2041842722691895+0j),16.18807492942857,0.7822483618034033,0.8169938312636444
10073,UWM,0027259,1,1259,UWM_0027259_1,raw,zscore,(0.14524646625455434+0.0671337211345719j),11.27104764995922,0.40333085822350945,0.8319339118876694
10074,UWM,0027259,1,1259,UWM_0027259_1,raw,ptr,(0.47943534631779344+0j),37.70262390670554,0.9228365081466778,0.8632813949475606
10075,UWM,0027259,1,1259,UWM_0027259_1,raw,combat,(0.20331731698587777+0.0013226064795730428j),15.204148350626285,0.7787002694736042,0.9368808922881221
10076,UWM,0027259,1,1259,UWM_0027259_1,ptr,raw,(0.4290186202507333+0j),34.51071539496843,0.7822483618034033,0.8169938312636444
10077,UWM,0027259,1,1259,UWM_0027259_1,ptr,zscore,(0.22423284589301345+0.10802139759265296j),-0.3137687002033522,0.36547547087693216,0.822978236029361
10078,UWM,0027259,1,1259,UWM_0027259_1,ptr,ptr,(0.43142732982210885+0j),34.30033265802522,0.9364549055229714,0.8293144818832551
10079,UWM,0027259,1,1259,UWM_0027259_1,ptr,combat,(0.40259350669607513+0.0026192502673336236j),34.777992666976886,0.751119266454073,0.9242574133704196
10080,UWM,0027274,2,1260,UWM_0027274_2,raw,raw,(0.19560437231236552+0j),14.920585234179999,0.04236212863849182,0.6874669767690136
10081,UWM,0027274,2,1260,UWM_0027274_2,raw,zscore,(0.16004325281477697+0.07634436785145969j),2.697925214751516,0.00015124432287286552,0.6704034507564884
10082,UWM,0027274,2,1260,UWM_0027274_2,raw,ptr,(0.4519405191288492+0j),35.67871720116618,0.111028320450415,0.5711495687386345
10083,UWM,0027274,2,1260,UWM_0027274_2,raw,combat,(0.20138751177091932+0.0036308075143627297j),14.091627938752389,0.0841926760055865,0.7210743252722556
10084,UWM,0027274,2,1260,UWM_0027274_2,ptr,raw,(0.4267621052024567+0j),34.510715394968415,0.04236212863849182,0.6874669767690136
10085,UWM,0027274,2,1260,UWM_0027274_2,ptr,zscore,(0.2219726291026929+0.10609643301770687j),-0.2029682329239315,0.0005727359421469019,0.7194711724252835
10086,UWM,0027274,2,1260,UWM_0027274_2,ptr,ptr,(0.43501277798384813+0j),34.63360955959304,0.05196919167276523,0.664620787952719
10087,UWM,0027274,2,1260,UWM_0027274_2,ptr,combat,(0.3910214633404429+0.006805381964372981j),34.69734302198223,0.08925152487826299,0.798773672026041
10088,UWM,0027259,2,1261,UWM_0027259_2,raw,raw,(0.19485624573366658+0j),15.455797109857148,0.9299891798639663,0.2500110241960738
10089,UWM,0027259,2,1261,UWM_0027259_2,raw,zscore,(0.13501742439931927+0.06827620628310685j),5.381468352868726,0.5759710802058682,0.1567165282134857
10090,UWM,0027259,2,1261,UWM_0027259_2,raw,ptr,(0.45818665119975527+0j),36.208163265306126,0.9404030518589929,0.13253484696441187
10091,UWM,0027259,2,1261,UWM_0027259_2,raw,combat,(0.18062677652405873+0.001623777344830525j),14.501176370476921,0.9466722658544775,0.40117016455587673
10092,UWM,0027259,2,1261,UWM_0027259_2,ptr,raw,(0.42630227652686736+0j),34.51071539496842,0.9299891798639663,0.2500110241960738
10093,UWM,0027259,2,1261,UWM_0027259_2,ptr,zscore,(0.20933718618523184+0.1071758430148219j),-0.34807112144060726,0.6460136476217595,0.18913825395815165
10094,UWM,0027259,2,1261,UWM_0027259_2,ptr,ptr,(0.43020703072904776+0j),34.31672017489719,0.9469188975018593,0.14617077813520712
10095,UWM,0027259,2,1261,UWM_0027259_2,ptr,combat,(0.3957402829686645+0.0025335936536841595j),34.726155251136134,0.9449897281152546,0.37360764294439286
10096,UWM,0027275,2,1262,UWM_0027275_2,raw,raw,(0.20338028696494911+0j),15.194096634017141,0.9892776906434492,0.08938893489891042
10097,UWM,0027275,2,1262,UWM_0027275_2,raw,zscore,(0.1436718966165633+0.06696966715485807j),4.518440999569393,0.9766289001059042,0.05575013620387135
10098,UWM,0027275,2,1262,UWM_0027275_2,raw,ptr,(0.4542162675874038+0j),35.802915451895046,0.9999613740523254,0.05820318377226761
10099,UWM,0027275,2,1262,UWM_0027275_2,raw,combat,(0.20178001022276817+0.002904936568176197j),14.340727431548551,0.9908247617964656,0.16100337482758498
10100,UWM,0027275,2,1262,UWM_0027275_2,ptr,raw,(0.42767787844214633+0j),34.51071539496842,0.9892776906434492,0.08938893489891042
10101,UWM,0027275,2,1262,UWM_0027275_2,ptr,zscore,(0.18619161184629965+0.08886481278257279j),-0.12807690434490107,0.9705119682359822,0.04459064814853964
10102,UWM,0027275,2,1262,UWM_0027275_2,ptr,ptr,(0.4323361615425534+0j),34.37595910485152,0.9999856120718827,0.08841725426215657
10103,UWM,0027275,2,1262,UWM_0027275_2,ptr,combat,(0.4043414160903006+0.004909459605245275j),34.725419459840644,0.9942424872668599,0.11672532417306647
10104,UWM,0027260,1,1263,UWM_0027260_1,raw,raw,(0.16369298291822196+0j),12.768813035082859,0.6743417311314646,0.23879105425449204
10105,UWM,0027260,1,1263,UWM_0027260_1,raw,zscore,(0.1306322296301138+0.07322386865000782j),-12.860384238694648,0.2951516552602662,0.23063786700182548
10106,UWM,0027260,1,1263,UWM_0027260_1,raw,ptr,(0.37585890026241037+0j),30.57084548104957,0.9564939469275568,0.1457281215173391
10107,UWM,0027260,1,1263,UWM_0027260_1,raw,combat,(0.15609892900826505+0.0030026192470561028j),12.08990039498188,0.8345853536645205,0.3628930033922158
10108,UWM,0027260,1,1263,UWM_0027260_1,ptr,raw,(0.42513235603318866+0j),34.510715394968415,0.6743417311314646,0.23879105425449204
10109,UWM,0027260,1,1263,UWM_0027260_1,ptr,zscore,(0.16928803049231628+0.08727741118584373j),0.5449271456498126,0.44029797024144657,0.1781953328223529
10110,UWM,0027260,1,1263,UWM_0027260_1,ptr,ptr,(0.42578152897499344+0j),34.32793581130223,0.9513255770897481,0.12520319415721992
10111,UWM,0027260,1,1263,UWM_0027260_1,ptr,combat,(0.3814752480287848+0.004953259836714681j),34.79827380661507,0.7855506812699411,0.32239027445194013
10112,UWM,0027276,1,1264,UWM_0027276_1,raw,raw,(0.19536066428764226+0j),14.770938854371428,0.47369166464037415,0.588365834097937
10113,UWM,0027276,1,1264,UWM_0027276_1,raw,zscore,(0.16188755205215988+0.07948532609718398j),0.5757787433519025,0.045226976166488825,0.6731096624554523
10114,UWM,0027276,1,1264,UWM_0027276_1,raw,ptr,(0.44425660426478353+0j),35.09620991253644,0.593378410943391,0.6456906845742159
10115,UWM,0027276,1,1264,UWM_0027276_1,raw,combat,(0.1944635834632104+0.0031067898289457523j),13.942320860190526,0.4254297189731238,0.6994754051909776
10116,UWM,0027276,1,1264,UWM_0027276_1,ptr,raw,(0.42558360133040757+0j),34.51071539496843,0.47369166464037415,0.588365834097937
10117,UWM,0027276,1,1264,UWM_0027276_1,ptr,zscore,(0.2042579132427758+0.10054666201464892j),0.4942417032070473,0.08750398431981143,0.6446460798943565
10118,UWM,0027276,1,1264,UWM_0027276_1,ptr,ptr,(0.4364865245133957+0j),34.60600058361372,0.4832465301189246,0.6544490649969595
10119,UWM,0027276,1,1264,UWM_0027276_1,ptr,combat,(0.3826277608186131+0.004094563968053453j),34.74833088019665,0.4339960686077678,0.6860191125418029
10120,UWM,0027260,2,1265,UWM_0027260_2,raw,raw,(0.16872115447356395+0j),12.552488895589999,0.5380895294048482,0.005629478853866924
10121,UWM,0027260,2,1265,UWM_0027260_2,raw,zscore,(0.11881371105926034+0.06790294064112173j),-15.613664931984164,0.1552356823276928,0.000540358558509721
10122,UWM,0027260,2,1265,UWM_0027260_2,raw,ptr,(0.3727532176767666+0j),30.216909620991263,0.8491439600224808,0.0003668175367766293
10123,UWM,0027260,2,1265,UWM_0027260_2,raw,combat,(0.1676778576643644+0.0031145173219933823j),11.850039074989972,0.6663726588691351,0.016698893859983577
10124,UWM,0027260,2,1265,UWM_0027260_2,ptr,raw,(0.42649554740996815+0j),34.51071539496842,0.5380895294048482,0.005629478853866924
10125,UWM,0027260,2,1265,UWM_0027260_2,ptr,zscore,(0.2065927634636183+0.10699086942942163j),0.9847148870739356,0.1420968296937294,0.000669813190069623
10126,UWM,0027260,2,1265,UWM_0027260_2,ptr,ptr,(0.4343164554699765+0j),34.76469776330929,0.8305694040349928,0.0001336602072448506
