,Dataset,Subject,Retest,Ix,Fullname,Sxfm,Dxfm,Clustering,Degree,Homophilic,Homotopic
2428,BNU1,0025900,2,303,BNU1_0025900_2,ptr,raw,(0.42687401110837575+0j),34.51071539496843,0.7902697294760932,0.2508772011963202
2429,BNU1,0025900,2,303,BNU1_0025900_2,ptr,zscore,(0.22433385142403012+0.10902026897577209j),-0.8072239792088047,0.3409528475087189,0.07199212919966111
2430,BNU1,0025900,2,303,BNU1_0025900_2,ptr,ptr,(0.4238323004574746+0j),34.4513450400695,0.9156648798022016,0.041441666683701486
2431,BNU1,0025900,2,303,BNU1_0025900_2,ptr,combat,(0.3953518671917329+0.005813292629256497j),34.62295284853011,0.688698762242919,0.23847490281302253
2432,BNU1,0025901,1,304,BNU1_0025901_1,raw,raw,(0.17013643669071535+0j),12.40342603796286,0.8814549012097317,0.9914849835652605
2433,BNU1,0025901,1,304,BNU1_0025901_1,raw,zscore,(0.14753972086755662+0.0743848281383573j),-4.856568470591869,0.5128452444924382,0.9956764315677822
2434,BNU1,0025901,1,304,BNU1_0025901_1,raw,ptr,(0.4191395910454355+0j),33.53318903318904,0.9687176077436477,0.9959411845151861
2435,BNU1,0025901,1,304,BNU1_0025901_1,raw,combat,(0.18662906422201817+0.001299603238523219j),13.285180244524529,0.8296474955599187,0.9932789277771853
2436,BNU1,0025901,1,304,BNU1_0025901_1,ptr,raw,(0.4281932510014495+0j),34.51071539496843,0.8814549012097317,0.9914849835652605
2437,BNU1,0025901,1,304,BNU1_0025901_1,ptr,zscore,(0.20347624408715217+0.10002780187331363j),0.24229519691784104,0.5457496831217413,0.9960820202520677
2438,BNU1,0025901,1,304,BNU1_0025901_1,ptr,ptr,(0.43424170891950975+0j),34.639427747137226,0.978597383825514,0.9952330865555484
2439,BNU1,0025901,1,304,BNU1_0025901_1,ptr,combat,(0.41627556271195865+0.0028417940387210233j),34.800864495334096,0.8156223625730561,0.9935368169361078
2440,BNU1,0025901,2,305,BNU1_0025901_2,raw,raw,(0.18896886117935288+0j),14.11068734312857,0.9835606352071401,0.4795203370310091
2441,BNU1,0025901,2,305,BNU1_0025901_2,raw,zscore,(0.1685921245268482+0.08143139560787964j),8.277523694075237,0.8727640640470391,0.3045338644046294
2442,BNU1,0025901,2,305,BNU1_0025901_2,raw,ptr,(0.46815788571979167+0j),37.01298701298702,0.9977748084509767,0.26874111499887665
2443,BNU1,0025901,2,305,BNU1_0025901_2,raw,combat,(0.1924640865357594+0.001205508154534537j),15.014932724304204,0.9733647190608266,0.5045661332568532
2444,BNU1,0025901,2,305,BNU1_0025901_2,ptr,raw,(0.42839231167974073+0j),34.510715394968415,0.9835606352071401,0.4795203370310091
2445,BNU1,0025901,2,305,BNU1_0025901_2,ptr,zscore,(0.2332729932217221+0.117088534268934j),-0.8669896581669451,0.9167491280835856,0.3266754587333054
2446,BNU1,0025901,2,305,BNU1_0025901_2,ptr,ptr,(0.42964979162033284+0j),34.27242898729249,0.9974421593858482,0.21524489970286292
2447,BNU1,0025901,2,305,BNU1_0025901_2,ptr,combat,(0.3936995090857079+0.0027064655288978933j),34.706657718301166,0.978107008714147,0.5108116516571769
2448,BNU1,0025902,1,306,BNU1_0025902_1,raw,raw,(0.15752476473552196+0j),11.07162928073,0.8555699453629189,0.9404891243593683
2449,BNU1,0025902,1,306,BNU1_0025902_1,raw,zscore,(0.1101444200195725+0.06132906375152151j),-15.048313811229098,0.24207360979574338,0.9464443523322416
2450,BNU1,0025902,1,306,BNU1_0025902_1,raw,ptr,(0.36955948471247385+0j),30.301010101010103,0.8983509088910259,0.8405260533239667
2451,BNU1,0025902,1,306,BNU1_0025902_1,raw,combat,(0.1637916967155244+0.0023645524029815893j),11.91163428715332,0.7379561585192724,0.9627794693200138
2452,BNU1,0025902,1,306,BNU1_0025902_1,ptr,raw,(0.42387499941957535+0j),34.51071539496842,0.8555699453629189,0.9404891243593683
2453,BNU1,0025902,1,306,BNU1_0025902_1,ptr,zscore,(0.19871132921507675+0.10569655551001884j),0.4635499972308302,0.37732443521300596,0.9597223393361776
2454,BNU1,0025902,1,306,BNU1_0025902_1,ptr,ptr,(0.4248867787340592+0j),34.45517978216956,0.9168701813504141,0.8246635982588995
2455,BNU1,0025902,1,306,BNU1_0025902_1,ptr,combat,(0.3973110457837069+0.003947353601330967j),34.75551231253146,0.7683168120599816,0.9536275801294051
2456,BNU1,0025902,2,307,BNU1_0025902_2,raw,raw,(0.13428520813538708+0j),10.313570778939999,0.9720672122360519,0.7412838041253221
2457,BNU1,0025902,2,307,BNU1_0025902_2,raw,zscore,(0.10154236704161729+0.0648688594673766j),-22.47587948358642,0.7201659139000117,0.7249500141524322
2458,BNU1,0025902,2,307,BNU1_0025902_2,raw,ptr,(0.3437747611405176+0j),28.030880230880236,0.9958757448206605,0.7282507101853746
2459,BNU1,0025902,2,307,BNU1_0025902_2,raw,combat,(0.14877476993830274+0.0017529725567233415j),11.080560501012181,0.9513987622590281,0.7567806334633905
2460,BNU1,0025902,2,307,BNU1_0025902_2,ptr,raw,(0.4253157687733911+0j),34.51071539496842,0.9720672122360519,0.7412838041253221
2461,BNU1,0025902,2,307,BNU1_0025902_2,ptr,zscore,(0.17417590210056969+0.09368743423834382j),0.6941606600248805,0.8702722372789073,0.7102240762157006
2462,BNU1,0025902,2,307,BNU1_0025902_2,ptr,ptr,(0.432235084791351+0j),34.593675637809696,0.9991959093509708,0.7129643827384285
2463,BNU1,0025902,2,307,BNU1_0025902_2,ptr,combat,(0.4201626142972187+0.0030575023421055996j),34.791411987537536,0.9569087695172119,0.7577389077941481
2464,BNU1,0025903,1,308,BNU1_0025903_1,raw,raw,(0.19406197261030783+0j),14.298130716971428,0.6844464337633009,0.9042777611250019
2465,BNU1,0025903,1,308,BNU1_0025903_1,raw,zscore,(0.1390843417608984+0.06326129944474045j),12.152235884834896,0.14202418799097832,0.9333694919309131
2466,BNU1,0025903,1,308,BNU1_0025903_1,raw,ptr,(0.47979706735388133+0j),37.91053391053391,0.6789941600594778,0.8807152159744556
2467,BNU1,0025903,1,308,BNU1_0025903_1,raw,combat,(0.20283233695006997+0.0010248942482950912j),15.277948507718014,0.6449913618742571,0.9365426998509625
2468,BNU1,0025903,1,308,BNU1_0025903_1,ptr,raw,(0.4282398760004221+0j),34.51071539496842,0.6844464337633009,0.9042777611250019
2469,BNU1,0025903,1,308,BNU1_0025903_1,ptr,zscore,(0.19462272830401084+0.09093109706085986j),0.12155359468480031,0.1426242340655557,0.9136918319342819
2470,BNU1,0025903,1,308,BNU1_0025903_1,ptr,ptr,(0.4308117396834238+0j),34.49197475837009,0.7050310525237884,0.9167934233316426
2471,BNU1,0025903,1,308,BNU1_0025903_1,ptr,combat,(0.41686520553008555+0.0025380440878071233j),34.773748991659545,0.606093810628074,0.9267500164033651
2472,BNU1,0025903,2,309,BNU1_0025903_2,raw,raw,(0.18843674375245212+0j),13.974218280937146,0.8804827566213365,0.5000848743414512
2473,BNU1,0025903,2,309,BNU1_0025903_2,raw,zscore,(0.13626801133129846+0.06337421545538881j),8.984750300243885,0.7523983803092118,0.43224288988732157
2474,BNU1,0025903,2,309,BNU1_0025903_2,raw,ptr,(0.4687958453816292+0j),37.06363636363637,0.9918535456008053,0.371796233427132
2475,BNU1,0025903,2,309,BNU1_0025903_2,raw,combat,(0.20256075866067938+0.0010570727700481705j),14.927809238688425,0.9000753002835142,0.5893588258837968
2476,BNU1,0025903,2,309,BNU1_0025903_2,ptr,raw,(0.4306870971045828+0j),34.51071539496843,0.8804827566213365,0.5000848743414512
2477,BNU1,0025903,2,309,BNU1_0025903_2,ptr,zscore,(0.1983598007634464+0.09447280705602622j),-0.2965835123713324,0.7013327645590439,0.3607241615285478
2478,BNU1,0025903,2,309,BNU1_0025903_2,ptr,ptr,(0.4316931119590592+0j),34.39784972992419,0.9825181068399099,0.33487340781732017
2479,BNU1,0025903,2,309,BNU1_0025903_2,ptr,combat,(0.41749768919418173+0.002438719357401352j),34.788994647119424,0.8540584164897934,0.5655141910848274
2480,BNU1,0025904,1,310,BNU1_0025904_1,raw,raw,(0.15468641649966602+0j),11.615192710962857,0.9787143293396443,0.16426764036003616
2481,BNU1,0025904,1,310,BNU1_0025904_1,raw,zscore,(0.14475571023970982+0.07941969711531777j),-10.792534113066568,0.6373537034123858,0.06611509138498349
2482,BNU1,0025904,1,310,BNU1_0025904_1,raw,ptr,(0.3988030074489017+0j),31.81544011544012,0.987323434992599,0.02916577888730643
2483,BNU1,0025904,1,310,BNU1_0025904_1,raw,combat,(0.16943540337524665+0.0018107525523318212j),12.450344002168068,0.9340963776547538,0.1767791566490135
2484,BNU1,0025904,1,310,BNU1_0025904_1,ptr,raw,(0.425723045236514+0j),34.51071539496843,0.9787143293396443,0.16426764036003616
2485,BNU1,0025904,1,310,BNU1_0025904_1,ptr,zscore,(0.22414551114442183+0.11584178362425764j),0.4062635204592962,0.7463317403680036,0.043543751240495164
2486,BNU1,0025904,1,310,BNU1_0025904_1,ptr,ptr,(0.4321520450251574+0j),34.55301617751157,0.988403510739791,0.047896335943343596
2487,BNU1,0025904,1,310,BNU1_0025904_1,ptr,combat,(0.4118729601574265+0.003461441848651767j),34.74064040086689,0.9615670424703862,0.1697176574389136
2488,BNU1,0025904,2,311,BNU1_0025904_2,raw,raw,(0.15612526887919104+0j),10.451011644423714,0.8739137746454044,0.9702386619016029
2489,BNU1,0025904,2,311,BNU1_0025904_2,raw,zscore,(0.14334157468200992+0.08865016723616659j),-20.05847246161187,0.1683586790607739,0.985325123666132
2490,BNU1,0025904,2,311,BNU1_0025904_2,raw,ptr,(0.3512600725469334+0j),28.756565656565655,0.9248293157324843,0.9687807918032978
2491,BNU1,0025904,2,311,BNU1_0025904_2,raw,combat,(0.17413043738102194+0.00153732884772659j),11.255998713889033,0.7359526769060204,0.982948156062616
2492,BNU1,0025904,2,311,BNU1_0025904_2,ptr,raw,(0.4245514081431565+0j),34.51071539496841,0.8739137746454044,0.9702386619016029
2493,BNU1,0025904,2,311,BNU1_0025904_2,ptr,zscore,(0.19401802545897467+0.10389818356909589j),1.116077823944749,0.4146926937897832,0.9768264721702239
2494,BNU1,0025904,2,311,BNU1_0025904_2,ptr,ptr,(0.42611968036995296+0j),34.49299462631413,0.9360499164488321,0.967288606716975
2495,BNU1,0025904,2,311,BNU1_0025904_2,ptr,combat,(0.4207594953454619+0.002392761868686695j),34.818491298454646,0.8011032886193921,0.9779595395193244
2496,BNU1,0025905,1,312,BNU1_0025905_1,raw,raw,(0.20363054923871057+0j),15.26928050648571,0.9113762190715282,0.8568260256542148
2497,BNU1,0025905,1,312,BNU1_0025905_1,raw,zscore,(0.14201447104325585+0.062277594751162825j),19.024343096579546,0.6046323200437802,0.8901536508369337
2498,BNU1,0025905,1,312,BNU1_0025905_1,raw,ptr,(0.5106586000046814+0j),39.83376623376624,0.95798474677268,0.838826417560901
2499,BNU1,0025905,1,312,BNU1_0025905_1,raw,combat,(0.21295516928408373+0.0011105030096969029j),16.28371173756561,0.9118677272432061,0.8925638852753066
2500,BNU1,0025905,1,312,BNU1_0025905_1,ptr,raw,(0.4292113417547195+0j),34.510715394968415,0.9113762190715282,0.8568260256542148
2501,BNU1,0025905,1,312,BNU1_0025905_1,ptr,zscore,(0.22989660119861113+0.10678550784657279j),0.2642858680013525,0.5149710929191057,0.8476746454361468
2502,BNU1,0025905,1,312,BNU1_0025905_1,ptr,ptr,(0.4347040838904523+0j),34.514540172243315,0.9486078303656869,0.8056475412521836
2503,BNU1,0025905,1,312,BNU1_0025905_1,ptr,combat,(0.3932192076430119+0.0022354724080173643j),34.77951073836118,0.8915402053328285,0.8803273386406055
2504,BNU1,0025905,2,313,BNU1_0025905_2,raw,raw,(0.19741618880439762+0j),14.09626945296,0.9316445521390757,0.897999666774118
2505,BNU1,0025905,2,313,BNU1_0025905_2,raw,zscore,(0.14708620916187265+0.06977812382616115j),9.223104778588493,0.7532149672853812,0.9108720220452449
2506,BNU1,0025905,2,313,BNU1_0025905_2,raw,ptr,(0.47262537976889346+0j),37.423665223665225,0.9927205201121462,0.8602364176558812
2507,BNU1,0025905,2,313,BNU1_0025905_2,raw,combat,(0.20967131731367314+0.0012500905003217655j),15.06497764977193,0.9143722271844161,0.9407703625138968
2508,BNU1,0025905,2,313,BNU1_0025905_2,ptr,raw,(0.42647214276685+0j),34.51071539496842,0.9316445521390757,0.897999666774118
2509,BNU1,0025905,2,313,BNU1_0025905_2,ptr,zscore,(0.22206674841802998+0.10835860405566337j),0.251528419871469,0.7725442064057624,0.8802597047984984
2510,BNU1,0025905,2,313,BNU1_0025905_2,ptr,ptr,(0.4316836882995167+0j),34.520076498121924,0.9949583814412611,0.8665652632975545
2511,BNU1,0025905,2,313,BNU1_0025905_2,ptr,combat,(0.3985088963999483+0.0024475304383921987j),34.74278684936632,0.9117902064367237,0.9183620929147539
2512,BNU1,0025906,1,314,BNU1_0025906_1,raw,raw,(0.1543632599322946+0j),11.59449319392286,0.9997936502257134,0.7428781500682542
2513,BNU1,0025906,1,314,BNU1_0025906_1,raw,zscore,(0.16590130468572523+0.09023431457266488j),-10.552007681317095,0.9795973500782343,0.6793480492684331
2514,BNU1,0025906,1,314,BNU1_0025906_1,raw,ptr,(0.396774374310594+0j),31.95555555555556,0.9999901432835239,0.6060905525260172
2515,BNU1,0025906,1,314,BNU1_0025906_1,raw,combat,(0.17100007802096553+0.0012665381349970617j),12.48230052669027,0.9995340926834427,0.7807166675345594
2516,BNU1,0025906,1,314,BNU1_0025906_1,ptr,raw,(0.4268569678608009+0j),34.51071539496842,0.9997936502257134,0.7428781500682542
2517,BNU1,0025906,1,314,BNU1_0025906_1,ptr,zscore,(0.2284669980196555+0.11685380593847243j),0.4363299221869608,0.9967350642685611,0.7163662859143769
2518,BNU1,0025906,1,314,BNU1_0025906_1,ptr,ptr,(0.4354248263131198+0j),34.79432134994641,0.9999925941041511,0.6246889329382467
2519,BNU1,0025906,1,314,BNU1_0025906_1,ptr,combat,(0.42547960215182695+0.0020930039528502396j),34.84482366489866,0.9996810467115101,0.7721731013933854
2520,BNU1,0025906,2,315,BNU1_0025906_2,raw,raw,(0.15202002227052772+0j),11.549733496914286,0.9956591923274789,0.2843547771577042
2521,BNU1,0025906,2,315,BNU1_0025906_2,raw,zscore,(0.11292566816465305+0.0601881440059597j),-10.425403022754864,0.7004912529633496,0.1832996318232647
2522,BNU1,0025906,2,315,BNU1_0025906_2,raw,ptr,(0.3863130030347894+0j),31.611976911976917,0.9935330496450593,0.12449931202936326
2523,BNU1,0025906,2,315,BNU1_0025906_2,raw,combat,(0.16753110364044307+0.0011932047936032018j),12.429520302115199,0.9915092574359202,0.3169150066306691
2524,BNU1,0025906,2,315,BNU1_0025906_2,ptr,raw,(0.4249794344240351+0j),34.51071539496843,0.9956591923274789,0.2843547771577042
2525,BNU1,0025906,2,315,BNU1_0025906_2,ptr,zscore,(0.1753132020770816+0.09187345486488178j),0.33603890553048477,0.8819508537543244,0.13896649231163388
2526,BNU1,0025906,2,315,BNU1_0025906_2,ptr,ptr,(0.4273011650539153+0j),34.67177854148181,0.9939375493982424,0.1035899468228485
2527,BNU1,0025906,2,315,BNU1_0025906_2,ptr,combat,(0.41401452416512213+0.003039872776967913j),34.81797772772376,0.9927572391432252,0.3029868944769555
2528,BNU1,0025907,1,316,BNU1_0025907_1,raw,raw,(0.18545500536175571+0j),13.822533217442858,0.21563527953302075,0.9294559429170395
2529,BNU1,0025907,1,316,BNU1_0025907_1,raw,zscore,(0.1367528009288419+0.06209465593455423j),6.960335392797495,0.005182481197853384,0.9102668351481309
2530,BNU1,0025907,1,316,BNU1_0025907_1,raw,ptr,(0.4674077410513752+0j),36.73708513708514,0.17851943552961264,0.8638372296248134
2531,BNU1,0025907,1,316,BNU1_0025907_1,raw,combat,(0.2037998527370683+0.0009704159352505986j),14.741206709727512,0.140802500494906,0.9471265585294624
2532,BNU1,0025907,1,316,BNU1_0025907_1,ptr,raw,(0.4312053517473588+0j),34.51071539496843,0.21563527953302075,0.9294559429170395
2533,BNU1,0025907,1,316,BNU1_0025907_1,ptr,zscore,(0.2439089778330537+0.11550726695642903j),-0.11799379979598752,0.005038365332719032,0.9119645712133073
2534,BNU1,0025907,1,316,BNU1_0025907_1,ptr,ptr,(0.43533452607463397+0j),34.55140114089492,0.1574217036469247,0.8823652293988229
2535,BNU1,0025907,1,316,BNU1_0025907_1,ptr,combat,(0.40285683192927796+0.002332104540923866j),34.79547308478316,0.11789380581109321,0.946072303552027
2536,BNU1,0025907,2,317,BNU1_0025907_2,raw,raw,(0.2313907616615601+0j),16.733806322128572,0.116558225178509,0.6839636707290772
2537,BNU1,0025907,2,317,BNU1_0025907_2,raw,zscore,(0.17247622204046548+0.06572848126806934j),33.45425956210651,0.00949805283668092,0.4919374864174355
2538,BNU1,0025907,2,317,BNU1_0025907_2,raw,ptr,(0.5537530180194647+0j),42.872727272727275,0.11674455909025472,0.4161003906454809
2539,BNU1,0025907,2,317,BNU1_0025907_2,raw,combat,(0.23630208636003855+0.0013281987256208983j),17.80837499553468,0.0932336916191232,0.7354126602705
2540,BNU1,0025907,2,317,BNU1_0025907_2,ptr,raw,(0.43038763002033154+0j),34.51071539496842,0.116558225178509,0.6839636707290772
2541,BNU1,0025907,2,317,BNU1_0025907_2,ptr,zscore,(0.2508858317261875+0.10715434128875685j),-1.4390403780715804,0.004011931935900796,0.5173258905735278
2542,BNU1,0025907,2,317,BNU1_0025907_2,ptr,ptr,(0.42911946400513434+0j),34.39258817828328,0.1000164828001559,0.30577766998192096
2543,BNU1,0025907,2,317,BNU1_0025907_2,ptr,combat,(0.3965121472662832+0.003844025005334503j),34.61142759983612,0.08613769270957566,0.707889877674894
2544,BNU1,0025908,1,318,BNU1_0025908_1,raw,raw,(0.1627347989598958+0j),12.064657311474287,0.9822398751252321,0.9772891850889404
2545,BNU1,0025908,1,318,BNU1_0025908_1,raw,zscore,(0.12464793487747493+0.06628301188014635j),-7.695628182280298,0.8393117632601982,0.980509294922623
2546,BNU1,0025908,1,318,BNU1_0025908_1,raw,ptr,(0.40867056644725647+0j),32.62337662337663,0.9986602134642266,0.9537204206510796
2547,BNU1,0025908,1,318,BNU1_0025908_1,raw,combat,(0.17882629528632607+0.0011018020859173562j),12.91304639870354,0.9664715795802716,0.9875873272404729
2548,BNU1,0025908,1,318,BNU1_0025908_1,ptr,raw,(0.42719742610227973+0j),34.51071539496842,0.9822398751252321,0.9772891850889404
2549,BNU1,0025908,1,318,BNU1_0025908_1,ptr,zscore,(0.18422760306437053+0.09324324979767144j),0.23856056522378546,0.8798450237335822,0.9723371863178362
2550,BNU1,0025908,1,318,BNU1_0025908_1,ptr,ptr,(0.43319150551081187+0j),34.55442515332455,0.9979391561074755,0.9467852617590793
2551,BNU1,0025908,1,318,BNU1_0025908_1,ptr,combat,(0.42288465694100424+0.0028575140523756253j),34.79973837402112,0.96951731410219,0.9832480339396759
2552,BNU1,0025908,2,319,BNU1_0025908_2,raw,raw,(0.17133046625818674+0j),12.128377037,0.8832794207416407,0.9122361419699827
2553,BNU1,0025908,2,319,BNU1_0025908_2,raw,zscore,(0.13067298231840394+0.06730984254804684j),-6.74246370343367,0.43501338548554636,0.9152351568016102
2554,BNU1,0025908,2,319,BNU1_0025908_2,raw,ptr,(0.40967049551680534+0j),32.88802308802309,0.9727563433439925,0.8726297027778057
2555,BNU1,0025908,2,319,BNU1_0025908_2,raw,combat,(0.18191900412315057+0.0006672179892325697j),13.01095840781351,0.8065797957547662,0.940990813014276
2556,BNU1,0025908,2,319,BNU1_0025908_2,ptr,raw,(0.4275775743409614+0j),34.510715394968415,0.8832794207416407,0.9122361419699827
2557,BNU1,0025908,2,319,BNU1_0025908_2,ptr,zscore,(0.1827944715672915+0.09171853050065575j),0.3458560063107348,0.5386028165428817,0.8690310301380036
2558,BNU1,0025908,2,319,BNU1_0025908_2,ptr,ptr,(0.43204570236430523+0j),34.57993089810117,0.9691961346254291,0.8595881813239901
2559,BNU1,0025908,2,319,BNU1_0025908_2,ptr,combat,(0.4164324447528784+0.0018594930278558353j),34.82334361525862,0.8061140173028107,0.9258943927994122
2560,BNU1,0025909,1,320,BNU1_0025909_1,raw,raw,(0.17699931773434321+0j),13.644934362026857,0.918303712835384,0.5394022885242764
2561,BNU1,0025909,1,320,BNU1_0025909_1,raw,zscore,(0.11824569699087077+0.056492154892940225j),6.133952934467431,0.4171505478961901,0.5186824962446653
2562,BNU1,0025909,1,320,BNU1_0025909_1,raw,ptr,(0.4548769148217297+0j),36.35656565656567,0.9602056099001945,0.48453884310021844
2563,BNU1,0025909,1,320,BNU1_0025909_1,raw,combat,(0.19432596610517253+0.001376514747127645j),14.604562756258606,0.8635685640513533,0.6219684683352474
2564,BNU1,0025909,1,320,BNU1_0025909_1,ptr,raw,(0.4279638663517146+0j),34.51071539496842,0.918303712835384,0.5394022885242764
2565,BNU1,0025909,1,320,BNU1_0025909_1,ptr,zscore,(0.2005506001953534+0.09937134822001256j),-0.2235024308562823,0.4092533359804917,0.4479508283447637
2566,BNU1,0025909,1,320,BNU1_0025909_1,ptr,ptr,(0.43349018900915165+0j),34.72796141596606,0.9645447231870108,0.49023998608229935
2567,BNU1,0025909,1,320,BNU1_0025909_1,ptr,combat,(0.4303316851842129+0.00294803637319685j),34.80302757077652,0.8802082405599514,0.5476364667180544
2568,BNU1,0025909,2,321,BNU1_0025909_2,raw,raw,(0.17432029281099604+0j),13.493154804485716,0.9012045522056881,0.32532611047279936
2569,BNU1,0025909,2,321,BNU1_0025909_2,raw,zscore,(0.12390864077233371+0.05993551594403951j),6.2073528878675335,0.49241445016741586,0.2386855380643058
2570,BNU1,0025909,2,321,BNU1_0025909_2,raw,ptr,(0.44963818239767184+0j),36.13275613275615,0.9502248713229555,0.17495985419629256
2571,BNU1,0025909,2,321,BNU1_0025909_2,raw,combat,(0.19516444516712386+0.0014047024566320391j),14.483784803504825,0.8590033577614027,0.39624279453157596
2572,BNU1,0025909,2,321,BNU1_0025909_2,ptr,raw,(0.42679258845087603+0j),34.510715394968415,0.9012045522056881,0.32532611047279936
2573,BNU1,0025909,2,321,BNU1_0025909_2,ptr,zscore,(0.20386631102800504+0.10115984077285141j),0.21484526206613236,0.5063690746220456,0.25687491025145004
2574,BNU1,0025909,2,321,BNU1_0025909_2,ptr,ptr,(0.4307767363553792+0j),34.65932698693301,0.9513620982243143,0.14329724376803188
2575,BNU1,0025909,2,321,BNU1_0025909_2,ptr,combat,(0.4165728966498043+0.0036482171881629974j),34.77969280788864,0.8613121548387326,0.37186844956248855
2576,BNU1,0025910,1,322,BNU1_0025910_1,raw,raw,(0.1672281245409087+0j),12.51019323394857,0.9844431675581183,0.09684072257012816
2577,BNU1,0025910,1,322,BNU1_0025910_1,raw,zscore,(0.12541995311296442+0.06295291886202244j),-2.6745671237368374,0.7073596499062353,0.06717116286422366
2578,BNU1,0025910,1,322,BNU1_0025910_1,raw,ptr,(0.4226676434454258+0j),33.98008658008658,0.9932257046707073,0.024343903871968598
2579,BNU1,0025910,1,322,BNU1_0025910_1,raw,combat,(0.17951447444614296+0.0017502236395018692j),13.387098503305111,0.9685038062178738,0.12451433965619935
2580,BNU1,0025910,1,322,BNU1_0025910_1,ptr,raw,(0.428954232438007+0j),34.51071539496843,0.9844431675581183,0.09684072257012816
2581,BNU1,0025910,1,322,BNU1_0025910_1,ptr,zscore,(0.22397030113145838+0.11075715743451413j),0.20095215224598903,0.8105225805510956,0.03204526679612811
2582,BNU1,0025910,1,322,BNU1_0025910_1,ptr,ptr,(0.431722638808381+0j),34.66007403906654,0.9947290715947157,0.021359991631642806
2583,BNU1,0025910,1,322,BNU1_0025910_1,ptr,combat,(0.4276104408219928+0.0038479685299271276j),34.750811127401334,0.97185918234199,0.10032886521230372
2584,BNU1,0025910,2,323,BNU1_0025910_2,raw,raw,(0.16245641899264612+0j),11.758221778122286,0.9505294466667068,0.21830340341096338
2585,BNU1,0025910,2,323,BNU1_0025910_2,raw,zscore,(0.12930886328440966+0.0696039451737504j),-8.774450945921615,0.27362190773117656,0.13589914351183546
2586,BNU1,0025910,2,323,BNU1_0025910_2,raw,ptr,(0.40060942953681344+0j),32.3007215007215,0.9486657922767171,0.06843016067682038
2587,BNU1,0025910,2,323,BNU1_0025910_2,raw,combat,(0.1699682320183562+0.0017373608287773758j),12.641983670112934,0.8982494703753485,0.2162024245917603
2588,BNU1,0025910,2,323,BNU1_0025910_2,ptr,raw,(0.423973943345265+0j),34.51071539496843,0.9505294466667068,0.21830340341096338
2589,BNU1,0025910,2,323,BNU1_0025910_2,ptr,zscore,(0.22250214300668547+0.11692009857465703j),0.43839226696599276,0.5320860058137765,0.14025203901217315
2590,BNU1,0025910,2,323,BNU1_0025910_2,ptr,ptr,(0.42797933877827515+0j),34.58644083018411,0.9551959791446497,0.08094920485157359
2591,BNU1,0025910,2,323,BNU1_0025910_2,ptr,combat,(0.4057607121943046+0.00385230559286017j),34.72900513202797,0.900422030097541,0.22826408406862525
2592,BNU1,0025911,1,324,BNU1_0025911_1,raw,raw,(0.18303075378798767+0j),13.574008073625714,0.9593539255035151,0.2512024266752926
2593,BNU1,0025911,1,324,BNU1_0025911_1,raw,zscore,(0.13013856213294414+0.06103969029710725j),3.740848430933602,0.7198123739051024,0.15761696439310946
2594,BNU1,0025911,1,324,BNU1_0025911_1,raw,ptr,(0.45038296226128033+0j),35.84040404040404,0.9923828796311195,0.16488585762176694
2595,BNU1,0025911,1,324,BNU1_0025911_1,raw,combat,(0.20072998983002457+0.0015522881873760192j),14.449919309377496,0.9193477162958881,0.27190704899514234
2596,BNU1,0025911,1,324,BNU1_0025911_1,ptr,raw,(0.4293236657088236+0j),34.51071539496842,0.9593539255035151,0.2512024266752926
2597,BNU1,0025911,1,324,BNU1_0025911_1,ptr,zscore,(0.22012807627693565+0.10893090318509109j),-0.5088909648924353,0.7510683541496341,0.12626960891814665
2598,BNU1,0025911,1,324,BNU1_0025911_1,ptr,ptr,(0.4347557952523797+0j),34.573179430503004,0.9966856936675124,0.15949970073130038
2599,BNU1,0025911,1,324,BNU1_0025911_1,ptr,combat,(0.4309704236318282+0.002846901116710961j),34.761075727321824,0.9214711995028642,0.2504442259769424
2600,BNU1,0025911,2,325,BNU1_0025911_2,raw,raw,(0.19158836949298363+0j),14.421659079600003,0.6039165106732576,0.03276113045564871
2601,BNU1,0025911,2,325,BNU1_0025911_2,raw,zscore,(0.13230112353374668+0.06115079909298815j),11.597722727201614,0.3055212046610225,0.0023433841799000367
2602,BNU1,0025911,2,325,BNU1_0025911_2,raw,ptr,(0.47895091018424296+0j),37.85036075036075,0.890544009347032,0.0005249015912391906
2603,BNU1,0025911,2,325,BNU1_0025911_2,raw,combat,(0.21021659371877702+0.0006061438249715997j),15.387944152425861,0.49615267455440204,0.03241410672321328
2604,BNU1,0025911,2,325,BNU1_0025911_2,ptr,raw,(0.4282134368445429+0j),34.51071539496842,0.6039165106732576,0.03276113045564871
2605,BNU1,0025911,2,325,BNU1_0025911_2,ptr,zscore,(0.19847374836453835+0.09615713530889558j),-0.1148668985220251,0.22009520844404046,0.002421786043777096
2606,BNU1,0025911,2,325,BNU1_0025911_2,ptr,ptr,(0.43684123671067393+0j),34.563506462284636,0.8679833140801987,0.0006662818602195103
2607,BNU1,0025911,2,325,BNU1_0025911_2,ptr,combat,(0.4288379296403835+0.001487148971301067j),34.78918403542366,0.4788553347096588,0.03214342599061843
2608,BNU1,0025912,1,326,BNU1_0025912_1,raw,raw,(0.2264284651128234+0j),16.722515652914286,0.001791398838314032,0.7236991145380893
