,Sxfm,Dxfm,Dataset1,Dataset2,Average
2817,raw,combat,UPSM_1,IPCAS_3,0.3490142652362087
2818,raw,combat,UPSM_1,IPCAS_4,0.3490533030030541
2819,raw,combat,UPSM_1,IPCAS_5,0.3490299905379475
2820,raw,combat,UPSM_1,IPCAS_6,0.3490529849390475
2821,raw,combat,UPSM_1,IPCAS_7,0.3490262992862625
2822,raw,combat,UPSM_1,IPCAS_8,0.349083226897407
2823,raw,combat,UPSM_1,JHNU,0.3490358788928339
2824,raw,combat,UPSM_1,MRN_1,0.34900739027119654
2825,raw,combat,UPSM_1,NYU_1,0.349074348788845
2826,raw,combat,UPSM_1,NYU_2,0.34903329687991136
2827,raw,combat,UPSM_1,SWU1,0.349068273226691
2828,raw,combat,UPSM_1,SWU2,0.3490551384551989
2829,raw,combat,UPSM_1,SWU3,0.34904863446095996
2830,raw,combat,UPSM_1,SWU4,0.34902191020374995
2831,raw,combat,UPSM_1,UPSM_1,0.34906845863591024
2832,raw,combat,UPSM_1,UWM,0.3490730735670442
2833,raw,combat,UPSM_1,Utah1,0.34909275426792935
2834,raw,combat,UPSM_1,XHCUMS,0.3490787145053366
2835,raw,combat,UWM,BMB_1,0.3490428011422912
2836,raw,combat,UWM,BNU1,0.3490192596847396
2837,raw,combat,UWM,BNU2,0.3490102194117875
2838,raw,combat,UWM,BNU3,0.34896924370369586
2839,raw,combat,UWM,HNU1,0.34899726371612905
2840,raw,combat,UWM,IACAS_1,0.3490227075401546
2841,raw,combat,UWM,IBATRT,0.34908519033445706
2842,raw,combat,UWM,IPCAS_1,0.3489394760958193
2843,raw,combat,UWM,IPCAS_2,0.3490078383368092
2844,raw,combat,UWM,IPCAS_3,0.34896856312537305
2845,raw,combat,UWM,IPCAS_4,0.34904511544569006
2846,raw,combat,UWM,IPCAS_5,0.3489976855649801
2847,raw,combat,UWM,IPCAS_6,0.34904697967227255
2848,raw,combat,UWM,IPCAS_7,0.3490024520992881
2849,raw,combat,UWM,IPCAS_8,0.34911982723926666
2850,raw,combat,UWM,JHNU,0.34900889884704894
2851,raw,combat,UWM,MRN_1,0.3489579544274247
2852,raw,combat,UWM,NYU_1,0.3490898189735169
2853,raw,combat,UWM,NYU_2,0.349026204742746
2854,raw,combat,UWM,SWU1,0.3490753805234279
2855,raw,combat,UWM,SWU2,0.34905004485818786
2856,raw,combat,UWM,SWU3,0.34903487253433657
2857,raw,combat,UWM,SWU4,0.34901036457156476
2858,raw,combat,UWM,UPSM_1,0.3490730735670442
2859,raw,combat,UWM,UWM,0.34908722602252157
2860,raw,combat,UWM,Utah1,0.349126789642658
2861,raw,combat,UWM,XHCUMS,0.3490884457188328
2862,raw,combat,Utah1,BMB_1,0.3490737784012819
2863,raw,combat,Utah1,BNU1,0.3490528640723699
2864,raw,combat,Utah1,BNU2,0.3490418485578501
2865,raw,combat,Utah1,BNU3,0.3489975225946387
2866,raw,combat,Utah1,HNU1,0.34901369234974566
2867,raw,combat,Utah1,IACAS_1,0.3490692432009536
2868,raw,combat,Utah1,IBATRT,0.3491191888747783
2869,raw,combat,Utah1,IPCAS_1,0.3489725084000819
2870,raw,combat,Utah1,IPCAS_2,0.349050406927376
2871,raw,combat,Utah1,IPCAS_3,0.3490088921321798
2872,raw,combat,Utah1,IPCAS_4,0.3490972341757275
2873,raw,combat,Utah1,IPCAS_5,0.34904099151725865
2874,raw,combat,Utah1,IPCAS_6,0.34908347166605236
2875,raw,combat,Utah1,IPCAS_7,0.349030946191948
2876,raw,combat,Utah1,IPCAS_8,0.3491775793540945
2877,raw,combat,Utah1,JHNU,0.3490539377128277
2878,raw,combat,Utah1,MRN_1,0.34899596784227893
2879,raw,combat,Utah1,NYU_1,0.3491293484758771
2880,raw,combat,Utah1,NYU_2,0.349036931513411
2881,raw,combat,Utah1,SWU1,0.3491061833869939
2882,raw,combat,Utah1,SWU2,0.34909651838940486
2883,raw,combat,Utah1,SWU3,0.3490846154387033
2884,raw,combat,Utah1,SWU4,0.3490225772312929
2885,raw,combat,Utah1,UPSM_1,0.34909275426792935
2886,raw,combat,Utah1,UWM,0.349126789642658
2887,raw,combat,Utah1,Utah1,0.34916532563629743
2888,raw,combat,Utah1,XHCUMS,0.3491078367861494
2889,raw,combat,XHCUMS,BMB_1,0.3490637495772494
2890,raw,combat,XHCUMS,BNU1,0.3490520453715638
2891,raw,combat,XHCUMS,BNU2,0.3490459536310461
2892,raw,combat,XHCUMS,BNU3,0.3490196863372192
2893,raw,combat,XHCUMS,HNU1,0.3490246365320274
2894,raw,combat,XHCUMS,IACAS_1,0.34905940749389697
2895,raw,combat,XHCUMS,IBATRT,0.3490872843440004
2896,raw,combat,XHCUMS,IPCAS_1,0.3490078338908706
2897,raw,combat,XHCUMS,IPCAS_2,0.34905075833948834
2898,raw,combat,XHCUMS,IPCAS_3,0.3490300563865092
2899,raw,combat,XHCUMS,IPCAS_4,0.34907086320247854
2900,raw,combat,XHCUMS,IPCAS_5,0.34904625766784103
2901,raw,combat,XHCUMS,IPCAS_6,0.3490678297955023
2902,raw,combat,XHCUMS,IPCAS_7,0.34903936884549386
2903,raw,combat,XHCUMS,IPCAS_8,0.34910138968798526
2904,raw,combat,XHCUMS,JHNU,0.3490524188476923
2905,raw,combat,XHCUMS,MRN_1,0.34902275373735975
2906,raw,combat,XHCUMS,NYU_1,0.3490897085196422
2907,raw,combat,XHCUMS,NYU_2,0.3490399643975102
2908,raw,combat,XHCUMS,SWU1,0.34908176477149755
2909,raw,combat,XHCUMS,SWU2,0.3490718228736186
2910,raw,combat,XHCUMS,SWU3,0.3490658672210644
2911,raw,combat,XHCUMS,SWU4,0.34902930523074016
2912,raw,combat,XHCUMS,UPSM_1,0.3490787145053366
2913,raw,combat,XHCUMS,UWM,0.3490884457188328
2914,raw,combat,XHCUMS,Utah1,0.3491078367861494
2915,raw,combat,XHCUMS,XHCUMS,0.34908883832494153
2916,ptr,raw,BMB_1,BMB_1,0.4930102199281205
2917,ptr,raw,BMB_1,BNU1,0.49301021992812033
2918,ptr,raw,BMB_1,BNU2,0.4930102199281203
2919,ptr,raw,BMB_1,BNU3,0.4930102199281203
2920,ptr,raw,BMB_1,HNU1,0.49301021992812055
2921,ptr,raw,BMB_1,IACAS_1,0.4930102199281202
2922,ptr,raw,BMB_1,IBATRT,0.4930102199281204
2923,ptr,raw,BMB_1,IPCAS_1,0.4930093477844193
2924,ptr,raw,BMB_1,IPCAS_2,0.4930102199281204
2925,ptr,raw,BMB_1,IPCAS_3,0.4930102199281202
2926,ptr,raw,BMB_1,IPCAS_4,0.4930102199281205
2927,ptr,raw,BMB_1,IPCAS_5,0.491872410029551
2928,ptr,raw,BMB_1,IPCAS_6,0.4930102199281204
2929,ptr,raw,BMB_1,IPCAS_7,0.4930094349987889
2930,ptr,raw,BMB_1,IPCAS_8,0.4930102199281205
2931,ptr,raw,BMB_1,JHNU,0.4930102199281205
2932,ptr,raw,BMB_1,MRN_1,0.49301021992812016
2933,ptr,raw,BMB_1,NYU_1,0.49301021992812033
2934,ptr,raw,BMB_1,NYU_2,0.49294219271962453
2935,ptr,raw,BMB_1,SWU1,0.49301021992812055
2936,ptr,raw,BMB_1,SWU2,0.4930102199281203
2937,ptr,raw,BMB_1,SWU3,0.4930102199281204
2938,ptr,raw,BMB_1,SWU4,0.49290780670354567
2939,ptr,raw,BMB_1,UPSM_1,0.49300963683776006
2940,ptr,raw,BMB_1,UWM,0.49300917335567873
2941,ptr,raw,BMB_1,Utah1,0.4930102199281203
2942,ptr,raw,BMB_1,XHCUMS,0.49301021992812016
2943,ptr,raw,BNU1,BMB_1,0.49301021992812033
2944,ptr,raw,BNU1,BNU1,0.4930102199281205
2945,ptr,raw,BNU1,BNU2,0.49301021992812033
2946,ptr,raw,BNU1,BNU3,0.4930102199281203
2947,ptr,raw,BNU1,HNU1,0.4930102199281203
2948,ptr,raw,BNU1,IACAS_1,0.4930102199281205
2949,ptr,raw,BNU1,IBATRT,0.49301021992812033
2950,ptr,raw,BNU1,IPCAS_1,0.4930092922843653
2951,ptr,raw,BNU1,IPCAS_2,0.49301021992812016
2952,ptr,raw,BNU1,IPCAS_3,0.4930102199281202
2953,ptr,raw,BNU1,IPCAS_4,0.4930102199281203
2954,ptr,raw,BNU1,IPCAS_5,0.49177979759594626
2955,ptr,raw,BNU1,IPCAS_6,0.49301021992812033
2956,ptr,raw,BNU1,IPCAS_7,0.4930093903280143
2957,ptr,raw,BNU1,IPCAS_8,0.49301021992812044
2958,ptr,raw,BNU1,JHNU,0.49301021992812044
2959,ptr,raw,BNU1,MRN_1,0.49301021992812033
2960,ptr,raw,BNU1,NYU_1,0.49301021992812016
2961,ptr,raw,BNU1,NYU_2,0.4929406080591935
2962,ptr,raw,BNU1,SWU1,0.49301021992811983
2963,ptr,raw,BNU1,SWU2,0.49301021992812033
2964,ptr,raw,BNU1,SWU3,0.4930102199281203
2965,ptr,raw,BNU1,SWU4,0.49290512171263967
2966,ptr,raw,BNU1,UPSM_1,0.4930096125423281
2967,ptr,raw,BNU1,UWM,0.4930090924053242
2968,ptr,raw,BNU1,Utah1,0.4930102199281203
2969,ptr,raw,BNU1,XHCUMS,0.49301021992812044
2970,ptr,raw,BNU2,BMB_1,0.4930102199281203
2971,ptr,raw,BNU2,BNU1,0.49301021992812033
2972,ptr,raw,BNU2,BNU2,0.4930102199281205
2973,ptr,raw,BNU2,BNU3,0.49301021992812033
2974,ptr,raw,BNU2,HNU1,0.4930102199281203
2975,ptr,raw,BNU2,IACAS_1,0.49301021992812044
2976,ptr,raw,BNU2,IBATRT,0.4930102199281205
2977,ptr,raw,BNU2,IPCAS_1,0.493009340265939
2978,ptr,raw,BNU2,IPCAS_2,0.4930102199281203
2979,ptr,raw,BNU2,IPCAS_3,0.4930102199281205
2980,ptr,raw,BNU2,IPCAS_4,0.4930102199281206
2981,ptr,raw,BNU2,IPCAS_5,0.49186004253065335
2982,ptr,raw,BNU2,IPCAS_6,0.49301021992812055
2983,ptr,raw,BNU2,IPCAS_7,0.4930094289140657
2984,ptr,raw,BNU2,IPCAS_8,0.4930102199281203
2985,ptr,raw,BNU2,JHNU,0.4930102199281204
2986,ptr,raw,BNU2,MRN_1,0.4930102199281202
2987,ptr,raw,BNU2,NYU_1,0.49301021992812044
2988,ptr,raw,BNU2,NYU_2,0.4929419707711466
2989,ptr,raw,BNU2,SWU1,0.4930102199281202
2990,ptr,raw,BNU2,SWU2,0.4930102199281206
2991,ptr,raw,BNU2,SWU3,0.4930102199281204
2992,ptr,raw,BNU2,SWU4,0.4929074315635288
2993,ptr,raw,BNU2,UPSM_1,0.493009633486666
2994,ptr,raw,BNU2,UWM,0.4930091625103685
2995,ptr,raw,BNU2,Utah1,0.4930102199281203
2996,ptr,raw,BNU2,XHCUMS,0.49301021992812005
2997,ptr,raw,BNU3,BMB_1,0.4930102199281203
2998,ptr,raw,BNU3,BNU1,0.4930102199281203
2999,ptr,raw,BNU3,BNU2,0.49301021992812033
3000,ptr,raw,BNU3,BNU3,0.49301021992812016
3001,ptr,raw,BNU3,HNU1,0.4930102199281203
3002,ptr,raw,BNU3,IACAS_1,0.4930102199281202
3003,ptr,raw,BNU3,IBATRT,0.49301021992812044
3004,ptr,raw,BNU3,IPCAS_1,0.49300942891406563
3005,ptr,raw,BNU3,IPCAS_2,0.4930102199281204
3006,ptr,raw,BNU3,IPCAS_3,0.4930102199281204
3007,ptr,raw,BNU3,IPCAS_4,0.4930102199281202
3008,ptr,raw,BNU3,IPCAS_5,0.4920024454465301
3009,ptr,raw,BNU3,IPCAS_6,0.49301021992812016
3010,ptr,raw,BNU3,IPCAS_7,0.4930095013308456
3011,ptr,raw,BNU3,IPCAS_8,0.4930102199281203
3012,ptr,raw,BNU3,JHNU,0.4930102199281201
3013,ptr,raw,BNU3,MRN_1,0.49301021992812055
3014,ptr,raw,BNU3,NYU_1,0.49301021992812033
3015,ptr,raw,BNU3,NYU_2,0.4929447477321498
3016,ptr,raw,BNU3,SWU1,0.49301021992812033
3017,ptr,raw,BNU3,SWU2,0.49301021992812033
3018,ptr,raw,BNU3,SWU3,0.4930102199281202
3019,ptr,raw,BNU3,SWU4,0.4929121037619196
3020,ptr,raw,BNU3,UPSM_1,0.49300967425532316
3021,ptr,raw,BNU3,UWM,0.4930092880485491
3022,ptr,raw,BNU3,Utah1,0.49301021992812044
3023,ptr,raw,BNU3,XHCUMS,0.4930102199281203
3024,ptr,raw,HNU1,BMB_1,0.49301021992812055
3025,ptr,raw,HNU1,BNU1,0.4930102199281203
3026,ptr,raw,HNU1,BNU2,0.4930102199281203
3027,ptr,raw,HNU1,BNU3,0.4930102199281203
3028,ptr,raw,HNU1,HNU1,0.49301021992812016
3029,ptr,raw,HNU1,IACAS_1,0.49301021992812044
3030,ptr,raw,HNU1,IBATRT,0.49301021992812005
3031,ptr,raw,HNU1,IPCAS_1,0.49300972697733264
3032,ptr,raw,HNU1,IPCAS_2,0.49301021992812055
3033,ptr,raw,HNU1,IPCAS_3,0.4930102199281204
3034,ptr,raw,HNU1,IPCAS_4,0.4930102199281203
3035,ptr,raw,HNU1,IPCAS_5,0.4924319886681911
3036,ptr,raw,HNU1,IPCAS_6,0.4930102199281202
3037,ptr,raw,HNU1,IPCAS_7,0.4930097561062426
3038,ptr,raw,HNU1,IPCAS_8,0.49301021992812005
3039,ptr,raw,HNU1,JHNU,0.49301021992812005
3040,ptr,raw,HNU1,MRN_1,0.49301021992812005
3041,ptr,raw,HNU1,NYU_1,0.4930102199281203
3042,ptr,raw,HNU1,NYU_2,0.49295759510645343
3043,ptr,raw,HNU1,SWU1,0.4930102199281203
3044,ptr,raw,HNU1,SWU2,0.4930102199281201
3045,ptr,raw,HNU1,SWU3,0.49301021992812033
3046,ptr,raw,HNU1,SWU4,0.49293312865467676
3047,ptr,raw,HNU1,UPSM_1,0.4930098348684482
3048,ptr,raw,HNU1,UWM,0.49300967571045073
3049,ptr,raw,HNU1,Utah1,0.49301021992812005
3050,ptr,raw,HNU1,XHCUMS,0.49301021992812033
3051,ptr,raw,IACAS_1,BMB_1,0.4930102199281202
3052,ptr,raw,IACAS_1,BNU1,0.4930102199281205
3053,ptr,raw,IACAS_1,BNU2,0.49301021992812044
3054,ptr,raw,IACAS_1,BNU3,0.4930102199281202
3055,ptr,raw,IACAS_1,HNU1,0.49301021992812044
3056,ptr,raw,IACAS_1,IACAS_1,0.4930102199281203
3057,ptr,raw,IACAS_1,IBATRT,0.4930102199281202
3058,ptr,raw,IACAS_1,IPCAS_1,0.4930090123445342
3059,ptr,raw,IACAS_1,IPCAS_2,0.4930102199281203
3060,ptr,raw,IACAS_1,IPCAS_3,0.4930102199281204
3061,ptr,raw,IACAS_1,IPCAS_4,0.4930102199281202
3062,ptr,raw,IACAS_1,IPCAS_5,0.4912611898361043
3063,ptr,raw,IACAS_1,IPCAS_6,0.49301021992812016
3064,ptr,raw,IACAS_1,IPCAS_7,0.4930091733556788
3065,ptr,raw,IACAS_1,IPCAS_8,0.4930102199281202
3066,ptr,raw,IACAS_1,JHNU,0.49301021992812033
3067,ptr,raw,IACAS_1,MRN_1,0.4930102199281205
3068,ptr,raw,IACAS_1,NYU_1,0.49301021992812033
3069,ptr,raw,IACAS_1,NYU_2,0.4929341531404382
3070,ptr,raw,IACAS_1,SWU1,0.49301021992812016
3071,ptr,raw,IACAS_1,SWU2,0.4930102199281203
3072,ptr,raw,IACAS_1,SWU3,0.4930102199281203
3073,ptr,raw,IACAS_1,SWU4,0.4928940243855392
3074,ptr,raw,IACAS_1,UPSM_1,0.49300950385223896
3075,ptr,raw,IACAS_1,UWM,0.49300865006945815
3076,ptr,raw,IACAS_1,Utah1,0.4930102199281203
3077,ptr,raw,IACAS_1,XHCUMS,0.49301021992812033
3078,ptr,raw,IBATRT,BMB_1,0.4930102199281204
3079,ptr,raw,IBATRT,BNU1,0.49301021992812033
3080,ptr,raw,IBATRT,BNU2,0.4930102199281205
3081,ptr,raw,IBATRT,BNU3,0.49301021992812044
3082,ptr,raw,IBATRT,HNU1,0.49301021992812005
3083,ptr,raw,IBATRT,IACAS_1,0.4930102199281202
3084,ptr,raw,IBATRT,IBATRT,0.4930102199281203
3085,ptr,raw,IBATRT,IPCAS_1,0.49300926627566194
3086,ptr,raw,IBATRT,IPCAS_2,0.4930102199281203
3087,ptr,raw,IBATRT,IPCAS_3,0.49301021992812016
3088,ptr,raw,IBATRT,IPCAS_4,0.4930102199281203
3089,ptr,raw,IBATRT,IPCAS_5,0.49173532449960267
3090,ptr,raw,IBATRT,IPCAS_6,0.4930102199281204
3091,ptr,raw,IBATRT,IPCAS_7,0.49300936958801156
3092,ptr,raw,IBATRT,IPCAS_8,0.4930102199281203
3093,ptr,raw,IBATRT,JHNU,0.4930102199281201
3094,ptr,raw,IBATRT,MRN_1,0.4930102199281204
3095,ptr,raw,IBATRT,NYU_1,0.4930102199281202
3096,ptr,raw,IBATRT,NYU_2,0.4929399060907673
3097,ptr,raw,IBATRT,SWU1,0.4930102199281202
3098,ptr,raw,IBATRT,SWU2,0.49301021992812044
3099,ptr,raw,IBATRT,SWU3,0.4930102199281203
3100,ptr,raw,IBATRT,SWU4,0.49290392741473615
3101,ptr,raw,IBATRT,UPSM_1,0.4930096014989504
3102,ptr,raw,IBATRT,UWM,0.49300905374739973
3103,ptr,raw,IBATRT,Utah1,0.4930102199281205
3104,ptr,raw,IBATRT,XHCUMS,0.49301021992812005
3105,ptr,raw,IPCAS_1,BMB_1,0.4930093477844193
3106,ptr,raw,IPCAS_1,BNU1,0.4930092922843653
3107,ptr,raw,IPCAS_1,BNU2,0.493009340265939
3108,ptr,raw,IPCAS_1,BNU3,0.49300942891406563
3109,ptr,raw,IPCAS_1,HNU1,0.49300972697733264
3110,ptr,raw,IPCAS_1,IACAS_1,0.4930090123445342
3111,ptr,raw,IPCAS_1,IBATRT,0.49300926627566194
3112,ptr,raw,IPCAS_1,IPCAS_1,0.49300842973841796
3113,ptr,raw,IPCAS_1,IPCAS_2,0.4930090986005047
3114,ptr,raw,IPCAS_1,IPCAS_3,0.49300915700298437
3115,ptr,raw,IPCAS_1,IPCAS_4,0.4930088947227561
3116,ptr,raw,IPCAS_1,IPCAS_5,0.49183334924612016
3117,ptr,raw,IPCAS_1,IPCAS_6,0.49300921952799265
3118,ptr,raw,IPCAS_1,IPCAS_7,0.49300861298618276
3119,ptr,raw,IPCAS_1,IPCAS_8,0.49300876220221984
3120,ptr,raw,IPCAS_1,JHNU,0.49300904704521165
3121,ptr,raw,IPCAS_1,MRN_1,0.4930092096230407
3122,ptr,raw,IPCAS_1,NYU_1,0.4930091401311571
3123,ptr,raw,IPCAS_1,NYU_2,0.49294118739141896
3124,ptr,raw,IPCAS_1,SWU1,0.49300934404131314
3125,ptr,raw,IPCAS_1,SWU2,0.4930090051565365
3126,ptr,raw,IPCAS_1,SWU3,0.4930089444179572
3127,ptr,raw,IPCAS_1,SWU4,0.4929062964434471
3128,ptr,raw,IPCAS_1,UPSM_1,0.49300903340703844
3129,ptr,raw,IPCAS_1,UWM,0.49300806033419325
3130,ptr,raw,IPCAS_1,Utah1,0.49300915143793117
3131,ptr,raw,IPCAS_1,XHCUMS,0.49300963179663304
3132,ptr,raw,IPCAS_2,BMB_1,0.4930102199281204
3133,ptr,raw,IPCAS_2,BNU1,0.49301021992812016
3134,ptr,raw,IPCAS_2,BNU2,0.4930102199281203
3135,ptr,raw,IPCAS_2,BNU3,0.4930102199281204
3136,ptr,raw,IPCAS_2,HNU1,0.49301021992812055
3137,ptr,raw,IPCAS_2,IACAS_1,0.4930102199281203
3138,ptr,raw,IPCAS_2,IBATRT,0.4930102199281203
3139,ptr,raw,IPCAS_2,IPCAS_1,0.4930090986005047
3140,ptr,raw,IPCAS_2,IPCAS_2,0.4930102199281204
3141,ptr,raw,IPCAS_2,IPCAS_3,0.4930102199281205
3142,ptr,raw,IPCAS_2,IPCAS_4,0.4930102199281204
3143,ptr,raw,IPCAS_2,IPCAS_5,0.49143087185995676
3144,ptr,raw,IPCAS_2,IPCAS_6,0.49301021992812055
3145,ptr,raw,IPCAS_2,IPCAS_7,0.4930092387664564
3146,ptr,raw,IPCAS_2,IPCAS_8,0.4930102199281205
3147,ptr,raw,IPCAS_2,JHNU,0.4930102199281204
3148,ptr,raw,IPCAS_2,MRN_1,0.49301021992812044
3149,ptr,raw,IPCAS_2,NYU_1,0.4930102199281205
3150,ptr,raw,IPCAS_2,NYU_2,0.4929359095671517
3151,ptr,raw,IPCAS_2,SWU1,0.49301021992812033
3152,ptr,raw,IPCAS_2,SWU2,0.49301021992812044
3153,ptr,raw,IPCAS_2,SWU3,0.49301021992812033
3154,ptr,raw,IPCAS_2,SWU4,0.49289706983322795
3155,ptr,raw,IPCAS_2,UPSM_1,0.4930095350904491
3156,ptr,raw,IPCAS_2,UWM,0.49300879278388215
3157,ptr,raw,IPCAS_2,Utah1,0.49301021992812044
3158,ptr,raw,IPCAS_2,XHCUMS,0.49301021992812066
3159,ptr,raw,IPCAS_3,BMB_1,0.4930102199281202
3160,ptr,raw,IPCAS_3,BNU1,0.4930102199281202
3161,ptr,raw,IPCAS_3,BNU2,0.4930102199281205
3162,ptr,raw,IPCAS_3,BNU3,0.4930102199281204
3163,ptr,raw,IPCAS_3,HNU1,0.4930102199281204
3164,ptr,raw,IPCAS_3,IACAS_1,0.4930102199281204
3165,ptr,raw,IPCAS_3,IBATRT,0.49301021992812016
3166,ptr,raw,IPCAS_3,IPCAS_1,0.49300915700298437
3167,ptr,raw,IPCAS_3,IPCAS_2,0.4930102199281205
3168,ptr,raw,IPCAS_3,IPCAS_3,0.4930102199281202
3169,ptr,raw,IPCAS_3,IPCAS_4,0.49301021992812016
3170,ptr,raw,IPCAS_3,IPCAS_5,0.4915405488091344
3171,ptr,raw,IPCAS_3,IPCAS_6,0.4930102199281203
3172,ptr,raw,IPCAS_3,IPCAS_7,0.4930092837738723
3173,ptr,raw,IPCAS_3,IPCAS_8,0.4930102199281202
3174,ptr,raw,IPCAS_3,JHNU,0.4930102199281201
3175,ptr,raw,IPCAS_3,MRN_1,0.49301021992812033
3176,ptr,raw,IPCAS_3,NYU_1,0.49301021992812016
3177,ptr,raw,IPCAS_3,NYU_2,0.4929372064320903
3178,ptr,raw,IPCAS_3,SWU1,0.4930102199281204
3179,ptr,raw,IPCAS_3,SWU2,0.4930102199281203
3180,ptr,raw,IPCAS_3,SWU3,0.49301021992812044
3181,ptr,raw,IPCAS_3,SWU4,0.4928993060011108
3182,ptr,raw,IPCAS_3,UPSM_1,0.493009557325438
3183,ptr,raw,IPCAS_3,UWM,0.49300888606128335
3184,ptr,raw,IPCAS_3,Utah1,0.4930102199281201
3185,ptr,raw,IPCAS_3,XHCUMS,0.4930102199281204
3186,ptr,raw,IPCAS_4,BMB_1,0.4930102199281205
3187,ptr,raw,IPCAS_4,BNU1,0.4930102199281203
3188,ptr,raw,IPCAS_4,BNU2,0.4930102199281206
3189,ptr,raw,IPCAS_4,BNU3,0.4930102199281202
3190,ptr,raw,IPCAS_4,HNU1,0.4930102199281203
3191,ptr,raw,IPCAS_4,IACAS_1,0.4930102199281202
3192,ptr,raw,IPCAS_4,IBATRT,0.4930102199281203
3193,ptr,raw,IPCAS_4,IPCAS_1,0.4930088947227561
3194,ptr,raw,IPCAS_4,IPCAS_2,0.4930102199281204
3195,ptr,raw,IPCAS_4,IPCAS_3,0.49301021992812016
3196,ptr,raw,IPCAS_4,IPCAS_4,0.49301021992812016
3197,ptr,raw,IPCAS_4,IPCAS_5,0.4910136855778
3198,ptr,raw,IPCAS_4,IPCAS_6,0.49301021992812033
3199,ptr,raw,IPCAS_4,IPCAS_7,0.4930090861413087
3200,ptr,raw,IPCAS_4,IPCAS_8,0.4930102199281203
3201,ptr,raw,IPCAS_4,JHNU,0.4930102199281203
3202,ptr,raw,IPCAS_4,MRN_1,0.4930102199281202
3203,ptr,raw,IPCAS_4,NYU_1,0.4930102199281202
3204,ptr,raw,IPCAS_4,NYU_2,0.4929320204267654
3205,ptr,raw,IPCAS_4,SWU1,0.4930102199281201
3206,ptr,raw,IPCAS_4,SWU2,0.49301021992812044
3207,ptr,raw,IPCAS_4,SWU3,0.4930102199281201
3208,ptr,raw,IPCAS_4,SWU4,0.4928903001694306
3209,ptr,raw,IPCAS_4,UPSM_1,0.49300946407024543
3210,ptr,raw,IPCAS_4,UWM,0.4930084453052848
3211,ptr,raw,IPCAS_4,Utah1,0.49301021992812016
3212,ptr,raw,IPCAS_4,XHCUMS,0.49301021992812044
3213,ptr,raw,IPCAS_5,BMB_1,0.491872410029551
3214,ptr,raw,IPCAS_5,BNU1,0.49177979759594626
3215,ptr,raw,IPCAS_5,BNU2,0.49186004253065335
3216,ptr,raw,IPCAS_5,BNU3,0.4920024454465301
3217,ptr,raw,IPCAS_5,HNU1,0.4924319886681911
3218,ptr,raw,IPCAS_5,IACAS_1,0.4912611898361043
3219,ptr,raw,IPCAS_5,IBATRT,0.49173532449960267
3220,ptr,raw,IPCAS_5,IPCAS_1,0.49183334924612016
3221,ptr,raw,IPCAS_5,IPCAS_2,0.49143087185995676
3222,ptr,raw,IPCAS_5,IPCAS_3,0.4915405488091344
3223,ptr,raw,IPCAS_5,IPCAS_4,0.4910136855778
3224,ptr,raw,IPCAS_5,IPCAS_5,0.4898036647594241
3225,ptr,raw,IPCAS_5,IPCAS_6,0.49165360043367173
3226,ptr,raw,IPCAS_5,IPCAS_7,0.49198188632248907
3227,ptr,raw,IPCAS_5,IPCAS_8,0.49070986513318604
3228,ptr,raw,IPCAS_5,JHNU,0.4913305957921366
3229,ptr,raw,IPCAS_5,MRN_1,0.4916359819986788
3230,ptr,raw,IPCAS_5,NYU_1,0.4915092792108583
3231,ptr,raw,IPCAS_5,NYU_2,0.4925584028615267
3232,ptr,raw,IPCAS_5,SWU1,0.4918662597057745
3233,ptr,raw,IPCAS_5,SWU2,0.49124661458533736
3234,ptr,raw,IPCAS_5,SWU3,0.49112064277513867
3235,ptr,raw,IPCAS_5,SWU4,0.4924682055795357
3236,ptr,raw,IPCAS_5,UPSM_1,0.49229455532420135
3237,ptr,raw,IPCAS_5,UWM,0.4915078318234391
3238,ptr,raw,IPCAS_5,Utah1,0.4915302713887221
3239,ptr,raw,IPCAS_5,XHCUMS,0.49230241845275613
3240,ptr,raw,IPCAS_6,BMB_1,0.4930102199281204
3241,ptr,raw,IPCAS_6,BNU1,0.49301021992812033
3242,ptr,raw,IPCAS_6,BNU2,0.49301021992812055
3243,ptr,raw,IPCAS_6,BNU3,0.49301021992812016
3244,ptr,raw,IPCAS_6,HNU1,0.4930102199281202
3245,ptr,raw,IPCAS_6,IACAS_1,0.49301021992812016
3246,ptr,raw,IPCAS_6,IBATRT,0.4930102199281204
3247,ptr,raw,IPCAS_6,IPCAS_1,0.49300921952799265
3248,ptr,raw,IPCAS_6,IPCAS_2,0.49301021992812055
3249,ptr,raw,IPCAS_6,IPCAS_3,0.4930102199281203
3250,ptr,raw,IPCAS_6,IPCAS_4,0.49301021992812033
3251,ptr,raw,IPCAS_6,IPCAS_5,0.49165360043367173
3252,ptr,raw,IPCAS_6,IPCAS_6,0.4930102199281203
3253,ptr,raw,IPCAS_6,IPCAS_7,0.49300933261670266
3254,ptr,raw,IPCAS_6,IPCAS_8,0.49301021992812055
3255,ptr,raw,IPCAS_6,JHNU,0.4930102199281204
3256,ptr,raw,IPCAS_6,MRN_1,0.49301021992812044
3257,ptr,raw,IPCAS_6,NYU_1,0.4930102199281204
3258,ptr,raw,IPCAS_6,NYU_2,0.4929387041448299
3259,ptr,raw,IPCAS_6,SWU1,0.4930102199281202
3260,ptr,raw,IPCAS_6,SWU2,0.4930102199281205
