,Sxfm,Dxfm,Dataset1,Dataset2,Average
1085,raw,zscore,IPCAS_7,IACAS_1,-2.260648787766305e-18
1086,raw,zscore,IPCAS_7,IBATRT,3.770226761176042e-18
1087,raw,zscore,IPCAS_7,IPCAS_1,-3.105698603997224e-18
1088,raw,zscore,IPCAS_7,IPCAS_2,3.3463551134698594e-19
1089,raw,zscore,IPCAS_7,IPCAS_3,1.6283548185178105e-17
1090,raw,zscore,IPCAS_7,IPCAS_4,8.378281691502316e-18
1091,raw,zscore,IPCAS_7,IPCAS_5,6.307175463057755e-18
1092,raw,zscore,IPCAS_7,IPCAS_6,-1.967074831917935e-18
1093,raw,zscore,IPCAS_7,IPCAS_7,3.645933571247161e-18
1094,raw,zscore,IPCAS_7,IPCAS_8,5.590697699612295e-18
1095,raw,zscore,IPCAS_7,JHNU,1.0672641908559872e-17
1096,raw,zscore,IPCAS_7,MRN_1,1.0176050637452204e-18
1097,raw,zscore,IPCAS_7,NYU_1,3.884884820102684e-18
1098,raw,zscore,IPCAS_7,NYU_2,1.023053657787321e-18
1099,raw,zscore,IPCAS_7,SWU1,-7.166454194097615e-19
1100,raw,zscore,IPCAS_7,SWU2,5.090254608169874e-18
1101,raw,zscore,IPCAS_7,SWU3,-1.9958189637325615e-18
1102,raw,zscore,IPCAS_7,SWU4,3.349497230947296e-18
1103,raw,zscore,IPCAS_7,UPSM_1,9.656797026546535e-18
1104,raw,zscore,IPCAS_7,UWM,1.305752953423402e-17
1105,raw,zscore,IPCAS_7,Utah1,-5.987456891197684e-18
1106,raw,zscore,IPCAS_7,XHCUMS,1.0107846544707887e-19
1107,raw,zscore,IPCAS_8,BMB_1,9.216992714360819e-18
1108,raw,zscore,IPCAS_8,BNU1,0.0
1109,raw,zscore,IPCAS_8,BNU2,-6.4448320703863966e-18
1110,raw,zscore,IPCAS_8,BNU3,0.0
1111,raw,zscore,IPCAS_8,HNU1,1.1387187952584553e-18
1112,raw,zscore,IPCAS_8,IACAS_1,5.728739618121241e-18
1113,raw,zscore,IPCAS_8,IBATRT,-7.365522366155882e-19
1114,raw,zscore,IPCAS_8,IPCAS_1,-6.628970129540293e-19
1115,raw,zscore,IPCAS_8,IPCAS_2,5.9237605412913256e-18
1116,raw,zscore,IPCAS_8,IPCAS_3,1.9631949999023176e-17
1117,raw,zscore,IPCAS_8,IPCAS_4,7.733798484463675e-18
1118,raw,zscore,IPCAS_8,IPCAS_5,1.494220305014585e-17
1119,raw,zscore,IPCAS_8,IPCAS_6,1.7001022530502046e-18
1120,raw,zscore,IPCAS_8,IPCAS_7,5.590697699612295e-18
1121,raw,zscore,IPCAS_8,IPCAS_8,1.42777818174714e-17
1122,raw,zscore,IPCAS_8,JHNU,1.5107885411510437e-17
1123,raw,zscore,IPCAS_8,MRN_1,1.1804218739444558e-17
1124,raw,zscore,IPCAS_8,NYU_1,1.837734293337903e-18
1125,raw,zscore,IPCAS_8,NYU_2,2.493816018022836e-18
1126,raw,zscore,IPCAS_8,SWU1,-4.4802694668617154e-18
1127,raw,zscore,IPCAS_8,SWU2,4.640279090678205e-18
1128,raw,zscore,IPCAS_8,SWU3,3.061295233433538e-18
1129,raw,zscore,IPCAS_8,SWU4,3.2706812973943296e-18
1130,raw,zscore,IPCAS_8,UPSM_1,2.3563917257350263e-18
1131,raw,zscore,IPCAS_8,UWM,3.124148298674435e-17
1132,raw,zscore,IPCAS_8,Utah1,-1.711947625687105e-17
1133,raw,zscore,IPCAS_8,XHCUMS,-7.166454194097615e-19
1134,raw,zscore,JHNU,BMB_1,1.3405250706403705e-17
1135,raw,zscore,JHNU,BNU1,8.386046549418443e-19
1136,raw,zscore,JHNU,BNU2,-2.6068983655495536e-18
1137,raw,zscore,JHNU,BNU3,7.421034575165511e-18
1138,raw,zscore,JHNU,HNU1,5.929245504755485e-18
1139,raw,zscore,JHNU,IACAS_1,8.070050592483836e-18
1140,raw,zscore,JHNU,IBATRT,8.12048840868686e-18
1141,raw,zscore,JHNU,IPCAS_1,8.233828558890207e-18
1142,raw,zscore,JHNU,IPCAS_2,2.1751308237554086e-18
1143,raw,zscore,JHNU,IPCAS_3,2.4210151777451507e-17
1144,raw,zscore,JHNU,IPCAS_4,1.670500472644154e-17
1145,raw,zscore,JHNU,IPCAS_5,1.6572425323850733e-17
1146,raw,zscore,JHNU,IPCAS_6,4.640279090678205e-18
1147,raw,zscore,JHNU,IPCAS_7,1.0672641908559872e-17
1148,raw,zscore,JHNU,IPCAS_8,1.5107885411510437e-17
1149,raw,zscore,JHNU,JHNU,3.09351939378547e-17
1150,raw,zscore,JHNU,MRN_1,1.0660100613720202e-17
1151,raw,zscore,JHNU,NYU_1,7.561936295920038e-18
1152,raw,zscore,JHNU,NYU_2,3.678779819636775e-18
1153,raw,zscore,JHNU,SWU1,9.397213242295248e-19
1154,raw,zscore,JHNU,SWU2,1.689224405817066e-17
1155,raw,zscore,JHNU,SWU3,1.1819578815878448e-17
1156,raw,zscore,JHNU,SWU4,5.7052611770633675e-18
1157,raw,zscore,JHNU,UPSM_1,4.160250219228736e-18
1158,raw,zscore,JHNU,UWM,2.95602964295056e-17
1159,raw,zscore,JHNU,Utah1,-7.451543065322666e-18
1160,raw,zscore,JHNU,XHCUMS,3.959282500578674e-18
1161,raw,zscore,MRN_1,BMB_1,6.246529545143738e-18
1162,raw,zscore,MRN_1,BNU1,-6.1292346236406705e-19
1163,raw,zscore,MRN_1,BNU2,-9.686019461124409e-18
1164,raw,zscore,MRN_1,BNU3,-4.000240595412246e-18
1165,raw,zscore,MRN_1,HNU1,2.1676561473851154e-18
1166,raw,zscore,MRN_1,IACAS_1,0.0
1167,raw,zscore,MRN_1,IBATRT,-8.391994100162712e-18
1168,raw,zscore,MRN_1,IPCAS_1,-3.2160350133413303e-18
1169,raw,zscore,MRN_1,IPCAS_2,-1.784722727183925e-18
1170,raw,zscore,MRN_1,IPCAS_3,7.128139567005677e-18
1171,raw,zscore,MRN_1,IPCAS_4,1.4500872158369392e-18
1172,raw,zscore,MRN_1,IPCAS_5,1.6572425323850734e-18
1173,raw,zscore,MRN_1,IPCAS_6,-1.5641390193297321e-18
1174,raw,zscore,MRN_1,IPCAS_7,1.0176050637452204e-18
1175,raw,zscore,MRN_1,IPCAS_8,1.1804218739444558e-17
1176,raw,zscore,MRN_1,JHNU,1.0660100613720202e-17
1177,raw,zscore,MRN_1,MRN_1,4.218435536980186e-18
1178,raw,zscore,MRN_1,NYU_1,-1.992757891702297e-18
1179,raw,zscore,MRN_1,NYU_2,1.4326762201064784e-18
1180,raw,zscore,MRN_1,SWU1,-5.380033728322557e-18
1181,raw,zscore,MRN_1,SWU2,7.515945006028079e-18
1182,raw,zscore,MRN_1,SWU3,-5.367487007874043e-18
1183,raw,zscore,MRN_1,SWU4,3.5971155741691515e-18
1184,raw,zscore,MRN_1,UPSM_1,-2.918414522439123e-19
1185,raw,zscore,MRN_1,UWM,1.85041804229499e-17
1186,raw,zscore,MRN_1,Utah1,-1.0686703360349807e-17
1187,raw,zscore,MRN_1,XHCUMS,-3.767516317781954e-18
1188,raw,zscore,NYU_1,BMB_1,8.09074302990046e-18
1189,raw,zscore,NYU_1,BNU1,-1.67601240637065e-17
1190,raw,zscore,NYU_1,BNU2,-4.087292463291683e-18
1191,raw,zscore,NYU_1,BNU3,-4.2376977997061235e-18
1192,raw,zscore,NYU_1,HNU1,-4.0834455997968205e-18
1193,raw,zscore,NYU_1,IACAS_1,-8.923613635919625e-19
1194,raw,zscore,NYU_1,IBATRT,-4.5076996880874e-18
1195,raw,zscore,NYU_1,IPCAS_1,-9.206902957694851e-19
1196,raw,zscore,NYU_1,IPCAS_2,-3.244950413061682e-18
1197,raw,zscore,NYU_1,IPCAS_3,8.188727807079186e-18
1198,raw,zscore,NYU_1,IPCAS_4,3.8332740314298214e-18
1199,raw,zscore,NYU_1,IPCAS_5,4.278271502043735e-18
1200,raw,zscore,NYU_1,IPCAS_6,-7.030725894966978e-18
1201,raw,zscore,NYU_1,IPCAS_7,3.884884820102684e-18
1202,raw,zscore,NYU_1,IPCAS_8,1.837734293337903e-18
1203,raw,zscore,NYU_1,JHNU,7.561936295920038e-18
1204,raw,zscore,NYU_1,MRN_1,-1.992757891702297e-18
1205,raw,zscore,NYU_1,NYU_1,-1.856111636271282e-18
1206,raw,zscore,NYU_1,NYU_2,3.0935193937854703e-18
1207,raw,zscore,NYU_1,SWU1,-2.7058328460462473e-18
1208,raw,zscore,NYU_1,SWU2,8.430739626958949e-19
1209,raw,zscore,NYU_1,SWU3,7.478135724646694e-18
1210,raw,zscore,NYU_1,SWU4,4.612603469859051e-18
1211,raw,zscore,NYU_1,UPSM_1,7.607014902751156e-19
1212,raw,zscore,NYU_1,UWM,2.4129451271526668e-17
1213,raw,zscore,NYU_1,Utah1,-1.0990134688448382e-17
1214,raw,zscore,NYU_1,XHCUMS,-6.026336481400266e-19
1215,raw,zscore,NYU_2,BMB_1,3.168971086316823e-18
1216,raw,zscore,NYU_2,BNU1,5.501162815487889e-19
1217,raw,zscore,NYU_2,BNU2,-2.240656787668432e-17
1218,raw,zscore,NYU_2,BNU3,1.4523565229039767e-19
1219,raw,zscore,NYU_2,HNU1,3.210255974683035e-18
1220,raw,zscore,NYU_2,IACAS_1,1.6873742147920747e-18
1221,raw,zscore,NYU_2,IBATRT,-1.684538291742004e-17
1222,raw,zscore,NYU_2,IPCAS_1,2.2191810922167934e-18
1223,raw,zscore,NYU_2,IPCAS_2,-2.3901970449319353e-18
1224,raw,zscore,NYU_2,IPCAS_3,1.0689648167007384e-17
1225,raw,zscore,NYU_2,IPCAS_4,-1.2130589410239666e-17
1226,raw,zscore,NYU_2,IPCAS_5,2.8122903579867913e-18
1227,raw,zscore,NYU_2,IPCAS_6,2.3796303029119003e-19
1228,raw,zscore,NYU_2,IPCAS_7,1.023053657787321e-18
1229,raw,zscore,NYU_2,IPCAS_8,2.493816018022836e-18
1230,raw,zscore,NYU_2,JHNU,3.678779819636775e-18
1231,raw,zscore,NYU_2,MRN_1,1.4326762201064784e-18
1232,raw,zscore,NYU_2,NYU_1,3.0935193937854703e-18
1233,raw,zscore,NYU_2,NYU_2,2.8327966418471114e-18
1234,raw,zscore,NYU_2,SWU1,-1.0315929900286239e-17
1235,raw,zscore,NYU_2,SWU2,3.845768645279751e-18
1236,raw,zscore,NYU_2,SWU3,-1.0721532094912675e-18
1237,raw,zscore,NYU_2,SWU4,-6.160121314514234e-18
1238,raw,zscore,NYU_2,UPSM_1,-7.680461943191512e-19
1239,raw,zscore,NYU_2,UWM,1.514196334852888e-17
1240,raw,zscore,NYU_2,Utah1,-1.260460426073647e-17
1241,raw,zscore,NYU_2,XHCUMS,-5.800348863347757e-18
1242,raw,zscore,SWU1,BMB_1,2.7181551158784465e-18
1243,raw,zscore,SWU1,BNU1,-7.733798484463675e-18
1244,raw,zscore,SWU1,BNU2,-1.468442750214622e-17
1245,raw,zscore,SWU1,BNU3,-1.693790086331208e-17
1246,raw,zscore,SWU1,HNU1,-4.651353742445934e-18
1247,raw,zscore,SWU1,IACAS_1,-2.56265413143597e-18
1248,raw,zscore,SWU1,IBATRT,-5.297122249632654e-19
1249,raw,zscore,SWU1,IPCAS_1,-2.0164302915500787e-18
1250,raw,zscore,SWU1,IPCAS_2,-1.0359981392289575e-17
1251,raw,zscore,SWU1,IPCAS_3,-4.710943239267213e-18
1252,raw,zscore,SWU1,IPCAS_4,-2.6995334332561886e-18
1253,raw,zscore,SWU1,IPCAS_5,-1.504955380760499e-18
1254,raw,zscore,SWU1,IPCAS_6,-6.3103077646109866e-18
1255,raw,zscore,SWU1,IPCAS_7,-7.166454194097615e-19
1256,raw,zscore,SWU1,IPCAS_8,-4.4802694668617154e-18
1257,raw,zscore,SWU1,JHNU,9.397213242295248e-19
1258,raw,zscore,SWU1,MRN_1,-5.380033728322557e-18
1259,raw,zscore,SWU1,NYU_1,-2.7058328460462473e-18
1260,raw,zscore,SWU1,NYU_2,-1.0315929900286239e-17
1261,raw,zscore,SWU1,SWU1,-8.091242952233005e-18
1262,raw,zscore,SWU1,SWU2,-2.4475460521640823e-18
1263,raw,zscore,SWU1,SWU3,-1.1530390467745843e-17
1264,raw,zscore,SWU1,SWU4,-7.33791848891526e-18
1265,raw,zscore,SWU1,UPSM_1,-1.595511435190214e-18
1266,raw,zscore,SWU1,UWM,1.4949352740587e-19
1267,raw,zscore,SWU1,Utah1,-1.1778259426593914e-17
1268,raw,zscore,SWU1,XHCUMS,-5.273044421225233e-19
1269,raw,zscore,SWU2,BMB_1,7.592123296709492e-18
1270,raw,zscore,SWU2,BNU1,-1.0150610510858574e-17
1271,raw,zscore,SWU2,BNU2,-8.902861046068649e-18
1272,raw,zscore,SWU2,BNU3,4.159846154522129e-18
1273,raw,zscore,SWU2,HNU1,2.1300716164836396e-18
1274,raw,zscore,SWU2,IACAS_1,7.157311212112598e-18
1275,raw,zscore,SWU2,IBATRT,-8.851181707056641e-19
1276,raw,zscore,SWU2,IPCAS_1,-4.557416964058951e-18
1277,raw,zscore,SWU2,IPCAS_2,-3.993682823944357e-18
1278,raw,zscore,SWU2,IPCAS_3,2.249832286389433e-17
1279,raw,zscore,SWU2,IPCAS_4,1.3081637862018345e-17
1280,raw,zscore,SWU2,IPCAS_5,6.477056230738328e-18
1281,raw,zscore,SWU2,IPCAS_6,-1.933449621115919e-18
1282,raw,zscore,SWU2,IPCAS_7,5.090254608169874e-18
1283,raw,zscore,SWU2,IPCAS_8,4.640279090678205e-18
1284,raw,zscore,SWU2,JHNU,1.689224405817066e-17
1285,raw,zscore,SWU2,MRN_1,7.515945006028079e-18
1286,raw,zscore,SWU2,NYU_1,8.430739626958949e-19
1287,raw,zscore,SWU2,NYU_2,3.845768645279751e-18
1288,raw,zscore,SWU2,SWU1,-2.4475460521640823e-18
1289,raw,zscore,SWU2,SWU2,-2.1482773567954654e-18
1290,raw,zscore,SWU2,SWU3,-2.668160477139968e-18
1291,raw,zscore,SWU2,SWU4,1.3477989060061176e-18
1292,raw,zscore,SWU2,UPSM_1,-8.986455985468355e-19
1293,raw,zscore,SWU2,UWM,2.3864613637378463e-17
1294,raw,zscore,SWU2,Utah1,-8.634107086662691e-18
1295,raw,zscore,SWU2,XHCUMS,-3.274064515199779e-18
1296,raw,zscore,SWU3,BMB_1,7.267907009495985e-18
1297,raw,zscore,SWU3,BNU1,-9.769008611954116e-18
1298,raw,zscore,SWU3,BNU2,-1.506675985235454e-17
1299,raw,zscore,SWU3,BNU3,-3.907603444781647e-18
1300,raw,zscore,SWU3,HNU1,-6.705605622367349e-18
1301,raw,zscore,SWU3,IACAS_1,-7.09250578835097e-18
1302,raw,zscore,SWU3,IBATRT,-9.534820049338777e-18
1303,raw,zscore,SWU3,IPCAS_1,-3.407704957216807e-18
1304,raw,zscore,SWU3,IPCAS_2,-4.47746228047897e-18
1305,raw,zscore,SWU3,IPCAS_3,1.103937364314573e-17
1306,raw,zscore,SWU3,IPCAS_4,-5.395673361253727e-19
1307,raw,zscore,SWU3,IPCAS_5,3.314485064770147e-18
1308,raw,zscore,SWU3,IPCAS_6,1.1941894718657146e-18
1309,raw,zscore,SWU3,IPCAS_7,-1.9958189637325615e-18
1310,raw,zscore,SWU3,IPCAS_8,3.061295233433538e-18
1311,raw,zscore,SWU3,JHNU,1.1819578815878448e-17
1312,raw,zscore,SWU3,MRN_1,-5.367487007874043e-18
1313,raw,zscore,SWU3,NYU_1,7.478135724646694e-18
1314,raw,zscore,SWU3,NYU_2,-1.0721532094912675e-18
1315,raw,zscore,SWU3,SWU1,-1.1530390467745843e-17
1316,raw,zscore,SWU3,SWU2,-2.668160477139968e-18
1317,raw,zscore,SWU3,SWU3,-4.035025296241918e-18
1318,raw,zscore,SWU3,SWU4,3.915847333905659e-18
1319,raw,zscore,SWU3,UPSM_1,-5.085813133804917e-18
1320,raw,zscore,SWU3,UWM,1.6298500938332538e-17
1321,raw,zscore,SWU3,Utah1,-1.8862923132838233e-17
1322,raw,zscore,SWU3,XHCUMS,-3.4926831865319825e-18
1323,raw,zscore,SWU4,BMB_1,3.725771532661333e-18
1324,raw,zscore,SWU4,BNU1,-1.6781908228225252e-18
1325,raw,zscore,SWU4,BNU2,-4.249339826628393e-18
1326,raw,zscore,SWU4,BNU3,3.56944545436785e-18
1327,raw,zscore,SWU4,HNU1,2.1671633115804804e-18
1328,raw,zscore,SWU4,IACAS_1,4.035025296241918e-18
1329,raw,zscore,SWU4,IBATRT,-1.7576814737417445e-18
1330,raw,zscore,SWU4,IPCAS_1,3.767016235974927e-18
1331,raw,zscore,SWU4,IPCAS_2,6.548780974747467e-18
1332,raw,zscore,SWU4,IPCAS_3,5.50230722214807e-18
1333,raw,zscore,SWU4,IPCAS_4,5.94907575727975e-18
1334,raw,zscore,SWU4,IPCAS_5,4.039109329942567e-18
1335,raw,zscore,SWU4,IPCAS_6,2.2395169356555046e-18
1336,raw,zscore,SWU4,IPCAS_7,3.349497230947296e-18
1337,raw,zscore,SWU4,IPCAS_8,3.2706812973943296e-18
1338,raw,zscore,SWU4,JHNU,5.7052611770633675e-18
1339,raw,zscore,SWU4,MRN_1,3.5971155741691515e-18
1340,raw,zscore,SWU4,NYU_1,4.612603469859051e-18
1341,raw,zscore,SWU4,NYU_2,-6.160121314514234e-18
1342,raw,zscore,SWU4,SWU1,-7.33791848891526e-18
1343,raw,zscore,SWU4,SWU2,1.3477989060061176e-18
1344,raw,zscore,SWU4,SWU3,3.915847333905659e-18
1345,raw,zscore,SWU4,SWU4,4.114791877649445e-18
1346,raw,zscore,SWU4,UPSM_1,-6.205844376590913e-18
1347,raw,zscore,SWU4,UWM,7.195661412980119e-18
1348,raw,zscore,SWU4,Utah1,-1.1968244585363094e-17
1349,raw,zscore,SWU4,XHCUMS,-1.0530134093823461e-17
1350,raw,zscore,UPSM_1,BMB_1,3.579643869951758e-18
1351,raw,zscore,UPSM_1,BNU1,-8.113583231468589e-18
1352,raw,zscore,UPSM_1,BNU2,-4.400264654953471e-18
1353,raw,zscore,UPSM_1,BNU3,-5.459151871386124e-18
1354,raw,zscore,UPSM_1,HNU1,-2.071162306393515e-18
1355,raw,zscore,UPSM_1,IACAS_1,8.95492456095794e-19
1356,raw,zscore,UPSM_1,IBATRT,3.655977465382828e-18
1357,raw,zscore,UPSM_1,IPCAS_1,1.0791346722507454e-18
1358,raw,zscore,UPSM_1,IPCAS_2,1.2457125075646188e-18
1359,raw,zscore,UPSM_1,IPCAS_3,1.1148722490590494e-17
1360,raw,zscore,UPSM_1,IPCAS_4,-3.0935193937854703e-18
1361,raw,zscore,UPSM_1,IPCAS_5,4.232687008388903e-18
1362,raw,zscore,UPSM_1,IPCAS_6,-7.250436079184696e-20
1363,raw,zscore,UPSM_1,IPCAS_7,9.656797026546535e-18
1364,raw,zscore,UPSM_1,IPCAS_8,2.3563917257350263e-18
1365,raw,zscore,UPSM_1,JHNU,4.160250219228736e-18
1366,raw,zscore,UPSM_1,MRN_1,-2.918414522439123e-19
1367,raw,zscore,UPSM_1,NYU_1,7.607014902751156e-19
1368,raw,zscore,UPSM_1,NYU_2,-7.680461943191512e-19
1369,raw,zscore,UPSM_1,SWU1,-1.595511435190214e-18
1370,raw,zscore,UPSM_1,SWU2,-8.986455985468355e-19
1371,raw,zscore,UPSM_1,SWU3,-5.085813133804917e-18
1372,raw,zscore,UPSM_1,SWU4,-6.205844376590913e-18
1373,raw,zscore,UPSM_1,UPSM_1,0.0
1374,raw,zscore,UPSM_1,UWM,2.5863850669353932e-17
1375,raw,zscore,UPSM_1,Utah1,-7.8597561145038e-18
1376,raw,zscore,UPSM_1,XHCUMS,-3.607992381520851e-18
1377,raw,zscore,UWM,BMB_1,6.662964848153321e-18
1378,raw,zscore,UWM,BNU1,-3.525073894852228e-19
1379,raw,zscore,UWM,BNU2,1.0578874610872592e-17
1380,raw,zscore,UWM,BNU3,9.322935159353473e-18
1381,raw,zscore,UWM,HNU1,3.835964048293983e-18
1382,raw,zscore,UWM,IACAS_1,1.7490282726402467e-17
1383,raw,zscore,UWM,IBATRT,-4.772858493269011e-18
1384,raw,zscore,UWM,IPCAS_1,1.6933029023027115e-17
1385,raw,zscore,UWM,IPCAS_2,6.489900826123364e-18
1386,raw,zscore,UWM,IPCAS_3,3.0328621507700686e-17
1387,raw,zscore,UWM,IPCAS_4,3.0060938457002286e-17
1388,raw,zscore,UWM,IPCAS_5,3.09351939378547e-17
1389,raw,zscore,UWM,IPCAS_6,1.0967932396148485e-17
1390,raw,zscore,UWM,IPCAS_7,1.305752953423402e-17
1391,raw,zscore,UWM,IPCAS_8,3.124148298674435e-17
1392,raw,zscore,UWM,JHNU,2.95602964295056e-17
1393,raw,zscore,UWM,MRN_1,1.85041804229499e-17
1394,raw,zscore,UWM,NYU_1,2.4129451271526668e-17
1395,raw,zscore,UWM,NYU_2,1.514196334852888e-17
1396,raw,zscore,UWM,SWU1,1.4949352740587e-19
1397,raw,zscore,UWM,SWU2,2.3864613637378463e-17
1398,raw,zscore,UWM,SWU3,1.6298500938332538e-17
1399,raw,zscore,UWM,SWU4,7.195661412980119e-18
1400,raw,zscore,UWM,UPSM_1,2.5863850669353932e-17
1401,raw,zscore,UWM,UWM,3.835964048293983e-17
1402,raw,zscore,UWM,Utah1,-1.2211260764942646e-17
1403,raw,zscore,UWM,XHCUMS,1.5291828821553177e-17
1404,raw,zscore,Utah1,BMB_1,-9.892980802461148e-18
1405,raw,zscore,Utah1,BNU1,-2.0317068969431214e-17
1406,raw,zscore,Utah1,BNU2,-1.2136114544850691e-17
1407,raw,zscore,Utah1,BNU3,-1.217810802078443e-17
1408,raw,zscore,Utah1,HNU1,3.6925297803805347e-19
1409,raw,zscore,Utah1,IACAS_1,-1.4061451789933956e-17
1410,raw,zscore,Utah1,IBATRT,-1.153515706157294e-17
1411,raw,zscore,Utah1,IPCAS_1,-8.837180728974855e-18
1412,raw,zscore,Utah1,IPCAS_2,-1.7921077867446862e-17
1413,raw,zscore,Utah1,IPCAS_3,-9.579931025916294e-18
1414,raw,zscore,Utah1,IPCAS_4,-1.0311731312618234e-17
1415,raw,zscore,Utah1,IPCAS_5,-6.165405784817196e-18
1416,raw,zscore,Utah1,IPCAS_6,-1.4865564751573892e-17
1417,raw,zscore,Utah1,IPCAS_7,-5.987456891197684e-18
1418,raw,zscore,Utah1,IPCAS_8,-1.711947625687105e-17
1419,raw,zscore,Utah1,JHNU,-7.451543065322666e-18
1420,raw,zscore,Utah1,MRN_1,-1.0686703360349807e-17
1421,raw,zscore,Utah1,NYU_1,-1.0990134688448382e-17
1422,raw,zscore,Utah1,NYU_2,-1.260460426073647e-17
1423,raw,zscore,Utah1,SWU1,-1.1778259426593914e-17
1424,raw,zscore,Utah1,SWU2,-8.634107086662691e-18
1425,raw,zscore,Utah1,SWU3,-1.8862923132838233e-17
1426,raw,zscore,Utah1,SWU4,-1.1968244585363094e-17
1427,raw,zscore,Utah1,UPSM_1,-7.8597561145038e-18
1428,raw,zscore,Utah1,UWM,-1.2211260764942646e-17
1429,raw,zscore,Utah1,Utah1,-2.440666274967108e-17
1430,raw,zscore,Utah1,XHCUMS,-2.3949827564790736e-18
1431,raw,zscore,XHCUMS,BMB_1,2.9576849728118874e-18
1432,raw,zscore,XHCUMS,BNU1,-7.699578137187287e-18
1433,raw,zscore,XHCUMS,BNU2,-6.874487541745489e-18
1434,raw,zscore,XHCUMS,BNU3,-5.415710344558118e-18
1435,raw,zscore,XHCUMS,HNU1,-2.4376700663975563e-18
1436,raw,zscore,XHCUMS,IACAS_1,-1.0875654118777043e-18
1437,raw,zscore,XHCUMS,IBATRT,-2.9263021292565258e-18
1438,raw,zscore,XHCUMS,IPCAS_1,-3.77774882742534e-18
1439,raw,zscore,XHCUMS,IPCAS_2,-2.6978366806268634e-18
1440,raw,zscore,XHCUMS,IPCAS_3,1.0071345293272632e-18
1441,raw,zscore,XHCUMS,IPCAS_4,-1.0198415583908143e-18
1442,raw,zscore,XHCUMS,IPCAS_5,-1.8623193674962696e-18
1443,raw,zscore,XHCUMS,IPCAS_6,-1.7598581690652636e-18
1444,raw,zscore,XHCUMS,IPCAS_7,1.0107846544707887e-19
1445,raw,zscore,XHCUMS,IPCAS_8,-7.166454194097615e-19
1446,raw,zscore,XHCUMS,JHNU,3.959282500578674e-18
1447,raw,zscore,XHCUMS,MRN_1,-3.767516317781954e-18
1448,raw,zscore,XHCUMS,NYU_1,-6.026336481400266e-19
1449,raw,zscore,XHCUMS,NYU_2,-5.800348863347757e-18
1450,raw,zscore,XHCUMS,SWU1,-5.273044421225233e-19
1451,raw,zscore,XHCUMS,SWU2,-3.274064515199779e-18
1452,raw,zscore,XHCUMS,SWU3,-3.4926831865319825e-18
1453,raw,zscore,XHCUMS,SWU4,-1.0530134093823461e-17
1454,raw,zscore,XHCUMS,UPSM_1,-3.607992381520851e-18
1455,raw,zscore,XHCUMS,UWM,1.5291828821553177e-17
1456,raw,zscore,XHCUMS,Utah1,-2.3949827564790736e-18
1457,raw,zscore,XHCUMS,XHCUMS,-2.3898433085037966e-18
1458,raw,ptr,BMB_1,BMB_1,0.4928571428571429
1459,raw,ptr,BMB_1,BNU1,0.49285714285714277
1460,raw,ptr,BMB_1,BNU2,0.4928562743307007
1461,raw,ptr,BMB_1,BNU3,0.49285714285714294
1462,raw,ptr,BMB_1,HNU1,0.4928568986819422
1463,raw,ptr,BMB_1,IACAS_1,0.49285714285714266
1464,raw,ptr,BMB_1,IBATRT,0.4928571428571429
1465,raw,ptr,BMB_1,IPCAS_1,0.49285670097098655
1466,raw,ptr,BMB_1,IPCAS_2,0.4928571428571429
1467,raw,ptr,BMB_1,IPCAS_3,0.4928571428571429
1468,raw,ptr,BMB_1,IPCAS_4,0.49285714285714277
1469,raw,ptr,BMB_1,IPCAS_5,0.4928571428571427
1470,raw,ptr,BMB_1,IPCAS_6,0.4928571428571429
1471,raw,ptr,BMB_1,IPCAS_7,0.49285714285714277
1472,raw,ptr,BMB_1,IPCAS_8,0.4928571428571429
1473,raw,ptr,BMB_1,JHNU,0.49285714285714305
1474,raw,ptr,BMB_1,MRN_1,0.492857142857143
1475,raw,ptr,BMB_1,NYU_1,0.4928571428571429
1476,raw,ptr,BMB_1,NYU_2,0.492857142857143
1477,raw,ptr,BMB_1,SWU1,0.49285714285714277
1478,raw,ptr,BMB_1,SWU2,0.4928565396601991
1479,raw,ptr,BMB_1,SWU3,0.4928571428571429
1480,raw,ptr,BMB_1,SWU4,0.4928059355882245
1481,raw,ptr,BMB_1,UPSM_1,0.49286976159641727
1482,raw,ptr,BMB_1,UWM,0.49285714285714266
1483,raw,ptr,BMB_1,Utah1,0.49285714285714277
1484,raw,ptr,BMB_1,XHCUMS,0.4928571428571426
1485,raw,ptr,BNU1,BMB_1,0.49285714285714277
1486,raw,ptr,BNU1,BNU1,0.4928571428571429
1487,raw,ptr,BNU1,BNU2,0.4928562200477986
1488,raw,ptr,BNU1,BNU3,0.49285714285714294
1489,raw,ptr,BNU1,HNU1,0.4928568902621079
1490,raw,ptr,BNU1,IACAS_1,0.492857142857143
1491,raw,ptr,BNU1,IBATRT,0.492857142857143
1492,raw,ptr,BNU1,IPCAS_1,0.4928566728509584
1493,raw,ptr,BNU1,IPCAS_2,0.49285714285714277
1494,raw,ptr,BNU1,IPCAS_3,0.4928571428571427
1495,raw,ptr,BNU1,IPCAS_4,0.4928571428571431
1496,raw,ptr,BNU1,IPCAS_5,0.49285714285714277
1497,raw,ptr,BNU1,IPCAS_6,0.49285714285714305
1498,raw,ptr,BNU1,IPCAS_7,0.49285714285714305
1499,raw,ptr,BNU1,IPCAS_8,0.4928571428571429
1500,raw,ptr,BNU1,JHNU,0.4928571428571427
