,Sxfm,Dxfm,Column,Row,Value
3468,raw,raw,39,50,0.514254
3469,raw,raw,40,50,0.455665
3470,raw,raw,41,50,0.63725
3471,raw,raw,42,50,0.391153
3472,raw,raw,43,50,0.699961
3473,raw,raw,44,50,0.528792
3474,raw,raw,45,50,0.589946
3475,raw,raw,46,50,0.727677
3476,raw,raw,47,50,0.706914
3477,raw,raw,48,50,0.849952
3478,raw,raw,49,50,0.624511
3479,raw,raw,50,50,0.0
3480,raw,raw,51,50,0.686921
3481,raw,raw,52,50,0.688634
3482,raw,raw,53,50,0.556874
3483,raw,raw,54,50,0.533885
3484,raw,raw,55,50,0.699128
3485,raw,raw,56,50,0.728336
3486,raw,raw,57,50,0.576388
3487,raw,raw,58,50,0.567674
3488,raw,raw,59,50,0.519524
3489,raw,raw,60,50,0.558089
3490,raw,raw,61,50,0.504609
3491,raw,raw,62,50,0.813841
3492,raw,raw,63,50,0.532956
3493,raw,raw,64,50,0.867869
3494,raw,raw,65,50,0.516687
3495,raw,raw,66,50,0.745876
3496,raw,raw,67,50,0.523096
3497,raw,raw,68,50,0.521616
3498,raw,raw,69,50,0.489447
3499,raw,raw,70,50,0.478017
3500,raw,raw,1,51,0.620357
3501,raw,raw,2,51,0.667363
3502,raw,raw,3,51,0.223408
3503,raw,raw,4,51,0.458717
3504,raw,raw,5,51,0.16856
3505,raw,raw,6,51,0.404294
3506,raw,raw,7,51,0.627485
3507,raw,raw,8,51,0.6362
3508,raw,raw,9,51,0.653601
3509,raw,raw,10,51,0.721197
3510,raw,raw,11,51,0.672682
3511,raw,raw,12,51,0.508986
3512,raw,raw,13,51,0.593425
3513,raw,raw,14,51,0.500759
3514,raw,raw,15,51,0.727297
3515,raw,raw,16,51,0.851965
3516,raw,raw,17,51,0.4816
3517,raw,raw,18,51,0.343176
3518,raw,raw,19,51,0.20981
3519,raw,raw,20,51,0.606819
3520,raw,raw,21,51,0.414181
3521,raw,raw,22,51,0.446539
3522,raw,raw,23,51,0.434999
3523,raw,raw,24,51,0.457915
3524,raw,raw,25,51,0.47154
3525,raw,raw,26,51,0.536568
3526,raw,raw,27,51,0.576434
3527,raw,raw,28,51,0.408501
3528,raw,raw,29,51,0.621091
3529,raw,raw,30,51,0.531682
3530,raw,raw,31,51,0.616083
3531,raw,raw,32,51,0.375401
3532,raw,raw,33,51,0.421958
3533,raw,raw,34,51,0.639342
3534,raw,raw,35,51,0.360578
3535,raw,raw,36,51,0.488715
3536,raw,raw,37,51,0.598685
3537,raw,raw,38,51,0.128897
3538,raw,raw,39,51,0.670655
3539,raw,raw,40,51,0.333673
3540,raw,raw,41,51,0.481724
3541,raw,raw,42,51,0.372746
3542,raw,raw,43,51,0.636608
3543,raw,raw,44,51,0.777684
3544,raw,raw,45,51,0.749713
3545,raw,raw,46,51,0.602436
3546,raw,raw,47,51,0.593399
3547,raw,raw,48,51,0.599223
3548,raw,raw,49,51,0.516919
3549,raw,raw,50,51,0.686921
3550,raw,raw,51,51,0.0
3551,raw,raw,52,51,0.583745
3552,raw,raw,53,51,0.35634
3553,raw,raw,54,51,0.41114
3554,raw,raw,55,51,0.706605
3555,raw,raw,56,51,0.510992
3556,raw,raw,57,51,0.461907
3557,raw,raw,58,51,0.416426
3558,raw,raw,59,51,0.340963
3559,raw,raw,60,51,0.369589
3560,raw,raw,61,51,0.494201
3561,raw,raw,62,51,0.46253
3562,raw,raw,63,51,0.418664
3563,raw,raw,64,51,0.729775
3564,raw,raw,65,51,0.545547
3565,raw,raw,66,51,0.68807
3566,raw,raw,67,51,0.470914
3567,raw,raw,68,51,0.306449
3568,raw,raw,69,51,0.681468
3569,raw,raw,70,51,0.337902
3570,raw,raw,1,52,0.738167
3571,raw,raw,2,52,0.512482
3572,raw,raw,3,52,0.412719
3573,raw,raw,4,52,0.487034
3574,raw,raw,5,52,0.322995
3575,raw,raw,6,52,0.595225
3576,raw,raw,7,52,0.765455
3577,raw,raw,8,52,0.720387
3578,raw,raw,9,52,0.623201
3579,raw,raw,10,52,0.63974
3580,raw,raw,11,52,0.72425
3581,raw,raw,12,52,0.64289
3582,raw,raw,13,52,0.622851
3583,raw,raw,14,52,0.663017
3584,raw,raw,15,52,0.734696
3585,raw,raw,16,52,0.610575
3586,raw,raw,17,52,0.855388
3587,raw,raw,18,52,0.571004
3588,raw,raw,19,52,0.220737
3589,raw,raw,20,52,0.558757
3590,raw,raw,21,52,0.38935
3591,raw,raw,22,52,0.59461
3592,raw,raw,23,52,0.649157
3593,raw,raw,24,52,0.628364
3594,raw,raw,25,52,0.633633
3595,raw,raw,26,52,0.761545
3596,raw,raw,27,52,0.588132
3597,raw,raw,28,52,0.4848
3598,raw,raw,29,52,0.585652
3599,raw,raw,30,52,0.652705
3600,raw,raw,31,52,0.61789
3601,raw,raw,32,52,0.486717
3602,raw,raw,33,52,0.330414
3603,raw,raw,34,52,0.617894
3604,raw,raw,35,52,0.608346
3605,raw,raw,36,52,0.706571
3606,raw,raw,37,52,0.521791
3607,raw,raw,38,52,0.381319
3608,raw,raw,39,52,0.527259
3609,raw,raw,40,52,0.282593
3610,raw,raw,41,52,0.667649
3611,raw,raw,42,52,0.638372
3612,raw,raw,43,52,0.702292
3613,raw,raw,44,52,0.500312
3614,raw,raw,45,52,0.553669
3615,raw,raw,46,52,0.693593
3616,raw,raw,47,52,0.659713
3617,raw,raw,48,52,0.694452
3618,raw,raw,49,52,0.674326
3619,raw,raw,50,52,0.688634
3620,raw,raw,51,52,0.583745
3621,raw,raw,52,52,0.0
3622,raw,raw,53,52,0.571821
3623,raw,raw,54,52,0.448703
3624,raw,raw,55,52,0.610768
3625,raw,raw,56,52,0.495651
3626,raw,raw,57,52,0.56231
3627,raw,raw,58,52,0.571887
3628,raw,raw,59,52,0.573676
3629,raw,raw,60,52,0.585394
3630,raw,raw,61,52,0.660346
3631,raw,raw,62,52,0.476125
3632,raw,raw,63,52,0.475338
3633,raw,raw,64,52,0.548397
3634,raw,raw,65,52,0.68611
3635,raw,raw,66,52,0.687014
3636,raw,raw,67,52,0.552643
3637,raw,raw,68,52,0.496019
3638,raw,raw,69,52,0.464853
3639,raw,raw,70,52,0.505434
3640,raw,raw,1,53,0.489199
3641,raw,raw,2,53,0.440169
3642,raw,raw,3,53,0.322028
3643,raw,raw,4,53,0.605873
3644,raw,raw,5,53,0.124474
3645,raw,raw,6,53,0.702544
3646,raw,raw,7,53,0.591664
3647,raw,raw,8,53,0.698322
3648,raw,raw,9,53,0.617213
3649,raw,raw,10,53,0.612823
3650,raw,raw,11,53,0.556016
3651,raw,raw,12,53,0.643871
3652,raw,raw,13,53,0.646458
3653,raw,raw,14,53,0.698044
3654,raw,raw,15,53,0.568199
3655,raw,raw,16,53,0.537871
3656,raw,raw,17,53,0.631826
3657,raw,raw,18,53,0.930355
3658,raw,raw,19,53,0.459164
3659,raw,raw,20,53,0.584529
3660,raw,raw,21,53,0.523332
3661,raw,raw,22,53,0.714116
3662,raw,raw,23,53,0.860377
3663,raw,raw,24,53,0.657249
3664,raw,raw,25,53,0.886454
3665,raw,raw,26,53,0.659105
3666,raw,raw,27,53,0.455638
3667,raw,raw,28,53,0.516501
3668,raw,raw,29,53,0.581319
3669,raw,raw,30,53,0.755426
3670,raw,raw,31,53,0.691335
3671,raw,raw,32,53,0.627402
3672,raw,raw,33,53,0.375086
3673,raw,raw,34,53,0.597257
3674,raw,raw,35,53,0.580932
3675,raw,raw,36,53,0.62262
3676,raw,raw,37,53,0.658693
3677,raw,raw,38,53,0.298035
3678,raw,raw,39,53,0.438924
3679,raw,raw,40,53,0.028606
3680,raw,raw,41,53,0.75132
3681,raw,raw,42,53,0.396844
3682,raw,raw,43,53,0.631728
3683,raw,raw,44,53,0.370767
3684,raw,raw,45,53,0.433112
3685,raw,raw,46,53,0.509639
3686,raw,raw,47,53,0.721434
3687,raw,raw,48,53,0.690673
3688,raw,raw,49,53,0.731005
3689,raw,raw,50,53,0.556874
3690,raw,raw,51,53,0.35634
3691,raw,raw,52,53,0.571821
3692,raw,raw,53,53,0.0
3693,raw,raw,54,53,0.563908
3694,raw,raw,55,53,0.561789
3695,raw,raw,56,53,0.548181
3696,raw,raw,57,53,0.71407
3697,raw,raw,58,53,0.877402
3698,raw,raw,59,53,0.719955
3699,raw,raw,60,53,0.900801
3700,raw,raw,61,53,0.501465
3701,raw,raw,62,53,0.427789
3702,raw,raw,63,53,0.464654
3703,raw,raw,64,53,0.480786
3704,raw,raw,65,53,0.723153
3705,raw,raw,66,53,0.633426
3706,raw,raw,67,53,0.765887
3707,raw,raw,68,53,0.609537
3708,raw,raw,69,53,0.351224
3709,raw,raw,70,53,0.6899
3710,raw,raw,1,54,0.45503
3711,raw,raw,2,54,0.485626
3712,raw,raw,3,54,0.436424
3713,raw,raw,4,54,0.514918
3714,raw,raw,5,54,0.024605
3715,raw,raw,6,54,0.477102
3716,raw,raw,7,54,0.481033
3717,raw,raw,8,54,0.592076
3718,raw,raw,9,54,0.551199
3719,raw,raw,10,54,0.702321
3720,raw,raw,11,54,0.302092
3721,raw,raw,12,54,0.508589
3722,raw,raw,13,54,0.625882
3723,raw,raw,14,54,0.480621
3724,raw,raw,15,54,0.464674
3725,raw,raw,16,54,0.502649
3726,raw,raw,17,54,0.430269
3727,raw,raw,18,54,0.598235
3728,raw,raw,19,54,0.777527
3729,raw,raw,20,54,0.55653
3730,raw,raw,21,54,0.78393
3731,raw,raw,22,54,0.513047
3732,raw,raw,23,54,0.640411
3733,raw,raw,24,54,0.415373
3734,raw,raw,25,54,0.630178
3735,raw,raw,26,54,0.443613
3736,raw,raw,27,54,0.400933
3737,raw,raw,28,54,0.58424
3738,raw,raw,29,54,0.548722
3739,raw,raw,30,54,0.651036
3740,raw,raw,31,54,0.767024
3741,raw,raw,32,54,0.713125
3742,raw,raw,33,54,0.149739
3743,raw,raw,34,54,0.495833
3744,raw,raw,35,54,0.565051
3745,raw,raw,36,54,0.636522
3746,raw,raw,37,54,0.759223
3747,raw,raw,38,54,0.435987
3748,raw,raw,39,54,0.634768
3749,raw,raw,40,54,0.090094
3750,raw,raw,41,54,0.482745
3751,raw,raw,42,54,0.339802
3752,raw,raw,43,54,0.573972
3753,raw,raw,44,54,0.509443
3754,raw,raw,45,54,0.565363
3755,raw,raw,46,54,0.264538
3756,raw,raw,47,54,0.599468
3757,raw,raw,48,54,0.68708
3758,raw,raw,49,54,0.512616
3759,raw,raw,50,54,0.533885
3760,raw,raw,51,54,0.41114
3761,raw,raw,52,54,0.448703
3762,raw,raw,53,54,0.563908
3763,raw,raw,54,54,0.0
3764,raw,raw,55,54,0.568867
3765,raw,raw,56,54,0.853415
3766,raw,raw,57,54,0.489907
3767,raw,raw,58,54,0.604155
3768,raw,raw,59,54,0.541496
3769,raw,raw,60,54,0.650519
3770,raw,raw,61,54,0.349278
3771,raw,raw,62,54,0.421754
3772,raw,raw,63,54,0.678158
3773,raw,raw,64,54,0.478963
3774,raw,raw,65,54,0.664427
3775,raw,raw,66,54,0.697061
3776,raw,raw,67,54,0.788869
3777,raw,raw,68,54,0.44353
3778,raw,raw,69,54,0.32894
3779,raw,raw,70,54,0.603889
3780,raw,raw,1,55,0.582836
3781,raw,raw,2,55,0.329294
3782,raw,raw,3,55,0.271403
3783,raw,raw,4,55,0.436021
3784,raw,raw,5,55,0.075361
3785,raw,raw,6,55,0.586459
3786,raw,raw,7,55,0.653708
3787,raw,raw,8,55,0.650293
3788,raw,raw,9,55,0.593461
3789,raw,raw,10,55,0.640668
3790,raw,raw,11,55,0.547259
3791,raw,raw,12,55,0.566269
3792,raw,raw,13,55,0.634617
3793,raw,raw,14,55,0.615853
3794,raw,raw,15,55,0.648244
3795,raw,raw,16,55,0.581145
3796,raw,raw,17,55,0.608386
3797,raw,raw,18,55,0.545131
3798,raw,raw,19,55,0.255233
3799,raw,raw,20,55,0.72299
3800,raw,raw,21,55,0.42025
3801,raw,raw,22,55,0.566233
3802,raw,raw,23,55,0.647563
3803,raw,raw,24,55,0.487755
3804,raw,raw,25,55,0.610479
3805,raw,raw,26,55,0.472785
3806,raw,raw,27,55,0.470694
3807,raw,raw,28,55,0.385273
3808,raw,raw,29,55,0.491349
3809,raw,raw,30,55,0.611706
3810,raw,raw,31,55,0.581246
3811,raw,raw,32,55,0.474114
3812,raw,raw,33,55,0.256385
3813,raw,raw,34,55,0.651055
3814,raw,raw,35,55,0.556153
3815,raw,raw,36,55,0.578119
3816,raw,raw,37,55,0.585871
3817,raw,raw,38,55,0.213822
3818,raw,raw,39,55,0.725574
3819,raw,raw,40,55,0.225711
3820,raw,raw,41,55,0.580712
3821,raw,raw,42,55,0.360988
3822,raw,raw,43,55,0.606404
3823,raw,raw,44,55,0.648142
3824,raw,raw,45,55,0.601891
3825,raw,raw,46,55,0.530522
3826,raw,raw,47,55,0.615943
3827,raw,raw,48,55,0.757345
3828,raw,raw,49,55,0.618946
3829,raw,raw,50,55,0.699128
3830,raw,raw,51,55,0.706605
3831,raw,raw,52,55,0.610768
3832,raw,raw,53,55,0.561789
3833,raw,raw,54,55,0.568867
3834,raw,raw,55,55,0.0
3835,raw,raw,56,55,0.678181
3836,raw,raw,57,55,0.602072
3837,raw,raw,58,55,0.63603
3838,raw,raw,59,55,0.404109
3839,raw,raw,60,55,0.553926
3840,raw,raw,61,55,0.357468
3841,raw,raw,62,55,0.441224
3842,raw,raw,63,55,0.488176
3843,raw,raw,64,55,0.644202
3844,raw,raw,65,55,0.639218
3845,raw,raw,66,55,0.728765
3846,raw,raw,67,55,0.554393
3847,raw,raw,68,55,0.458307
3848,raw,raw,69,55,0.429847
3849,raw,raw,70,55,0.574846
3850,raw,raw,1,56,0.529947
3851,raw,raw,2,56,0.49405
3852,raw,raw,3,56,0.406537
3853,raw,raw,4,56,0.378718
3854,raw,raw,5,56,0.001322
3855,raw,raw,6,56,0.559654
3856,raw,raw,7,56,0.451628
3857,raw,raw,8,56,0.680155
3858,raw,raw,9,56,0.564522
3859,raw,raw,10,56,0.755845
3860,raw,raw,11,56,0.390326
3861,raw,raw,12,56,0.622141
3862,raw,raw,13,56,0.666563
3863,raw,raw,14,56,0.589509
3864,raw,raw,15,56,0.578085
3865,raw,raw,16,56,0.56321
3866,raw,raw,17,56,0.461455
3867,raw,raw,18,56,0.582776
3868,raw,raw,19,56,0.569388
3869,raw,raw,20,56,0.589521
3870,raw,raw,21,56,0.705025
3871,raw,raw,22,56,0.570006
3872,raw,raw,23,56,0.630471
3873,raw,raw,24,56,0.352381
3874,raw,raw,25,56,0.634736
3875,raw,raw,26,56,0.439751
3876,raw,raw,27,56,0.505589
3877,raw,raw,28,56,0.479308
3878,raw,raw,29,56,0.592054
3879,raw,raw,30,56,0.608765
3880,raw,raw,31,56,0.695174
3881,raw,raw,32,56,0.524158
3882,raw,raw,33,56,0.163589
3883,raw,raw,34,56,0.548202
3884,raw,raw,35,56,0.604303
3885,raw,raw,36,56,0.658944
3886,raw,raw,37,56,0.688697
3887,raw,raw,38,56,0.36476
3888,raw,raw,39,56,0.601587
3889,raw,raw,40,56,0.233941
3890,raw,raw,41,56,0.559509
3891,raw,raw,42,56,0.278336
3892,raw,raw,43,56,0.633195
3893,raw,raw,44,56,0.521156
3894,raw,raw,45,56,0.526244
3895,raw,raw,46,56,0.376485
3896,raw,raw,47,56,0.682115
3897,raw,raw,48,56,0.757569
3898,raw,raw,49,56,0.601171
3899,raw,raw,50,56,0.728336
3900,raw,raw,51,56,0.510992
3901,raw,raw,52,56,0.495651
3902,raw,raw,53,56,0.548181
3903,raw,raw,54,56,0.853415
3904,raw,raw,55,56,0.678181
3905,raw,raw,56,56,0.0
3906,raw,raw,57,56,0.565835
3907,raw,raw,58,56,0.595589
3908,raw,raw,59,56,0.435909
3909,raw,raw,60,56,0.608952
3910,raw,raw,61,56,0.319407
3911,raw,raw,62,56,0.562878
3912,raw,raw,63,56,0.581393
3913,raw,raw,64,56,0.635172
3914,raw,raw,65,56,0.55961
3915,raw,raw,66,56,0.706257
3916,raw,raw,67,56,0.662153
3917,raw,raw,68,56,0.53123
3918,raw,raw,69,56,0.33927
3919,raw,raw,70,56,0.521107
3920,raw,raw,1,57,0.416636
3921,raw,raw,2,57,0.391651
3922,raw,raw,3,57,0.232872
3923,raw,raw,4,57,0.411473
3924,raw,raw,5,57,0.009014
3925,raw,raw,6,57,0.921946
3926,raw,raw,7,57,0.649799
3927,raw,raw,8,57,0.782272
3928,raw,raw,9,57,0.602629
3929,raw,raw,10,57,0.647295
3930,raw,raw,11,57,0.649741
3931,raw,raw,12,57,0.883262
3932,raw,raw,13,57,0.634805
3933,raw,raw,14,57,0.837098
3934,raw,raw,15,57,0.560039
3935,raw,raw,16,57,0.535949
3936,raw,raw,17,57,0.623961
3937,raw,raw,18,57,0.675949
3938,raw,raw,19,57,0.259051
3939,raw,raw,20,57,0.58631
3940,raw,raw,21,57,0.432005
3941,raw,raw,22,57,0.946118
3942,raw,raw,23,57,0.742814
3943,raw,raw,24,57,0.4292
3944,raw,raw,25,57,0.685222
3945,raw,raw,26,57,0.62623
3946,raw,raw,27,57,0.422881
3947,raw,raw,28,57,0.373542
3948,raw,raw,29,57,0.494016
3949,raw,raw,30,57,0.699077
3950,raw,raw,31,57,0.575272
3951,raw,raw,32,57,0.460152
3952,raw,raw,33,57,0.381275
3953,raw,raw,34,57,0.675956
3954,raw,raw,35,57,0.496321
3955,raw,raw,36,57,0.466937
3956,raw,raw,37,57,0.547073
3957,raw,raw,38,57,0.199814
3958,raw,raw,39,57,0.44988
3959,raw,raw,40,57,0.049146
3960,raw,raw,41,57,0.851429
3961,raw,raw,42,57,0.32585
3962,raw,raw,43,57,0.694306
3963,raw,raw,44,57,0.360104
3964,raw,raw,45,57,0.478855
3965,raw,raw,46,57,0.545331
3966,raw,raw,47,57,0.812085
3967,raw,raw,48,57,0.669952
3968,raw,raw,49,57,0.922236
3969,raw,raw,50,57,0.576388
3970,raw,raw,51,57,0.461907
3971,raw,raw,52,57,0.56231
3972,raw,raw,53,57,0.71407
3973,raw,raw,54,57,0.489907
3974,raw,raw,55,57,0.602072
3975,raw,raw,56,57,0.565835
3976,raw,raw,57,57,0.0
3977,raw,raw,58,57,0.748144
3978,raw,raw,59,57,0.451947
3979,raw,raw,60,57,0.626856
3980,raw,raw,61,57,0.408318
3981,raw,raw,62,57,0.407245
3982,raw,raw,63,57,0.363008
3983,raw,raw,64,57,0.500922
3984,raw,raw,65,57,0.616863
3985,raw,raw,66,57,0.611175
3986,raw,raw,67,57,0.568366
3987,raw,raw,68,57,0.633502
3988,raw,raw,69,57,0.381494
3989,raw,raw,70,57,0.549645
3990,raw,raw,1,58,0.477646
3991,raw,raw,2,58,0.38637
3992,raw,raw,3,58,0.185829
3993,raw,raw,4,58,0.596009
3994,raw,raw,5,58,0.00466
3995,raw,raw,6,58,0.676996
3996,raw,raw,7,58,0.677295
3997,raw,raw,8,58,0.755085
3998,raw,raw,9,58,0.66109
3999,raw,raw,10,58,0.631596
4000,raw,raw,11,58,0.585883
4001,raw,raw,12,58,0.709778
4002,raw,raw,13,58,0.681563
4003,raw,raw,14,58,0.733819
4004,raw,raw,15,58,0.61447
4005,raw,raw,16,58,0.549269
4006,raw,raw,17,58,0.648004
4007,raw,raw,18,58,0.845484
4008,raw,raw,19,58,0.462588
4009,raw,raw,20,58,0.713527
4010,raw,raw,21,58,0.530736
4011,raw,raw,22,58,0.734383
4012,raw,raw,23,58,0.949807
4013,raw,raw,24,58,0.585661
4014,raw,raw,25,58,0.931679
4015,raw,raw,26,58,0.594425
4016,raw,raw,27,58,0.424129
4017,raw,raw,28,58,0.460441
4018,raw,raw,29,58,0.549047
4019,raw,raw,30,58,0.732518
4020,raw,raw,31,58,0.707657
4021,raw,raw,32,58,0.584216
4022,raw,raw,33,58,0.425874
4023,raw,raw,34,58,0.732218
4024,raw,raw,35,58,0.565589
4025,raw,raw,36,58,0.521772
4026,raw,raw,37,58,0.659927
4027,raw,raw,38,58,0.158784
4028,raw,raw,39,58,0.554449
4029,raw,raw,40,58,0.112531
4030,raw,raw,41,58,0.688168
4031,raw,raw,42,58,0.404182
4032,raw,raw,43,58,0.671006
4033,raw,raw,44,58,0.408197
4034,raw,raw,45,58,0.451719
4035,raw,raw,46,58,0.493026
4036,raw,raw,47,58,0.7905
4037,raw,raw,48,58,0.686551
4038,raw,raw,49,58,0.783378
4039,raw,raw,50,58,0.567674
4040,raw,raw,51,58,0.416426
4041,raw,raw,52,58,0.571887
4042,raw,raw,53,58,0.877402
4043,raw,raw,54,58,0.604155
4044,raw,raw,55,58,0.63603
4045,raw,raw,56,58,0.595589
4046,raw,raw,57,58,0.748144
4047,raw,raw,58,58,0.0
4048,raw,raw,59,58,0.583892
4049,raw,raw,60,58,0.924469
4050,raw,raw,61,58,0.429236
4051,raw,raw,62,58,0.388313
4052,raw,raw,63,58,0.410098
4053,raw,raw,64,58,0.497881
4054,raw,raw,65,58,0.699185
4055,raw,raw,66,58,0.6698
4056,raw,raw,67,58,0.781839
4057,raw,raw,68,58,0.65258
4058,raw,raw,69,58,0.425931
4059,raw,raw,70,58,0.732734
4060,raw,raw,1,59,0.666484
4061,raw,raw,2,59,0.486896
4062,raw,raw,3,59,0.673247
4063,raw,raw,4,59,0.50341
4064,raw,raw,5,59,0.426918
4065,raw,raw,6,59,0.462245
4066,raw,raw,7,59,0.518998
4067,raw,raw,8,59,0.597851
4068,raw,raw,9,59,0.502415
4069,raw,raw,10,59,0.583184
4070,raw,raw,11,59,0.520522
4071,raw,raw,12,59,0.448083
4072,raw,raw,13,59,0.605035
4073,raw,raw,14,59,0.543337
4074,raw,raw,15,59,0.580442
4075,raw,raw,16,59,0.510575
4076,raw,raw,17,59,0.574455
4077,raw,raw,18,59,0.760729
4078,raw,raw,19,59,0.586542
4079,raw,raw,20,59,0.442014
4080,raw,raw,21,59,0.653034
4081,raw,raw,22,59,0.499602
4082,raw,raw,23,59,0.650548
4083,raw,raw,24,59,0.810478
4084,raw,raw,25,59,0.683345
4085,raw,raw,26,59,0.686622
4086,raw,raw,27,59,0.586399
4087,raw,raw,28,59,0.663489
4088,raw,raw,29,59,0.683657
4089,raw,raw,30,59,0.709247
4090,raw,raw,31,59,0.718809
4091,raw,raw,32,59,0.739995
4092,raw,raw,33,59,0.194826
4093,raw,raw,34,59,0.489335
4094,raw,raw,35,59,0.593668
4095,raw,raw,36,59,0.773923
4096,raw,raw,37,59,0.636863
4097,raw,raw,38,59,0.71941
4098,raw,raw,39,59,0.391621
4099,raw,raw,40,59,0.290682
4100,raw,raw,41,59,0.613767
4101,raw,raw,42,59,0.429262
4102,raw,raw,43,59,0.598367
4103,raw,raw,44,59,0.352017
4104,raw,raw,45,59,0.422118
4105,raw,raw,46,59,0.523479
4106,raw,raw,47,59,0.60475
4107,raw,raw,48,59,0.596365
4108,raw,raw,49,59,0.530736
4109,raw,raw,50,59,0.519524
4110,raw,raw,51,59,0.340963
4111,raw,raw,52,59,0.573676
4112,raw,raw,53,59,0.719955
4113,raw,raw,54,59,0.541496
4114,raw,raw,55,59,0.404109
4115,raw,raw,56,59,0.435909
4116,raw,raw,57,59,0.451947
4117,raw,raw,58,59,0.583892
4118,raw,raw,59,59,0.0
4119,raw,raw,60,59,0.707169
4120,raw,raw,61,59,0.628035
4121,raw,raw,62,59,0.5054
4122,raw,raw,63,59,0.617742
4123,raw,raw,64,59,0.421313
4124,raw,raw,65,59,0.695318
4125,raw,raw,66,59,0.634351
4126,raw,raw,67,59,0.725538
4127,raw,raw,68,59,0.360254
4128,raw,raw,69,59,0.315604
4129,raw,raw,70,59,0.623435
4130,raw,raw,1,60,0.521136
4131,raw,raw,2,60,0.433413
4132,raw,raw,3,60,0.280336
4133,raw,raw,4,60,0.634698
4134,raw,raw,5,60,0.037586
4135,raw,raw,6,60,0.585361
4136,raw,raw,7,60,0.60925
4137,raw,raw,8,60,0.726661
4138,raw,raw,9,60,0.631849
4139,raw,raw,10,60,0.645793
4140,raw,raw,11,60,0.497859
4141,raw,raw,12,60,0.632214
4142,raw,raw,13,60,0.596425
4143,raw,raw,14,60,0.695329
4144,raw,raw,15,60,0.577513
4145,raw,raw,16,60,0.53235
4146,raw,raw,17,60,0.646307
4147,raw,raw,18,60,0.884308
4148,raw,raw,19,60,0.608986
4149,raw,raw,20,60,0.601046
4150,raw,raw,21,60,0.573543
4151,raw,raw,22,60,0.653601
4152,raw,raw,23,60,0.90243
4153,raw,raw,24,60,0.61761
4154,raw,raw,25,60,0.946321
4155,raw,raw,26,60,0.592097
4156,raw,raw,27,60,0.416085
4157,raw,raw,28,60,0.465728
4158,raw,raw,29,60,0.575024
4159,raw,raw,30,60,0.758121
4160,raw,raw,31,60,0.73268
4161,raw,raw,32,60,0.671336
4162,raw,raw,33,60,0.337432
4163,raw,raw,34,60,0.615404
4164,raw,raw,35,60,0.574116
4165,raw,raw,36,60,0.639528
4166,raw,raw,37,60,0.681355
4167,raw,raw,38,60,0.275995
4168,raw,raw,39,60,0.537182
4169,raw,raw,40,60,0.036636
4170,raw,raw,41,60,0.628935
4171,raw,raw,42,60,0.45213
4172,raw,raw,43,60,0.642382
4173,raw,raw,44,60,0.346001
4174,raw,raw,45,60,0.424747
4175,raw,raw,46,60,0.426611
4176,raw,raw,47,60,0.745904
4177,raw,raw,48,60,0.673571
4178,raw,raw,49,60,0.708514
4179,raw,raw,50,60,0.558089
4180,raw,raw,51,60,0.369589
4181,raw,raw,52,60,0.585394
4182,raw,raw,53,60,0.900801
4183,raw,raw,54,60,0.650519
4184,raw,raw,55,60,0.553926
4185,raw,raw,56,60,0.608952
4186,raw,raw,57,60,0.626856
4187,raw,raw,58,60,0.924469
4188,raw,raw,59,60,0.707169
4189,raw,raw,60,60,0.0
4190,raw,raw,61,60,0.445813
4191,raw,raw,62,60,0.391084
4192,raw,raw,63,60,0.41106
4193,raw,raw,64,60,0.488137
4194,raw,raw,65,60,0.735506
4195,raw,raw,66,60,0.641931
4196,raw,raw,67,60,0.850074
4197,raw,raw,68,60,0.607827
4198,raw,raw,69,60,0.36833
4199,raw,raw,70,60,0.717151
4200,raw,raw,1,61,0.651719
4201,raw,raw,2,61,0.623372
4202,raw,raw,3,61,0.551517
4203,raw,raw,4,61,0.508349
4204,raw,raw,5,61,0.547212
4205,raw,raw,6,61,0.431056
4206,raw,raw,7,61,0.531941
4207,raw,raw,8,61,0.567841
4208,raw,raw,9,61,0.599222
4209,raw,raw,10,61,0.537205
4210,raw,raw,11,61,0.774316
4211,raw,raw,12,61,0.432067
4212,raw,raw,13,61,0.522977
4213,raw,raw,14,61,0.504111
4214,raw,raw,15,61,0.599145
4215,raw,raw,16,61,0.600675
4216,raw,raw,17,61,0.520779
4217,raw,raw,18,61,0.542713
4218,raw,raw,19,61,0.215614
4219,raw,raw,20,61,0.437324
4220,raw,raw,21,61,0.428996
4221,raw,raw,22,61,0.461983
4222,raw,raw,23,61,0.508433
4223,raw,raw,24,61,0.751407
4224,raw,raw,25,61,0.503578
4225,raw,raw,26,61,0.922595
4226,raw,raw,27,61,0.616446
4227,raw,raw,28,61,0.574221
4228,raw,raw,29,61,0.616886
4229,raw,raw,30,61,0.669074
4230,raw,raw,31,61,0.549673
4231,raw,raw,32,61,0.450864
4232,raw,raw,33,61,0.394331
4233,raw,raw,34,61,0.474203
4234,raw,raw,35,61,0.485092
4235,raw,raw,36,61,0.629455
4236,raw,raw,37,61,0.442871
4237,raw,raw,38,61,0.470473
4238,raw,raw,39,61,0.448807
4239,raw,raw,40,61,0.396617
4240,raw,raw,41,61,0.70814
4241,raw,raw,42,61,0.318414
4242,raw,raw,43,61,0.637843
4243,raw,raw,44,61,0.596385
4244,raw,raw,45,61,0.531983
