,Sxfm,Dxfm,Column,Row,Value
369,raw,raw,20,6,0.552469
370,raw,raw,21,6,0.405837
371,raw,raw,22,6,0.918512
372,raw,raw,23,6,0.694717
373,raw,raw,24,6,0.465649
374,raw,raw,25,6,0.638789
375,raw,raw,26,6,0.662818
376,raw,raw,27,6,0.42114
377,raw,raw,28,6,0.393289
378,raw,raw,29,6,0.474562
379,raw,raw,30,6,0.702008
380,raw,raw,31,6,0.533601
381,raw,raw,32,6,0.450327
382,raw,raw,33,6,0.353806
383,raw,raw,34,6,0.577223
384,raw,raw,35,6,0.527497
385,raw,raw,36,6,0.490584
386,raw,raw,37,6,0.521199
387,raw,raw,38,6,0.26221
388,raw,raw,39,6,0.417458
389,raw,raw,40,6,0.043826
390,raw,raw,41,6,0.900114
391,raw,raw,42,6,0.294801
392,raw,raw,43,6,0.638918
393,raw,raw,44,6,0.337646
394,raw,raw,45,6,0.443394
395,raw,raw,46,6,0.536959
396,raw,raw,47,6,0.707333
397,raw,raw,48,6,0.678181
398,raw,raw,49,6,0.861638
399,raw,raw,50,6,0.562513
400,raw,raw,51,6,0.404294
401,raw,raw,52,6,0.595225
402,raw,raw,53,6,0.702544
403,raw,raw,54,6,0.477102
404,raw,raw,55,6,0.586459
405,raw,raw,56,6,0.559654
406,raw,raw,57,6,0.921946
407,raw,raw,58,6,0.676996
408,raw,raw,59,6,0.462245
409,raw,raw,60,6,0.585361
410,raw,raw,61,6,0.431056
411,raw,raw,62,6,0.414265
412,raw,raw,63,6,0.382071
413,raw,raw,64,6,0.458719
414,raw,raw,65,6,0.594337
415,raw,raw,66,6,0.602278
416,raw,raw,67,6,0.529953
417,raw,raw,68,6,0.649838
418,raw,raw,69,6,0.373085
419,raw,raw,70,6,0.537082
420,raw,raw,1,7,0.658296
421,raw,raw,2,7,0.479824
422,raw,raw,3,7,0.2991
423,raw,raw,4,7,0.526863
424,raw,raw,5,7,0.199209
425,raw,raw,6,7,0.612667
426,raw,raw,7,7,0.0
427,raw,raw,8,7,0.689178
428,raw,raw,9,7,0.64132
429,raw,raw,10,7,0.649873
430,raw,raw,11,7,0.723199
431,raw,raw,12,7,0.673731
432,raw,raw,13,7,0.690585
433,raw,raw,14,7,0.649454
434,raw,raw,15,7,0.682521
435,raw,raw,16,7,0.631024
436,raw,raw,17,7,0.745452
437,raw,raw,18,7,0.567558
438,raw,raw,19,7,0.285601
439,raw,raw,20,7,0.640274
440,raw,raw,21,7,0.434511
441,raw,raw,22,7,0.67748
442,raw,raw,23,7,0.706543
443,raw,raw,24,7,0.55494
444,raw,raw,25,7,0.639268
445,raw,raw,26,7,0.661898
446,raw,raw,27,7,0.50915
447,raw,raw,28,7,0.485642
448,raw,raw,29,7,0.568295
449,raw,raw,30,7,0.659619
450,raw,raw,31,7,0.640924
451,raw,raw,32,7,0.49544
452,raw,raw,33,7,0.473522
453,raw,raw,34,7,0.705756
454,raw,raw,35,7,0.549219
455,raw,raw,36,7,0.589545
456,raw,raw,37,7,0.533495
457,raw,raw,38,7,0.266804
458,raw,raw,39,7,0.527982
459,raw,raw,40,7,0.155827
460,raw,raw,41,7,0.617416
461,raw,raw,42,7,0.614085
462,raw,raw,43,7,0.700796
463,raw,raw,44,7,0.497977
464,raw,raw,45,7,0.599964
465,raw,raw,46,7,0.572221
466,raw,raw,47,7,0.684422
467,raw,raw,48,7,0.707917
468,raw,raw,49,7,0.687824
469,raw,raw,50,7,0.609882
470,raw,raw,51,7,0.627485
471,raw,raw,52,7,0.765455
472,raw,raw,53,7,0.591664
473,raw,raw,54,7,0.481033
474,raw,raw,55,7,0.653708
475,raw,raw,56,7,0.451628
476,raw,raw,57,7,0.649799
477,raw,raw,58,7,0.677295
478,raw,raw,59,7,0.518998
479,raw,raw,60,7,0.60925
480,raw,raw,61,7,0.531941
481,raw,raw,62,7,0.362107
482,raw,raw,63,7,0.435808
483,raw,raw,64,7,0.528217
484,raw,raw,65,7,0.694638
485,raw,raw,66,7,0.718662
486,raw,raw,67,7,0.608041
487,raw,raw,68,7,0.54372
488,raw,raw,69,7,0.525349
489,raw,raw,70,7,0.58045
490,raw,raw,1,8,0.616606
491,raw,raw,2,8,0.584577
492,raw,raw,3,8,0.358452
493,raw,raw,4,8,0.564616
494,raw,raw,5,8,0.177604
495,raw,raw,6,8,0.711513
496,raw,raw,7,8,0.689178
497,raw,raw,8,8,0.0
498,raw,raw,9,8,0.813052
499,raw,raw,10,8,0.861169
500,raw,raw,11,8,0.715228
501,raw,raw,12,8,0.886626
502,raw,raw,13,8,0.709471
503,raw,raw,14,8,0.908423
504,raw,raw,15,8,0.682044
505,raw,raw,16,8,0.729263
506,raw,raw,17,8,0.719655
507,raw,raw,18,8,0.695989
508,raw,raw,19,8,0.398498
509,raw,raw,20,8,0.686222
510,raw,raw,21,8,0.558562
511,raw,raw,22,8,0.803932
512,raw,raw,23,8,0.803145
513,raw,raw,24,8,0.597004
514,raw,raw,25,8,0.777438
515,raw,raw,26,8,0.719058
516,raw,raw,27,8,0.566418
517,raw,raw,28,8,0.518478
518,raw,raw,29,8,0.659466
519,raw,raw,30,8,0.810076
520,raw,raw,31,8,0.702265
521,raw,raw,32,8,0.580994
522,raw,raw,33,8,0.414423
523,raw,raw,34,8,0.715289
524,raw,raw,35,8,0.552726
525,raw,raw,36,8,0.630559
526,raw,raw,37,8,0.672905
527,raw,raw,38,8,0.317679
528,raw,raw,39,8,0.630378
529,raw,raw,40,8,0.205101
530,raw,raw,41,8,0.748026
531,raw,raw,42,8,0.481405
532,raw,raw,43,8,0.905773
533,raw,raw,44,8,0.564773
534,raw,raw,45,8,0.633481
535,raw,raw,46,8,0.594489
536,raw,raw,47,8,0.928109
537,raw,raw,48,8,0.704552
538,raw,raw,49,8,0.912235
539,raw,raw,50,8,0.713445
540,raw,raw,51,8,0.6362
541,raw,raw,52,8,0.720387
542,raw,raw,53,8,0.698322
543,raw,raw,54,8,0.592076
544,raw,raw,55,8,0.650293
545,raw,raw,56,8,0.680155
546,raw,raw,57,8,0.782272
547,raw,raw,58,8,0.755085
548,raw,raw,59,8,0.597851
549,raw,raw,60,8,0.726661
550,raw,raw,61,8,0.567841
551,raw,raw,62,8,0.52172
552,raw,raw,63,8,0.490119
553,raw,raw,64,8,0.6459
554,raw,raw,65,8,0.798128
555,raw,raw,66,8,0.702829
556,raw,raw,67,8,0.719255
557,raw,raw,68,8,0.579602
558,raw,raw,69,8,0.46193
559,raw,raw,70,8,0.524827
560,raw,raw,1,9,0.512816
561,raw,raw,2,9,0.631164
562,raw,raw,3,9,0.323597
563,raw,raw,4,9,0.782866
564,raw,raw,5,9,0.214665
565,raw,raw,6,9,0.54984
566,raw,raw,7,9,0.64132
567,raw,raw,8,9,0.813052
568,raw,raw,9,9,0.0
569,raw,raw,10,9,0.820535
570,raw,raw,11,9,0.658181
571,raw,raw,12,9,0.698916
572,raw,raw,13,9,0.687118
573,raw,raw,14,9,0.757512
574,raw,raw,15,9,0.588529
575,raw,raw,16,9,0.809518
576,raw,raw,17,9,0.631873
577,raw,raw,18,9,0.585252
578,raw,raw,19,9,0.381349
579,raw,raw,20,9,0.793119
580,raw,raw,21,9,0.580683
581,raw,raw,22,9,0.630968
582,raw,raw,23,9,0.69252
583,raw,raw,24,9,0.611049
584,raw,raw,25,9,0.656075
585,raw,raw,26,9,0.714913
586,raw,raw,27,9,0.498503
587,raw,raw,28,9,0.655828
588,raw,raw,29,9,0.640818
589,raw,raw,30,9,0.75412
590,raw,raw,31,9,0.668042
591,raw,raw,32,9,0.603099
592,raw,raw,33,9,0.563078
593,raw,raw,34,9,0.630601
594,raw,raw,35,9,0.476733
595,raw,raw,36,9,0.525601
596,raw,raw,37,9,0.62386
597,raw,raw,38,9,0.221434
598,raw,raw,39,9,0.655827
599,raw,raw,40,9,0.165468
600,raw,raw,41,9,0.618141
601,raw,raw,42,9,0.508042
602,raw,raw,43,9,0.837159
603,raw,raw,44,9,0.700091
604,raw,raw,45,9,0.698222
605,raw,raw,46,9,0.45892
606,raw,raw,47,9,0.802087
607,raw,raw,48,9,0.593534
608,raw,raw,49,9,0.756835
609,raw,raw,50,9,0.548432
610,raw,raw,51,9,0.653601
611,raw,raw,52,9,0.623201
612,raw,raw,53,9,0.617213
613,raw,raw,54,9,0.551199
614,raw,raw,55,9,0.593461
615,raw,raw,56,9,0.564522
616,raw,raw,57,9,0.602629
617,raw,raw,58,9,0.66109
618,raw,raw,59,9,0.502415
619,raw,raw,60,9,0.631849
620,raw,raw,61,9,0.599222
621,raw,raw,62,9,0.382679
622,raw,raw,63,9,0.524196
623,raw,raw,64,9,0.517733
624,raw,raw,65,9,0.808019
625,raw,raw,66,9,0.611998
626,raw,raw,67,9,0.709677
627,raw,raw,68,9,0.502556
628,raw,raw,69,9,0.441778
629,raw,raw,70,9,0.516431
630,raw,raw,1,10,0.618475
631,raw,raw,2,10,0.687165
632,raw,raw,3,10,0.443185
633,raw,raw,4,10,0.619111
634,raw,raw,5,10,0.160444
635,raw,raw,6,10,0.591869
636,raw,raw,7,10,0.649873
637,raw,raw,8,10,0.861169
638,raw,raw,9,10,0.820535
639,raw,raw,10,10,0.0
640,raw,raw,11,10,0.604655
641,raw,raw,12,10,0.725824
642,raw,raw,13,10,0.737191
643,raw,raw,14,10,0.711376
644,raw,raw,15,10,0.658301
645,raw,raw,16,10,0.793945
646,raw,raw,17,10,0.581749
647,raw,raw,18,10,0.615014
648,raw,raw,19,10,0.543843
649,raw,raw,20,10,0.698867
650,raw,raw,21,10,0.704583
651,raw,raw,22,10,0.665339
652,raw,raw,23,10,0.701392
653,raw,raw,24,10,0.502543
654,raw,raw,25,10,0.691873
655,raw,raw,26,10,0.655017
656,raw,raw,27,10,0.560029
657,raw,raw,28,10,0.625382
658,raw,raw,29,10,0.681216
659,raw,raw,30,10,0.800921
660,raw,raw,31,10,0.782274
661,raw,raw,32,10,0.657587
662,raw,raw,33,10,0.351367
663,raw,raw,34,10,0.700271
664,raw,raw,35,10,0.582879
665,raw,raw,36,10,0.650602
666,raw,raw,37,10,0.76193
667,raw,raw,38,10,0.375163
668,raw,raw,39,10,0.595561
669,raw,raw,40,10,0.279205
670,raw,raw,41,10,0.638793
671,raw,raw,42,10,0.43973
672,raw,raw,43,10,0.870397
673,raw,raw,44,10,0.641832
674,raw,raw,45,10,0.773808
675,raw,raw,46,10,0.480226
676,raw,raw,47,10,0.835643
677,raw,raw,48,10,0.724289
678,raw,raw,49,10,0.747756
679,raw,raw,50,10,0.718003
680,raw,raw,51,10,0.721197
681,raw,raw,52,10,0.63974
682,raw,raw,53,10,0.612823
683,raw,raw,54,10,0.702321
684,raw,raw,55,10,0.640668
685,raw,raw,56,10,0.755845
686,raw,raw,57,10,0.647295
687,raw,raw,58,10,0.631596
688,raw,raw,59,10,0.583184
689,raw,raw,60,10,0.645793
690,raw,raw,61,10,0.537205
691,raw,raw,62,10,0.526031
692,raw,raw,63,10,0.553786
693,raw,raw,64,10,0.631513
694,raw,raw,65,10,0.772798
695,raw,raw,66,10,0.754028
696,raw,raw,67,10,0.740367
697,raw,raw,68,10,0.550565
698,raw,raw,69,10,0.55234
699,raw,raw,70,10,0.552196
700,raw,raw,1,11,0.733692
701,raw,raw,2,11,0.591263
702,raw,raw,3,11,0.343861
703,raw,raw,4,11,0.447925
704,raw,raw,5,11,0.366728
705,raw,raw,6,11,0.643031
706,raw,raw,7,11,0.723199
707,raw,raw,8,11,0.715228
708,raw,raw,9,11,0.658181
709,raw,raw,10,11,0.604655
710,raw,raw,11,11,0.0
711,raw,raw,12,11,0.646539
712,raw,raw,13,11,0.642667
713,raw,raw,14,11,0.702735
714,raw,raw,15,11,0.753787
715,raw,raw,16,11,0.692499
716,raw,raw,17,11,0.639614
717,raw,raw,18,11,0.546315
718,raw,raw,19,11,0.085263
719,raw,raw,20,11,0.573942
720,raw,raw,21,11,0.381022
721,raw,raw,22,11,0.63683
722,raw,raw,23,11,0.618925
723,raw,raw,24,11,0.642527
724,raw,raw,25,11,0.598084
725,raw,raw,26,11,0.884618
726,raw,raw,27,11,0.685111
727,raw,raw,28,11,0.472479
728,raw,raw,29,11,0.644422
729,raw,raw,30,11,0.620377
730,raw,raw,31,11,0.552958
731,raw,raw,32,11,0.36057
732,raw,raw,33,11,0.553116
733,raw,raw,34,11,0.681686
734,raw,raw,35,11,0.501515
735,raw,raw,36,11,0.62675
736,raw,raw,37,11,0.440649
737,raw,raw,38,11,0.306217
738,raw,raw,39,11,0.474316
739,raw,raw,40,11,0.323168
740,raw,raw,41,11,0.776453
741,raw,raw,42,11,0.375368
742,raw,raw,43,11,0.762869
743,raw,raw,44,11,0.612401
744,raw,raw,45,11,0.563999
745,raw,raw,46,11,0.862388
746,raw,raw,47,11,0.673496
747,raw,raw,48,11,0.600845
748,raw,raw,49,11,0.721505
749,raw,raw,50,11,0.676896
750,raw,raw,51,11,0.672682
751,raw,raw,52,11,0.72425
752,raw,raw,53,11,0.556016
753,raw,raw,54,11,0.302092
754,raw,raw,55,11,0.547259
755,raw,raw,56,11,0.390326
756,raw,raw,57,11,0.649741
757,raw,raw,58,11,0.585883
758,raw,raw,59,11,0.520522
759,raw,raw,60,11,0.497859
760,raw,raw,61,11,0.774316
761,raw,raw,62,11,0.532934
762,raw,raw,63,11,0.43486
763,raw,raw,64,11,0.608961
764,raw,raw,65,11,0.642006
765,raw,raw,66,11,0.624868
766,raw,raw,67,11,0.486292
767,raw,raw,68,11,0.425527
768,raw,raw,69,11,0.574689
769,raw,raw,70,11,0.44567
770,raw,raw,1,12,0.44901
771,raw,raw,2,12,0.4832
772,raw,raw,3,12,0.227339
773,raw,raw,4,12,0.442822
774,raw,raw,5,12,0.000414
775,raw,raw,6,12,0.824738
776,raw,raw,7,12,0.673731
777,raw,raw,8,12,0.886626
778,raw,raw,9,12,0.698916
779,raw,raw,10,12,0.725824
780,raw,raw,11,12,0.646539
781,raw,raw,12,12,0.0
782,raw,raw,13,12,0.642348
783,raw,raw,14,12,0.910131
784,raw,raw,15,12,0.594875
785,raw,raw,16,12,0.621107
786,raw,raw,17,12,0.665984
787,raw,raw,18,12,0.643951
788,raw,raw,19,12,0.244916
789,raw,raw,20,12,0.619954
790,raw,raw,21,12,0.430258
791,raw,raw,22,12,0.922007
792,raw,raw,23,12,0.742333
793,raw,raw,24,12,0.459602
794,raw,raw,25,12,0.671939
795,raw,raw,26,12,0.627225
796,raw,raw,27,12,0.416306
797,raw,raw,28,12,0.378115
798,raw,raw,29,12,0.52564
799,raw,raw,30,12,0.723402
800,raw,raw,31,12,0.550739
801,raw,raw,32,12,0.443749
802,raw,raw,33,12,0.385833
803,raw,raw,34,12,0.698551
804,raw,raw,35,12,0.420236
805,raw,raw,36,12,0.485966
806,raw,raw,37,12,0.524397
807,raw,raw,38,12,0.204608
808,raw,raw,39,12,0.547222
809,raw,raw,40,12,0.079486
810,raw,raw,41,12,0.758621
811,raw,raw,42,12,0.456074
812,raw,raw,43,12,0.776984
813,raw,raw,44,12,0.410339
814,raw,raw,45,12,0.519449
815,raw,raw,46,12,0.517052
816,raw,raw,47,12,0.898286
