,Dataset1,Dataset2,Sxfm,Dxfm,Effect.Batch,pvalue.Batch,Effect.Sex,pvalue.Sex,Effect.Age,pvalue.Age
54,UPSM1,JHNU,raw,zscore,-0.04062380742836337,1.0,0.031209328929255008,0.001522896185362149,0.008508452815709213,0.06258767512914513
55,UPSM1,JHNU,raw,combat,-0.02451196346849532,1.0,0.03166794195830362,0.0014168733587573215,0.02336284264107668,0.005296763718543099
56,UPSM1,IPCAS8,raw,raw,0.16548695286852638,4.543196943516679e-11,0.023668019216963793,0.007886744096964828,0.17726829028837338,9.737076524250885e-12
57,UPSM1,IPCAS8,raw,ptr,-0.05452947158047894,1.0,0.023836329539262135,0.007699367642578371,-0.03657792152999286,1.0
58,UPSM1,IPCAS8,raw,zscore,-0.047001369006613496,1.0,0.024034838593302094,0.007484209358699833,-0.029501836523929313,1.0
59,UPSM1,IPCAS8,raw,combat,-0.025795978205622076,1.0,0.02491789747876082,0.0065990522156264084,-0.008189957734170996,1.0
60,UPSM1,LMU3,raw,raw,0.20570815551623728,1.933851069829355e-14,0.033675373015713786,0.001240448771370267,0.20991918026796372,1.062176690461099e-14
61,UPSM1,LMU3,raw,ptr,-0.051275584194894995,1.0,0.02749130736206747,0.0031863523122094345,-0.042503602847495194,1.0
62,UPSM1,LMU3,raw,zscore,-0.04404166540437773,1.0,0.028490031043634376,0.0027336793480403315,-0.03528345242164822,1.0
63,UPSM1,LMU3,raw,combat,-0.021644645710346893,1.0,0.02826251291813926,0.0028306966122982106,-0.012640177241205381,1.0
64,UPSM1,IACAS,raw,raw,0.4209144049681359,1.6683280479116614e-28,0.017240855859416433,0.01444762815236351,0.3518160966247268,3.949260332925027e-24
65,UPSM1,IACAS,raw,ptr,-0.048765228430990896,1.0,0.022451051458361713,0.006209929785900135,-0.004961055527040007,1.0
66,UPSM1,IACAS,raw,zscore,-0.041439611522041106,1.0,0.02100217259264802,0.007840153720094178,0.0002777136652919485,0.2986395674112462
67,UPSM1,IACAS,raw,combat,-0.022614322219480044,1.0,0.022522918583583764,0.006138723844080339,0.02033801507823911,0.0087278472062167
68,UPSM1,MRNTRT,raw,raw,0.3459717177921416,6.978078639412705e-26,0.021527053112059314,0.005155480121058509,0.1725694512405494,8.422457631670886e-14
69,UPSM1,MRNTRT,raw,ptr,-0.04346592048090304,1.0,0.026281198906343346,0.002252921463115212,0.02773239146440279,0.0017535203713271638
70,UPSM1,MRNTRT,raw,zscore,-0.03781274426701772,1.0,0.024536887439966366,0.003048529930825655,0.028497613789375736,0.0015369834855501433
71,UPSM1,MRNTRT,raw,combat,-0.017680913300405984,1.0,0.02667383058841778,0.0021050492968226475,0.03972922854372491,0.00022688961212353337
72,UPSM1,SWU2,raw,raw,0.2937744545391435,3.976702511073714e-20,0.031543823241556836,0.0016011316409932732,0.20574100655886066,1.2669374190445639e-14
73,UPSM1,SWU2,raw,ptr,-0.04950717384622843,1.0,0.028506871230697388,0.002561759155693814,0.014456111620565069,0.023849613119963455
74,UPSM1,SWU2,raw,zscore,-0.04258858320810573,1.0,0.031114131597803282,0.001710907696017637,0.017328750286943743,0.01495836483480298
75,UPSM1,SWU2,raw,combat,-0.023900956563924027,1.0,0.032373033884456164,0.0014090280793279087,0.03383851969318541,0.0011246919845771652
76,UPSM1,SWU3,raw,raw,0.30903653466931125,1.5507177548214078e-20,0.0328260673490798,0.0015152367156506161,0.18908300235744738,3.0327323696421883e-13
77,UPSM1,SWU3,raw,ptr,-0.048300169893987326,1.0,0.027938370612212375,0.003162973414220206,0.023120154083030756,0.006591055202290311
78,UPSM1,SWU3,raw,zscore,-0.04157011282314795,1.0,0.02800365986369711,0.0031318648141277546,0.025199211392344347,0.00479551767302153
79,UPSM1,SWU3,raw,combat,-0.02436681382160305,1.0,0.0306450835713099,0.0021022523450623058,0.03811128341384321,0.0006889902895179843
80,UPSM1,MPG1,raw,raw,0.9710359398310213,3.6592392757964026e-55,-0.0006368057234809086,0.359350510508912,0.4642188678733009,2.2098023657245693e-27
81,UPSM1,MPG1,raw,ptr,0.7491712513082123,5.145741135551171e-43,0.008105072512369298,0.08151802765309715,0.375393609462921,1.70034062504928e-22
82,UPSM1,MPG1,raw,zscore,0.007902525433881116,0.08411543107684749,0.024293950566158004,0.007717941849788567,0.04825077892354137,0.00029357548228737623
83,UPSM1,MPG1,raw,combat,-0.012713844105436904,1.0,0.02527462166350696,0.006728956969439538,0.0403472167299215,0.0008507314305288742
84,UPSM1,IPCAS2,raw,raw,0.40520938285351055,2.6152175410539196e-28,0.034546925923410896,0.0007771677429014198,0.07355843977479809,1.688490030682054e-06
85,UPSM1,IPCAS2,raw,ptr,-0.04850020573007417,1.0,0.02697826442906471,0.0026420459505306537,0.04694354622397511,0.00010812957262575537
86,UPSM1,IPCAS2,raw,zscore,-0.04201008115386363,1.0,0.027378363603610928,0.002475312774386062,0.047491473276226555,9.916907069896732e-05
87,UPSM1,IPCAS2,raw,combat,-0.026521225234258813,1.0,0.02944069878305021,0.0017706164171454226,0.04862910389069466,8.287828601962835e-05
88,UPSM1,SWU1,raw,raw,0.2447756227019333,2.4548570844701156e-17,0.046219146010389914,0.0001511896799036668,0.20167030814797768,1.365706031874989e-14
89,UPSM1,SWU1,raw,ptr,-0.048594597567690544,1.0,0.03416139394455385,0.0009759516168571379,0.010594102613623275,0.04386642999067069
90,UPSM1,SWU1,raw,zscore,-0.04217027830294144,1.0,0.03604399857882912,0.0007278625384641175,0.013977214570561867,0.024776855599823237
91,UPSM1,SWU1,raw,combat,-0.023904898997845814,1.0,0.03954863813857924,0.0004225922598936094,0.03210202481793637,0.001346633673543683
92,UPSM1,UM,raw,raw,0.5907750281240083,2.94806330903884e-52,0.03674229819438024,9.029558413399939e-05,0.5890493114227958,4.1334285717016126e-52
93,UPSM1,UM,raw,ptr,-0.03936176557271558,1.0,0.021895770944860685,0.0020111288036963665,-0.034820059992890035,1.0
94,UPSM1,UM,raw,zscore,-0.033442020661307185,1.0,0.021715812919398166,0.002089542312769707,-0.02890484367658044,1.0
95,UPSM1,UM,raw,combat,-0.020692908342346418,1.0,0.024684565789640994,0.0011144953388627984,-0.016290650131372205,1.0
96,BNU1,HNU1,raw,raw,0.2621745459749441,7.874182809580161e-25,0.08556028936106765,2.938619849415758e-09,0.15370683712727623,2.687907240045345e-15
97,BNU1,HNU1,raw,ptr,-0.03235760957498753,1.0,0.08914316929579662,1.4083298279827715e-09,0.16254008098050246,4.472699550628907e-16
98,BNU1,HNU1,raw,zscore,-0.027611235151630647,1.0,0.08703107129080977,2.1725752648196443e-09,0.16245278490272713,4.552645254385039e-16
99,BNU1,HNU1,raw,combat,-0.013280257169799116,1.0,0.09274982834747614,6.721249660560106e-10,0.15818219903668945,1.083266437671346e-15
100,BNU1,IBATRT,raw,raw,0.35286098630283147,2.0785122751302172e-13,0.016514804638515606,0.06221915707736601,0.19641028507071717,3.405509766352453e-08
101,BNU1,IBATRT,raw,ptr,-0.09660810898765589,1.0,0.019363882465278,0.04815459465362549,0.056898836112270326,0.0020160934997528277
102,BNU1,IBATRT,raw,zscore,-0.08451154428509801,1.0,0.01823137023547744,0.05329305951422131,0.05803567332949172,0.001837322272324445
103,BNU1,IBATRT,raw,combat,-0.03581698183890079,1.0,0.022473092662378527,0.03655630770439222,0.08520523653023046,0.0002054265245134468
104,BNU1,IPCAS1,raw,raw,0.22402903765487986,1.2792691376896928e-09,0.0459464780399976,0.0038538253069851096,0.09968827325653057,3.8374818851677405e-05
105,BNU1,IPCAS1,raw,ptr,-0.09550517447818155,1.0,0.026764055177205943,0.021543904589626097,0.04344322593077508,0.0048063039933073145
106,BNU1,IPCAS1,raw,zscore,-0.08346085043429083,1.0,0.02719953848384189,0.02069939160185697,0.04580536218475944,0.0039020180896709574
107,BNU1,IPCAS1,raw,combat,-0.027919104652641007,1.0,0.03205008301646648,0.013305630679814785,0.05451664977115879,0.001820095098765612
108,BNU1,Utah1,raw,raw,0.41839186764079456,9.196217195294528e-16,0.11613887251789042,1.5679142199170255e-05,0.14821330441503058,1.230820367085698e-06
109,BNU1,Utah1,raw,ptr,-0.09888646881771432,1.0,-0.010019195789033482,1.0,0.05213679857808808,0.00281325182901938
110,BNU1,Utah1,raw,zscore,-0.08013617377287105,1.0,-0.005684806250421804,0.7123819210503831,0.048957593465543556,0.0036674267730406763
111,BNU1,Utah1,raw,combat,-0.036670027673920504,1.0,0.006860838477322122,0.15292315590597208,0.06757200768040823,0.0007872963329425297
112,BNU1,SWU4,raw,raw,0.03501393191365457,5.050906849749789e-06,0.03299784673236587,9.17089239316166e-06,0.033203719937956275,8.628435558980396e-06
113,BNU1,SWU4,raw,ptr,-0.024505254729930537,1.0,0.034837204434571487,5.321737932569651e-06,0.002823889727486943,0.10697695296503053
114,BNU1,SWU4,raw,zscore,-0.021863250533470626,1.0,0.03380016535631865,7.231905725154489e-06,0.00333516646205439,0.08925803323806289
115,BNU1,SWU4,raw,combat,-0.009544689358291501,1.0,0.03354314690832863,7.803486661371176e-06,0.011747296477630882,0.0056804751483097
116,BNU1,UWM,raw,raw,0.4536324323295496,9.62488175435989e-17,0.02683723802123183,0.024975477138750573,0.0646392798506031,0.0010737369158274996
117,BNU1,UWM,raw,ptr,-0.09899762509380369,1.0,0.03485472897971922,0.012573081603026365,0.06674678218541105,0.0009052307196064608
118,BNU1,UWM,raw,zscore,-0.0849727964302754,1.0,0.03527086484350779,0.012137791927823926,0.06437425974230494,0.001097061662079799
119,BNU1,UWM,raw,combat,-0.03785763738686164,1.0,0.034954050542046526,0.012467752331687065,0.06610685081657239,0.0009533581707398192
120,BNU1,BNU2,raw,raw,0.02757105463326772,0.04462339793531392,0.02437268595445726,0.05503598248256861,0.09728110557016731,0.0006246914972984626
121,BNU1,BNU2,raw,ptr,-0.13955119800170443,1.0,0.025756912472114625,0.05024510602052944,0.08595906381476914,0.0012228500634324402
122,BNU1,BNU2,raw,zscore,-0.11676681917765086,1.0,0.025335241074921216,0.051655958182437595,0.08375666365014955,0.0013943652388102505
123,BNU1,BNU2,raw,combat,-0.05799733968204155,1.0,0.025107695259982896,0.05243464460770807,0.09182384209794857,0.0008629874120796726
124,BNU1,BNU3,raw,raw,-0.000946397690438268,0.3537574020405565,0.025647636982011248,0.02852837209017756,0.06770265733886015,0.000901343974477961
125,BNU1,BNU3,raw,ptr,-0.09713251447711782,1.0,0.02981118559894038,0.01999815513747929,0.07027763021598325,0.0007340105462742664
126,BNU1,BNU3,raw,zscore,-0.08086198820544531,1.0,0.0274824886799743,0.024379807610021537,0.0679878647214194,0.0008810535088614246
127,BNU1,BNU3,raw,combat,-0.03830930126364227,1.0,0.025979354627113652,0.027727284916499145,0.06786417055926183,0.0008897961426816529
128,BNU1,NYU1,raw,raw,0.4176521537331209,7.466847911010502e-18,0.03116803633998065,0.011067751616421895,0.20239660785781544,1.5911107949795964e-09
129,BNU1,NYU1,raw,ptr,-0.08748039369184064,1.0,0.03165214528679459,0.010552721531854242,0.03474563762440913,0.007792784669486552
130,BNU1,NYU1,raw,zscore,-0.0739409611051571,1.0,0.030768631756454657,0.011512050135269535,0.0364850530899924,0.006577430134422412
131,BNU1,NYU1,raw,combat,-0.030561777922858066,1.0,0.03158659892426572,0.010620990068780034,0.05972099627787417,0.0007144883177701493
132,BNU1,XHCUMS,raw,raw,0.324310443884008,4.102923343352029e-17,0.02946784680148263,0.006760259700693879,0.34311177380476804,5.291323658010914e-18
133,BNU1,XHCUMS,raw,ptr,-0.06620902092601427,1.0,0.0384085856686191,0.0023448866171465106,-0.04778450981697387,1.0
134,BNU1,XHCUMS,raw,zscore,-0.0570241642290789,1.0,0.03856422266732064,0.0023024371864379676,-0.0391129648285895,1.0
135,BNU1,XHCUMS,raw,combat,-0.025491111082719654,1.0,0.036325461405039956,0.0029958827045584997,-0.0025562892519589587,0.5021461008710782
136,BNU1,IPCAS5,raw,raw,0.06261790828898424,0.001551036836491791,0.03680367308438806,0.012075643691211104,0.09425023071880742,0.00013490189658593585
137,BNU1,IPCAS5,raw,ptr,-0.09355570941618281,1.0,-0.007242600976955371,1.0,-0.024096475177669507,1.0
138,BNU1,IPCAS5,raw,zscore,-0.05696137006446061,1.0,0.0014091430878779634,0.27273952131630186,-0.0012693685088728578,0.3659968869483222
139,BNU1,IPCAS5,raw,combat,-0.003399126474699997,0.4749113351877553,0.020980443831476618,0.044932161752523646,0.040801430448775516,0.008738990351055855
140,BNU1,IPCAS6,raw,raw,0.38560480599385927,8.65075627186716e-13,0.08338204948018926,0.0005798221161966924,0.18994884874006177,4.00203660659438e-07
141,BNU1,IPCAS6,raw,ptr,-0.1063563540860564,1.0,0.0989252586891424,0.00019691618477515297,0.19415114197594738,3.0156696305030514e-07
142,BNU1,IPCAS6,raw,zscore,-0.09278803516359431,1.0,0.08994378798293336,0.00036708732491409074,0.17851396287168486,8.652555826431428e-07
143,BNU1,IPCAS6,raw,combat,-0.038125967636143655,1.0,0.09414227017449081,0.000274258006257392,0.19218316129381854,3.4429238919240105e-07
144,BNU1,JHNU,raw,raw,0.13447155191441737,2.084603940302041e-06,0.032181418117023367,0.013148442775098435,0.06363137917780502,0.0008263830014936411
145,BNU1,JHNU,raw,ptr,-0.08481528483070709,1.0,0.026752616376880294,0.02156656207444624,0.0642733543546944,0.0007818902014843095
146,BNU1,JHNU,raw,zscore,-0.07430043746070561,1.0,0.02419877383937697,0.02729895122723131,0.06250615121082734,0.0009106351971852898
147,BNU1,JHNU,raw,combat,-0.027704560805916947,1.0,0.027286992136795484,0.02053396880797502,0.06519536060754924,0.0007221878431035285
148,BNU1,IPCAS8,raw,raw,0.10587643897949837,0.00015255306168565622,0.036123973151635576,0.018463584084289417,0.12109687769315086,5.5269679194066103e-05
149,BNU1,IPCAS8,raw,ptr,-0.11295676655881404,1.0,0.0390043643676694,0.015016338808562638,-0.09900398060633098,1.0
150,BNU1,IPCAS8,raw,zscore,-0.09824110112036624,1.0,0.038970705961560194,0.01505253172246383,-0.085358058658192,1.0
151,BNU1,IPCAS8,raw,combat,-0.04102079503279535,1.0,0.03641349157040964,0.018082900954758244,-0.02522661545446982,1.0
152,BNU1,LMU3,raw,raw,0.35630889467629584,1.597514258149395e-13,0.02799096316351878,0.022604508976087748,0.3678905727177146,6.601031765667296e-14
153,BNU1,LMU3,raw,ptr,-0.10273532577714126,1.0,0.021651042781067296,0.03930453486341526,-0.09268032987795236,1.0
154,BNU1,LMU3,raw,zscore,-0.08778324275041902,1.0,0.020657030763515556,0.042919890489845174,-0.07783228225907429,1.0
155,BNU1,LMU3,raw,combat,-0.03541165842801173,1.0,0.021856541532933173,0.03859782242857187,-0.020614674962612874,1.0
156,BNU1,IACAS,raw,raw,0.40099928482168457,8.464701503496289e-16,0.02174802150160526,0.03473946108704041,0.08430626457223604,0.00014743418333193397
157,BNU1,IACAS,raw,ptr,-0.09470175893323957,1.0,0.021670188772110303,0.0349921118148088,0.04066643728466092,0.006287636962856227
158,BNU1,IACAS,raw,zscore,-0.08059567512070988,1.0,0.022209503922023466,0.03328011105142079,0.043913323450310945,0.004723901933623988
159,BNU1,IACAS,raw,combat,-0.031546694881876086,1.0,0.023508378280758992,0.029506229736133014,0.04794878059071979,0.00331788724650467
160,BNU1,MRNTRT,raw,raw,0.40891686001426025,1.349276561956572e-18,0.020255156350556185,0.02866344011405413,0.1010358095489965,8.18698270906275e-06
161,BNU1,MRNTRT,raw,ptr,-0.07789774736538324,1.0,0.026444291469928452,0.014758400450568759,0.049491133608980505,0.0013632631003463566
162,BNU1,MRNTRT,raw,zscore,-0.06753955037843896,1.0,0.024948496486319208,0.017303078138860596,0.04796139013920892,0.001592169615382513
163,BNU1,MRNTRT,raw,combat,-0.027200127864651275,1.0,0.026992556504789617,0.01392514828448725,0.0547614922630386,0.0008003594629199218
164,BNU1,SWU2,raw,raw,0.20331214428086444,1.3143042309263011e-08,0.026415858365248557,0.02437089393489541,0.1157016102038119,1.4379993362117112e-05
165,BNU1,SWU2,raw,ptr,-0.0956987399738652,1.0,0.0234928541890937,0.03163996034759201,0.04815983335572196,0.0037180751181706056
166,BNU1,SWU2,raw,zscore,-0.08222634742051209,1.0,0.024938742960449223,0.027797763235633627,0.04932486157722523,0.003368968586332831
167,BNU1,SWU2,raw,combat,-0.02831122608727213,1.0,0.025232256350369846,0.027078993061622057,0.06536944310816817,0.0008788276177164263
168,BNU1,SWU3,raw,raw,0.09253845851599146,0.00013937199402361245,0.033630964897088556,0.015054138868593081,0.12674096443653474,1.0037974233090325e-05
169,BNU1,SWU3,raw,ptr,-0.08988369800376586,1.0,0.031879890231272454,0.017410995436941308,0.045831890899702236,0.005548284709685139
170,BNU1,SWU3,raw,zscore,-0.07824122839917041,1.0,0.03106548884396907,0.018633786545322575,0.0453948702007229,0.00574801155636142
171,BNU1,SWU3,raw,combat,-0.0292991398000567,1.0,0.030781980785878595,0.019079991533216958,0.0727910690493354,0.0006498397526496422
172,BNU1,MPG1,raw,raw,0.9771574814692521,9.297943786581707e-28,-0.00790753178400282,0.8353704518593529,0.08917263877183623,0.0005955327666815125
173,BNU1,MPG1,raw,ptr,0.8504969797749785,2.1170379693357984e-24,-0.005521082852907006,0.564513708523602,0.0691474089077387,0.0022094651713276342
174,BNU1,MPG1,raw,zscore,0.006363013457982516,0.18339140713957947,0.013085205803328968,0.10799562638526647,0.06688111573649795,0.0025664366019013266
175,BNU1,MPG1,raw,combat,-0.045784543001101234,1.0,0.01249403108901228,0.11299839436908724,0.0668426487210534,0.002572976399859773
176,BNU1,IPCAS2,raw,raw,0.11591728616996429,6.04435173459582e-06,0.03254003548048326,0.010991283875716872,0.13342401267478776,1.3054064867532072e-06
177,BNU1,IPCAS2,raw,ptr,-0.08935553185372282,1.0,0.02921869561054808,0.015065936739254979,-0.06647314473896553,1.0
178,BNU1,IPCAS2,raw,zscore,-0.07891680950015394,1.0,0.029677660054640544,0.014421116803957544,-0.05680027522105413,1.0
179,BNU1,IPCAS2,raw,combat,-0.02817663093445603,1.0,0.029259141882122384,0.015007937631343162,-0.005178877174573691,0.7184853021772097
180,BNU1,SWU1,raw,raw,0.12727043148774694,4.060657670455863e-06,0.03730537007322166,0.008468808051504443,0.08191702059266044,0.0001804147597358718
181,BNU1,SWU1,raw,ptr,-0.0907212972226396,1.0,0.04311385721034229,0.005067745690775016,0.058203423144942035,0.001363630946401593
182,BNU1,SWU1,raw,zscore,-0.08013318313345937,1.0,0.04406009092452281,0.004663408138210101,0.05809674014966381,0.0013762279958501914
183,BNU1,SWU1,raw,combat,-0.026401872067410605,1.0,0.03755389967136265,0.008283794626018496,0.06693477634493983,0.0006445742424673332
184,BNU1,UM,raw,raw,0.6582488055725401,2.5162956838073823e-39,0.04956888156205665,0.0001940427502319055,0.655237292072692,3.73048489949218e-39
185,BNU1,UM,raw,ptr,-0.06621799774185147,1.0,0.02377706061168077,0.007363710775941641,-0.05817230444858149,1.0
186,BNU1,UM,raw,zscore,-0.05752892578106148,1.0,0.022778268179999034,0.008512505196427794,-0.0496474496948884,1.0
187,BNU1,UM,raw,combat,-0.03566543284294202,1.0,0.02465945894280653,0.0064809732273303925,-0.026607038934676388,1.0
188,HNU1,IBATRT,raw,raw,0.194913636729371,8.80805609330564e-17,0.10236471204980369,1.2904705781020156e-09,0.1704782252035266,6.758080692652473e-15
189,HNU1,IBATRT,raw,ptr,-0.03592157031716176,1.0,0.10148693856407207,1.5107459672164911e-09,0.14086425484640883,1.317822779250957e-12
