,Dataset1,Dataset2,Transform,Effect.Batch,pvalue.Batch,Effect.Sex,pvalue.Sex
28,IPCAS6,UWM,raw,0.6349324222788986,6.162124711873509e-13,0.14749799165465674,0.00034664912036351433
29,IPCAS6,UWM,ptr,-0.15258929534999835,1.0,0.22748688072740542,1.1777812790037624e-05
30,IPCAS6,UWM,zscore,-0.13849998665329674,1.0,0.20983965762740173,2.470431716245815e-05
31,IPCAS6,UWM,combat,-0.056415837096669766,1.0,0.22396690082559592,1.3650538448630865e-05
32,IPCAS6,NYU2,raw,0.24228070635804747,8.358236794883047e-17,0.0475791641926744,0.00014644882259904008
33,IPCAS6,NYU2,ptr,-0.054276134118872374,1.0,0.048696711998617505,0.0001238939332614415
34,IPCAS6,NYU2,zscore,-0.04559012035632855,1.0,0.04449826421259785,0.00023247584308619827
35,IPCAS6,NYU2,combat,-0.02474933911863837,1.0,0.048099634500690006,0.00013547128953545577
36,IPCAS6,HNU1,raw,0.19407920134965587,7.316486287233943e-16,0.11500750800479981,4.3424880345766625e-10
37,IPCAS6,HNU1,ptr,-0.036596357242826734,1.0,0.11237999130063742,6.771502995120663e-10
38,IPCAS6,HNU1,zscore,-0.03195201988007778,1.0,0.11120387086949067,8.261979438572367e-10
39,IPCAS6,HNU1,combat,-0.01642413107336049,1.0,0.1166037915062379,3.315637137288292e-10
40,IPCAS6,IPCAS1,raw,0.5502850628076452,1.1761713878813224e-12,0.21657770569951293,5.988121034326439e-06
41,IPCAS6,IPCAS1,ptr,-0.1498608298548075,1.0,0.21861459698177638,5.4413021967703695e-06
42,IPCAS6,IPCAS1,zscore,-0.13820232827847848,1.0,0.20585733888029775,9.917943865982361e-06
43,IPCAS6,IPCAS1,combat,-0.05448677638908786,1.0,0.23613371806761013,2.3910528793646067e-06
44,IPCAS6,UPSM1,raw,0.301044920868405,5.413010851220723e-19,0.03903603413898236,0.0008406026687871357
45,IPCAS6,UPSM1,ptr,,,,
46,IPCAS6,UPSM1,zscore,,,,
47,IPCAS6,UPSM1,combat,-0.025600599447597325,1.0,0.042256421561697885,0.0005358246353356756
48,IPCAS6,IACAS,raw,0.6390931127935499,2.787064148991332e-14,0.15339749080388806,0.00012927153446619616
49,IPCAS6,IACAS,ptr,,,,
50,IPCAS6,IACAS,zscore,,,,
51,IPCAS6,IACAS,combat,-0.057577864475809266,1.0,0.2352696880046262,2.8145519121571006e-06
52,IPCAS6,BNU3,raw,0.4684340985788713,8.965572161576874e-10,0.1824268375904105,9.521497216450574e-05
53,IPCAS6,BNU3,ptr,-0.16375619870342112,1.0,0.23263989303381988,1.2109660501484145e-05
54,IPCAS6,BNU3,zscore,-0.1440714556516981,1.0,0.20803958414030155,3.3167341422704923e-05
55,IPCAS6,BNU3,combat,-0.04762898328556984,1.0,0.22256340876504882,1.828619113044372e-05
56,IPCAS6,JHNU,raw,0.5371943846503179,2.144081140461893e-12,0.157696846807898,9.707714429268043e-05
57,IPCAS6,JHNU,ptr,,,,
58,IPCAS6,JHNU,zscore,,,,
59,IPCAS6,JHNU,combat,-0.05094353028645649,1.0,0.19148209699221092,1.9542281748985515e-05
60,IPCAS6,Utah1,raw,0.5507246470597877,1.0901156224505038e-11,0.5485679847109866,1.193094937251732e-11
61,IPCAS6,Utah1,ptr,-0.1551715865096363,1.0,0.26682047486669247,1.7250147435654189e-06
62,IPCAS6,Utah1,zscore,-0.1316244425602949,1.0,0.23666602037462067,6.261303447753668e-06
63,IPCAS6,Utah1,combat,-0.05781987186437309,1.0,0.3311143019839252,1.1218806921938905e-07
64,IPCAS6,IBATRT,raw,0.5552620973710543,1.5892386927067774e-11,0.18381306400656305,7.402645617971024e-05
65,IPCAS6,IBATRT,ptr,-0.1446764434276644,1.0,0.2422728152373773,6.342935461914701e-06
66,IPCAS6,IBATRT,zscore,-0.13453109187049916,1.0,0.2295993002560316,1.0780149124257198e-05
67,IPCAS6,IBATRT,combat,-0.054492123214345864,1.0,0.25415535625645996,3.861438558820063e-06
68,IPCAS6,LMU3,raw,0.5789833978297357,6.033474207355564e-12,0.20420265218039,3.131620582376217e-05
69,IPCAS6,LMU3,ptr,-0.16930127732512446,1.0,0.2625514885598318,2.720659546152935e-06
70,IPCAS6,LMU3,zscore,-0.1527745407582003,1.0,0.24557059699247913,5.5262664797828964e-06
71,IPCAS6,LMU3,combat,-0.06171329599761752,1.0,0.26804348453576626,2.16419018505115e-06
72,IPCAS6,SWU1,raw,0.45671867404954447,1.092792470788209e-10,0.22155941030291362,5.319154488941982e-06
73,IPCAS6,SWU1,ptr,-0.14185340766010998,1.0,0.24038254720859736,2.2206127207166597e-06
74,IPCAS6,SWU1,zscore,-0.13229872014244046,1.0,0.23781853197518926,2.5008284202510614e-06
75,IPCAS6,SWU1,combat,-0.049362620792236446,1.0,0.24457085462447237,1.8289763458299555e-06
76,IPCAS6,IPCAS5,raw,0.49412913811257553,8.839164183340393e-10,0.42902351435753333,1.0492822538307406e-08
77,IPCAS6,IPCAS5,ptr,,,,
78,IPCAS6,IPCAS5,zscore,,,,
79,IPCAS6,IPCAS5,combat,-0.027716707021773267,1.0,0.3351247444953808,3.7883936116076593e-07
80,UM,MPG1,raw,0.9758608797049366,1.5948768812230647e-40,0.030946465142236184,0.010190375467489474
81,UM,MPG1,ptr,,,,
82,UM,MPG1,zscore,,,,
83,UM,MPG1,combat,-0.026143489332409443,1.0,0.01989115370921754,0.031966383986637814
84,UM,IPCAS8,raw,0.30986951110946365,1.8973938532055888e-14,0.032967019276543226,0.0075725897863442556
85,UM,IPCAS8,ptr,-0.09246844678390952,1.0,0.034140247663076786,0.006705954573229466
86,UM,IPCAS8,zscore,-0.08262398364833407,1.0,0.03309896320775231,0.007469666959177819
87,UM,IPCAS8,combat,-0.04326891385694456,1.0,0.033866598492242994,0.006898580627708827
88,UM,NYU1,raw,0.6872061583583301,3.2276440542110037e-37,0.022419544035445126,0.01228967051717414
89,UM,NYU1,ptr,-0.0741054264343988,1.0,0.04374576935899459,0.0007833576200838916
90,UM,NYU1,zscore,-0.0641176815550074,1.0,0.04232254726964222,0.0009381610161525864
91,UM,NYU1,combat,-0.03546814063965205,1.0,0.04379548946606345,0.0007784429564966304
92,UM,SWU2,raw,0.5082132601734551,1.1073475805577696e-25,0.02790294474652799,0.008283053385513968
93,UM,SWU2,ptr,-0.08100201430233422,1.0,0.03661725428951048,0.0029533080455890937
94,UM,SWU2,zscore,-0.07127052406369588,1.0,0.038256420542422405,0.002437568343402808
95,UM,SWU2,combat,-0.04084109063110465,1.0,0.039177397704821953,0.0021889182591005437
96,UM,BNU2,raw,0.6508072235673286,6.657745242067765e-39,0.08546284624930095,1.444612975178479e-06
97,UM,BNU2,ptr,-0.06054172368508694,1.0,0.02016089198269879,0.012476735585792896
98,UM,BNU2,zscore,-0.054091912396108444,1.0,0.021529790690847053,0.010210797388724232
99,UM,BNU2,combat,-0.03331057127794646,1.0,0.02405850187877019,0.0070695584808958675
100,UM,BNU1,raw,0.6582488055723411,2.516295683872823e-39,0.04956888156205624,0.00019404275023191675
101,UM,BNU1,ptr,-0.06621799774182881,1.0,0.023777060611680726,0.007363710775941672
102,UM,BNU1,zscore,-0.057528925781045084,1.0,0.022778268179999187,0.008512505196427605
103,UM,BNU1,combat,-0.0356654328429307,1.0,0.024659458942806498,0.006480973227330424
104,UM,UWM,raw,0.6386124911275413,3.1259122964403107e-31,0.06909204253748591,8.209907608940613e-05
105,UM,UWM,ptr,-0.08290045799822959,1.0,0.037807507360918424,0.002790574052444376
106,UM,UWM,zscore,-0.07306810856191302,1.0,0.03742480053721185,0.0029161405535244106
107,UM,UWM,combat,-0.045792573627404194,1.0,0.04131395107557472,0.0018669777092500575
108,UM,NYU2,raw,0.6470214614616117,3.8362458266489193e-60,0.07456813817782347,1.7788889076556508e-08
109,UM,NYU2,ptr,-0.04167130467821584,1.0,0.01962215751346229,0.0025780907097154348
110,UM,NYU2,zscore,-0.03479542388511505,1.0,0.019953236948473622,0.0023928964408803507
111,UM,NYU2,combat,-0.02171200468083738,1.0,0.02063140843416273,0.002054561899155929
112,UM,HNU1,raw,0.6329949652498785,1.6674955829332372e-65,0.09165140463682515,5.0450552886586527e-11
113,UM,HNU1,ptr,-0.0296752082132924,1.0,0.0769117991028438,1.6240844544376309e-09
114,UM,HNU1,zscore,-0.025342469840851103,1.0,0.07662937753260417,1.7360332762975946e-09
115,UM,HNU1,combat,-0.01626462488290513,1.0,0.08384512779454521,3.167095242032732e-10
116,UM,IPCAS1,raw,0.5404039270241104,6.690594962285349e-28,0.025368501610929843,0.010306889678617754
117,UM,IPCAS1,ptr,-0.08186319003234976,1.0,0.035526703920892286,0.0029862099844433663
118,UM,IPCAS1,zscore,-0.07338619617984875,1.0,0.036480775141741376,0.002661996905020025
119,UM,IPCAS1,combat,-0.042731102232230346,1.0,0.03848791824962237,0.002091622192735896
120,UM,UPSM1,raw,0.5907750281237459,2.9480633091903295e-52,0.03674229819438129,9.02955841339799e-05
121,UM,UPSM1,ptr,,,,
122,UM,UPSM1,zscore,,,,
123,UM,UPSM1,combat,-0.020692908342337474,1.0,0.02468456578964104,0.00111449533886279
124,UM,IACAS,raw,0.4826435475670338,5.182045277123987e-25,0.031154159689320372,0.005159232088805766
125,UM,IACAS,ptr,,,,
126,UM,IACAS,zscore,,,,
127,UM,IACAS,combat,-0.035878338549734747,1.0,0.018660020324462432,0.024112191278873804
128,UM,BNU3,raw,0.49749532314786493,1.588661260639666e-24,0.03315450359503783,0.004954049347547009
129,UM,BNU3,ptr,-0.08390297720856552,1.0,0.018583623634830793,0.027400545741126305
130,UM,BNU3,zscore,-0.06986176612688076,1.0,0.017674706112601822,0.030580856634534987
131,UM,BNU3,combat,-0.034350446398411345,1.0,0.019968386022018173,0.023200577337405503
132,UM,JHNU,raw,0.5517589200371837,1.899338868111171e-28,0.0940339930613001,3.208789684017752e-06
133,UM,JHNU,ptr,,,,
134,UM,JHNU,zscore,,,,
135,UM,JHNU,combat,-0.03953427101961808,1.0,0.03205759641806894,0.004543661047755126
136,UM,Utah1,raw,0.5968708133174432,1.4176145600377114e-29,0.23788608949701615,7.412609408137313e-13
137,UM,Utah1,ptr,-0.08197380094362136,1.0,-0.012120130708876855,1.0
138,UM,Utah1,zscore,-0.0678094495576814,1.0,-0.008446499614081577,1.0
139,UM,Utah1,combat,-0.034908108611023475,1.0,0.007686173753267201,0.10489680021147865
140,UM,IBATRT,raw,0.4594069174986656,5.452808850083281e-23,0.05652129195374471,0.00033398594991299675
141,UM,IBATRT,ptr,-0.08022683160626295,1.0,0.026173803126985078,0.010808714467960388
142,UM,IBATRT,zscore,-0.07227878626871571,1.0,0.025885257937357853,0.01118362162275784
143,UM,IBATRT,combat,-0.039767960973246266,1.0,0.03102122198768954,0.006120574640699095
144,UM,LMU3,raw,0.2616753590349339,7.42687456342671e-14,0.057995387638557924,0.0002830990440328451
145,UM,LMU3,ptr,-0.08377100185842629,1.0,0.02375436171841389,0.014400127991586908
146,UM,LMU3,zscore,-0.0741111295123924,1.0,0.023632788133781158,0.014610110970853794
147,UM,LMU3,combat,-0.03469350127052627,1.0,0.030551527505695168,0.006465281384358225
148,UM,SWU1,raw,0.585259184573153,6.2196398352413085e-30,0.03711505512897199,0.002516996420561155
149,UM,SWU1,ptr,-0.07880665715371146,1.0,0.0596363337551482,0.00017703617405813918
150,UM,SWU1,zscore,-0.07125078451007114,1.0,0.05887041893248713,0.0001935568163943049
151,UM,SWU1,combat,-0.04148989677113672,1.0,0.05853672191480406,0.00020123227528297103
152,UM,IPCAS5,raw,0.48370505659078855,1.7949835685144892e-23,0.1891567388730555,3.136084548073531e-10
153,UM,IPCAS5,ptr,,,,
154,UM,IPCAS5,zscore,,,,
155,UM,IPCAS5,combat,-0.007515346918326521,1.0,0.019162937351248337,0.0267134045883583
156,MPG1,IPCAS8,raw,0.9697819545571805,8.796450151759075e-12,-0.01795737220449952,0.6928629677667859
157,MPG1,IPCAS8,ptr,,,,
158,MPG1,IPCAS8,zscore,,,,
159,MPG1,IPCAS8,combat,-0.09510032726542339,1.0,0.027347042087193057,0.130603962029541
160,MPG1,NYU1,raw,0.979000828545663,1.9192258366003744e-22,0.0065575586702475725,0.201768672815097
161,MPG1,NYU1,ptr,,,,
162,MPG1,NYU1,zscore,,,,
163,MPG1,NYU1,combat,-0.05813781843047687,1.0,0.01944622631960918,0.09042237829125782
164,MPG1,SWU2,raw,0.9749838189648686,7.336891545501791e-18,0.027851524630899543,0.07882980711793254
165,MPG1,SWU2,ptr,,,,
166,MPG1,SWU2,zscore,,,,
167,MPG1,SWU2,combat,-0.07539138479095595,1.0,0.01454143203117504,0.14820713461217142
168,MPG1,BNU2,raw,0.9780781694923997,8.790154032943549e-28,-0.0045662939292499816,0.5035348442633216
169,MPG1,BNU2,ptr,,,,
170,MPG1,BNU2,zscore,,,,
171,MPG1,BNU2,combat,-0.04228370416998227,1.0,0.04162154022260276,0.014015369770939224
172,MPG1,BNU1,raw,0.9771574814690941,9.297943786671313e-28,-0.00790753178400278,0.8353704518593437
173,MPG1,BNU1,ptr,,,,
174,MPG1,BNU1,zscore,,,,
175,MPG1,BNU1,combat,-0.045784543001092366,1.0,0.01249403108901214,0.11299839436908798
176,MPG1,UWM,raw,0.9734282847547863,5.599109097685454e-17,-0.013067567818036514,0.7881562628952179
177,MPG1,UWM,ptr,,,,
178,MPG1,UWM,zscore,,,,
179,MPG1,UWM,combat,-0.07727414807300326,1.0,0.04149440347521881,0.04698005543071238
180,MPG1,NYU2,raw,0.9710497189930606,8.04760530583856e-60,-0.0007842661312615156,0.3753441756508157
181,MPG1,NYU2,ptr,,,,
182,MPG1,NYU2,zscore,,,,
183,MPG1,NYU2,combat,-0.01372149127509393,1.0,0.0278179508075523,0.003372167029906595
184,MPG1,HNU1,raw,0.9674089659333962,1.0095406302455467e-69,0.016392979090834977,0.01233446838117194
185,MPG1,HNU1,ptr,,,,
186,MPG1,HNU1,zscore,,,,
187,MPG1,HNU1,combat,-0.006237376566354065,1.0,0.11918033466205202,3.7155541348290925e-10
188,MPG1,IPCAS1,raw,0.9761819008220108,3.612435156257956e-19,0.03500735654073734,0.050175153131727726
189,MPG1,IPCAS1,ptr,,,,
190,MPG1,IPCAS1,zscore,,,,
191,MPG1,IPCAS1,combat,-0.07645309437143265,1.0,0.022139359878695097,0.09465981056838449
